k,L,Step,Agent,Horizon,CurrentPos,Selected_Action,Q_Current,Pos_Up,Q_Up,Pos_Down,Q_Down,Pos_Left,Q_Left,Pos_Right,Q_Right
6,200,0,0,1,"(6, 3)",1,[40.02161725 41.65746111 39.70612909 40.22551146 40.22551146],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[40.59978041 40.95081195 38.81796195 40.98679358 38.62535359],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,0,2,"(6, 3)",1,[40.28299917 41.75703155 39.81536298 40.50954829 40.50954829],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[40.9677953  41.21065349 39.01034868 41.35541731 38.82718194],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,0,3,"(6, 3)",1,[40.55093255 41.97010395 40.00161043 40.8026538  40.8026538 ],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[41.33584113 41.58868943 39.20121909 41.74250826 39.12021909],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,0,4,"(6, 3)",1,[40.81540491 42.28492769 40.160688   41.09509519 41.09509519],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[41.70288914 42.08739017 39.60438663 42.13937793 39.51438663],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,0,5,"(6, 3)",1,[41.17656624 42.6999505  40.38826545 41.3762221  41.3762221 ],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[42.0570696  42.59856203 40.12070752 42.64764736 40.02070752],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,0,6,"(6, 3)",1,[41.75635707 43.11415658 40.66641368 41.64486358 41.64486358],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[42.37214988 43.34599555 40.65142838 43.39089165 40.65142838],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,0,1,1,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,1,2,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,1,3,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,1,4,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,1,5,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,1,6,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,1,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,2,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,3,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,4,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,5,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,2,6,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)","[0, 0, 0, 0, 0]","(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,0,3,1,"(5, 2)",1,[35.43196337 38.25932463 36.29863618 35.54088776 36.43799763],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[34.77361953 35.89851782 33.0778799  33.55919077 35.42242147]
6,200,0,3,2,"(5, 2)",1,[35.88027873 38.31276329 36.50991518 35.59215639 36.55688681],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[35.06440873 35.95422812 33.17483497 33.64215142 35.56625146]
6,200,0,3,3,"(5, 2)",1,[36.36261853 38.46233737 36.72888126 35.73752843 36.7933864 ],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[35.38264047 36.00034008 33.24280554 33.71898514 35.68467342]
6,200,0,3,4,"(5, 2)",1,[36.66235925 38.59468637 36.95820673 35.86453188 37.13617298],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[35.70884094 36.25982764 33.38948245 33.90206118 35.77465625]
6,200,0,3,5,"(5, 2)",1,[37.08299283 38.81753373 37.18949002 36.08283622 37.58398789],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[36.03160674 36.63573548 33.51229895 34.08183087 35.94394213]
6,200,0,3,6,"(5, 2)",1,[37.51765808 39.12737434 37.41376607 36.39154579 38.03567394],"(5, 1)","[0, 0, 0, 0, 0]","(5, 3)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(6, 2)",[36.3495997  37.02070546 33.83062429 34.35232643 36.31224353]
6,200,0,4,1,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,4,2,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,4,3,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,4,4,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,4,5,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,4,6,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(9, 6)","[0, 0, 0, 0, 0]"
6,200,0,5,1,"(4, 1)",2,[42.31008676 42.47394646 44.11978928 -6.60567821 40.84394625],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[41.21337193 39.8853902  42.48161948 -8.46505156 39.48126371],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,0,5,2,"(4, 1)",2,[42.89471596 42.74344895 44.26149894 -6.35039735 41.04907348],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[41.51387767 40.16585874 42.64086342 -8.19789625 39.67419324],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,0,5,3,"(4, 1)",2,[43.51552447 43.01411669 44.53414668 -6.08964982 41.37877369],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[41.83213402 40.43485438 42.78902165 -7.94412265 39.84570908],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,0,5,4,"(4, 1)",2,[43.84076048 43.28364072 44.82989517 -5.83380557 41.72630737],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[42.15994242 40.69088813 43.03353512 -7.70543403 40.10432772],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,0,5,5,"(4, 1)",2,[44.15656255 43.53754059 45.261623   -5.58236304 42.20748854],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[42.50030678 40.93230444 43.25964549 -7.48372399 40.34839971],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,0,5,6,"(4, 1)",2,[44.55837712 43.75946384 45.8318225  -5.34483421 42.82769358],"(4, 0)","[0, 0, 0, 0, 0]","(4, 2)","[0, 0, 0, 0, 0]","(3, 1)",[42.84659504 41.26837385 43.56180261 -7.28109764 40.68720238],"(5, 1)","[0, 0, 0, 0, 0]"
6,200,1,0,1,"(6, 3)",1,[37.16551577 39.46631262 37.10281542 39.15903231 38.04420154],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[37.08494887 36.59778452 34.69588111 37.30720907 34.75003065],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,0,2,"(6, 3)",1,[37.6844074  39.46893802 37.26511538 39.18696037 38.32739159],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[37.47231042 36.64825789 34.82187555 37.39739995 34.92280554],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,0,3,"(6, 3)",1,[37.91569471 39.58191749 37.41064083 39.28560312 38.63012159],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[37.86161851 36.80787018 34.95687783 37.59679755 35.07390939],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,0,4,"(6, 3)",1,[38.15039588 39.79303597 37.64712377 39.46259915 38.94420352],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[38.25288293 37.07887163 35.18212482 37.7960657  35.20072891],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,0,5,"(6, 3)",1,[38.48863518 40.11183396 37.97245835 39.61532359 39.25953255],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[38.64611349 37.57392021 35.6139014  38.09493497 35.52258169],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,0,6,"(6, 3)",1,[38.93066843 40.53719566 38.49524624 39.74085879 39.56499885],"(6, 2)","[0, 0, 0, 0, 0]","(6, 4)",[39.04132009 38.1961466  36.16383957 38.49322376 35.94981954],"(5, 3)","[0, 0, 0, 0, 0]","(7, 3)","[0, 0, 0, 0, 0]"
6,200,1,1,1,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,1,2,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,1,3,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,1,4,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,1,5,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,1,6,"(3, 7)",0,"[0, 0, 0, 0, 0]","(3, 6)","[0, 0, 0, 0, 0]","(3, 8)","[0, 0, 0, 0, 0]","(2, 7)","[0, 0, 0, 0, 0]","(4, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,1,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 33.60944815  33.88593019  35.16703488  36.19578173 -15.36114094],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,2,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 34.07253284  34.04640178  35.33576509  36.25440622 -15.0717439 ],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,3,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 34.22720548  34.19817096  35.51217842  36.50576753 -14.76238706],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,4,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 34.48747893  34.34410724  35.78273513  36.72078361 -14.44154043],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,5,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 34.74697025  34.47655727  36.15661201  37.00216529 -14.10733477],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,2,6,"(7, 7)",0,"[0, 0, 0, 0, 0]","(7, 6)","[0, 0, 0, 0, 0]","(7, 8)",[ 35.1224076   34.59972651  36.5209325   37.22950957 -13.76995781],"(6, 7)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]"
6,200,1,3,1,"(5, 2)",1,[34.47930685 36.46200116 33.14872301 34.17513816 34.26584396],"(5, 1)",[ 34.74664251  35.66808556  33.01761857 -14.24985091  35.34966195],"(5, 3)",[33.69212261 36.34233758 32.86769557 34.60154631 34.95839765],"(4, 2)",[36.11608622 38.45121807 35.99617543 36.18926233 36.3179169 ],"(6, 2)",[31.18914453 32.5506022  30.34553357 31.80979512 32.04475769]
6,200,1,3,2,"(5, 2)",1,[34.66186519 36.66977022 33.46864566 34.38949675 34.34811687],"(5, 1)",[ 35.02450158  36.04832719  33.16735175 -14.014486    35.69452319],"(5, 3)",[34.15509315 36.34251344 33.09737622 34.83223059 34.99761713],"(4, 2)",[36.28542029 38.51797854 36.15218608 36.36672708 36.31537935],"(6, 2)",[31.73578068 32.91517809 30.40150204 31.8253257  32.18300078]
6,200,1,3,3,"(5, 2)",1,[34.84224888 36.88253898 33.89654998 34.58733466 34.53844897],"(5, 1)",[ 35.29289558  36.43047959  33.42395019 -13.78572694  36.03736403],"(5, 3)",[34.32397816 36.45802944 33.42471508 35.0763531  35.16209735],"(4, 2)",[36.4554835  38.68931719 36.3074455  36.54582438 36.42788045],"(6, 2)",[31.97114445 33.28158602 30.45836158 31.93281014 32.40874238]
6,200,1,3,4,"(5, 2)",1,[35.01955431 37.10157891 34.4442396  34.76661354 34.83636477],"(5, 1)",[ 35.55057012  36.81455235  33.80124683 -13.56366809  36.37775729],"(5, 3)",[34.59806388 36.6917966  33.74925613 35.32292492 35.43356965],"(4, 2)",[36.62707282 38.85387331 36.46258615 36.72745157 36.65829771],"(6, 2)",[32.30490012 33.64983519 30.60447355 32.14442454 32.62039757]
6,200,1,3,5,"(5, 2)",1,[35.18088771 37.43953025 35.01371754 35.03617867 35.25272248],"(5, 1)",[ 35.90724153  37.20055513  34.19201125 -13.36005013  36.71522728],"(5, 3)",[34.98794372 36.93594243 34.18160277 35.57112265 35.92802272],"(4, 2)",[36.91230126 39.01054409 36.61842718 36.9127221  36.89872145],"(6, 2)",[32.63667368 34.01993487 30.83730954 32.3510976  32.92731548]
6,200,1,3,6,"(5, 2)",1,[35.32340287 37.7876329  35.60720842 35.29474599 35.78756179],"(5, 1)",[ 36.26259362  37.58849761  34.59890075 -13.17739008  37.04924445],"(5, 3)",[35.49336316 37.30438814 34.73353559 35.80800642 36.55163675],"(4, 2)",[37.20182292 39.27011194 36.76418505 37.0911794  37.2630315 ],"(6, 2)",[32.96604857 34.39189434 31.16613637 32.55344114 33.33988305]
6,200,1,4,1,"(8, 6)",0,"[0, 0, 0, 0, 0]","(8, 5)","[0, 0, 0, 0, 0]","(8, 7)","[0, 0, 0, 0, 0]","(7, 6)",[44.44109801 44.75254201 50.         41.59201155 43.05649994],"(9, 6)","[0, 0, 0, 0, 0]"
