k,L,Step,Agent,Horizon,CurrentPos,Selected_Action,Q_Current,Pos_Up,Q_Up,Pos_Down,Q_Down,Pos_Left,Q_Left,Pos_Right,Q_Right
5,500,0,0,1,"(2, 3)",0,"[0, 0, 0, 0, 0]","(2, 2)","[0, 0, 0, 0, 0]","(2, 4)","[0, 0, 0, 0, 0]","(1, 3)","[0, 0, 0, 0, 0]","(3, 3)","[0, 0, 0, 0, 0]"
5,500,0,0,2,"(2, 3)",0,"[0, 0, 0, 0, 0]","(2, 2)","[0, 0, 0, 0, 0]","(2, 4)","[0, 0, 0, 0, 0]","(1, 3)","[0, 0, 0, 0, 0]","(3, 3)","[0, 0, 0, 0, 0]"
5,500,0,0,3,"(2, 3)",0,"[0, 0, 0, 0, 0]","(2, 2)","[0, 0, 0, 0, 0]","(2, 4)","[0, 0, 0, 0, 0]","(1, 3)","[0, 0, 0, 0, 0]","(3, 3)","[0, 0, 0, 0, 0]"
5,500,0,0,4,"(2, 3)",0,"[0, 0, 0, 0, 0]","(2, 2)","[0, 0, 0, 0, 0]","(2, 4)","[0, 0, 0, 0, 0]","(1, 3)","[0, 0, 0, 0, 0]","(3, 3)","[0, 0, 0, 0, 0]"
5,500,0,0,5,"(2, 3)",0,"[0, 0, 0, 0, 0]","(2, 2)","[0, 0, 0, 0, 0]","(2, 4)","[0, 0, 0, 0, 0]","(1, 3)","[0, 0, 0, 0, 0]","(3, 3)","[0, 0, 0, 0, 0]"
5,500,0,1,1,"(6, 8)",0,"[0, 0, 0, 0, 0]","(6, 7)",[36.50571296 40.76327954 38.15389702 35.99326103 36.8365807 ],"(6, 9)","[0, 0, 0, 0, 0]","(5, 8)","[0, 0, 0, 0, 0]","(7, 8)",[ 35.62910271  37.82195192  28.11445567  29.68701853 -25.17963446]
5,500,0,1,2,"(6, 8)",0,"[0, 0, 0, 0, 0]","(6, 7)",[36.8305099  40.61320057 38.32849219 36.0336928  36.84507743],"(6, 9)","[0, 0, 0, 0, 0]","(5, 8)","[0, 0, 0, 0, 0]","(7, 8)",[ 36.13867661  37.93993435  27.57252476  29.20302752 -25.36603125]
5,500,0,1,3,"(6, 8)",0,"[0, 0, 0, 0, 0]","(6, 7)",[36.96193557 40.68176726 38.51524922 36.2591701  36.9233289 ],"(6, 9)","[0, 0, 0, 0, 0]","(5, 8)","[0, 0, 0, 0, 0]","(7, 8)",[ 36.35043571  38.13983659  26.95222335  28.64415894 -25.49877749]
5,500,0,1,4,"(6, 8)",0,"[0, 0, 0, 0, 0]","(6, 7)",[37.21197313 40.74905    38.71565496 36.57893304 37.07887308],"(6, 9)","[0, 0, 0, 0, 0]","(5, 8)","[0, 0, 0, 0, 0]","(7, 8)",[ 36.55503736  38.43054828  26.35717651  27.99250761 -25.56041053]
5,500,0,1,5,"(6, 8)",0,"[0, 0, 0, 0, 0]","(6, 7)",[37.47121718 40.92502808 38.91975255 36.89213625 37.3200844 ],"(6, 9)","[0, 0, 0, 0, 0]","(5, 8)","[0, 0, 0, 0, 0]","(7, 8)",[ 36.85216946  38.82194573  25.66983015  27.22713641 -25.54085605]
