k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,15,0,0,0,"(3, 2)",[44.3579     39.15620387 51.34096435 51.25415857 42.13      ],2,"(3, 1)",[43.8315509  43.8666953  43.86669532 -5.40430468 45.71629025],4,"(3, 3)",[47.27147    46.39459235 46.63006059 46.39459235 50.        ],4.0,"(2, 2)",[45.25678998 44.00722203 46.579925   44.00722209 46.579925  ],2.0,"(4, 2)",[43.06393102 45.1605699  43.75286862 43.7528686  46.63003528],4.0
1,15,0,0,1,"(3, 2)",[46.421   45.25679 45.45679 45.45679 48.2    ],4,"(3, 1)",[43.8315509  43.8666953  43.86669532 -5.40430468 45.71629025],4,"(3, 3)",[47.27147    46.39459235 46.63006059 46.39459235 50.        ],4.0,"(2, 2)",[45.25678998 44.00722203 46.579925   44.00722209 46.579925  ],2.0,"(4, 2)",[43.06393102 45.1605699  43.75286862 43.7528686  46.63003528],4.0
1,15,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2.0,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,15,0,1,0,"(2, 3)",[42.40610426 50.62699366 41.294323   38.14772119 51.06275074],4,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[43.83154548 -5.40435774 45.71629021 43.86666923 43.86661488],2.0,"(3, 3)",[47.68699987 46.60443494 50.         46.60114555 46.76025817],2.0
1,15,0,1,1,"(2, 3)",[44.35034956 44.7599401  47.27147    44.18194864 45.12588189],2,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[43.83154548 -5.40435774 45.71629021 43.86666923 43.86661488],2.0,"(3, 3)",[47.68699987 46.60443494 50.         46.60114555 46.76025817],2.0
1,15,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2.0,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,15,2,0,0,"(4, 3)",[42.34010381 40.94506728 10.5907917  26.73177022 -1.06007638],0,"(4, 2)",[42.68739127 45.22351291 43.7043425  43.70434249 46.57453175],4,"(4, 4)",[ 1.5926366   1.5926366   0.         15.66919708  0.        ],3.0,"(3, 3)",[46.8921407  46.3338698  46.47044908 46.2797198  49.10225   ],4.0,"(5, 3)",[-0.1321125  12.36804583  0.         11.72552163  0.        ],1.0
1,15,2,0,1,"(4, 3)",[44.30797512 46.97817059  3.79536372 18.11909967  3.83483322],1,"(4, 2)",[42.68739127 45.22351291 43.7043425  43.70434249 46.57453175],4,"(4, 4)",[ 1.5926366   1.5926366   0.         15.66919708  0.        ],3.0,"(3, 3)",[46.8921407  46.3338698  46.47044908 46.2797198  49.10225   ],4.0,"(5, 3)",[-0.1321125  12.36804583  0.         11.72552163  0.        ],1.0
1,15,2,0,original qtable,"(4, 3)",[47.01499999 48.5         0.          0.          0.        ],1,"(4, 2)",[43.06393102 45.1605699  43.75286862 43.7528686  46.63003528],4,,,,"(3, 3)",[47.27147    46.39459235 46.63006059 46.39459235 50.        ],4.0,,,
1,15,2,1,0,"(3, 4)",[44.35789548 51.14682978 42.12999622 42.12999994 13.91224335],1,"(3, 3)",[46.93489061 46.02099537 50.         46.42015804 46.32685539],2,"(3, 5)",[40.6253773  43.80676627  0.         13.65282423  0.        ],1.0,"(2, 4)",[42.52204634 43.70433174 45.14006467 45.7368742  43.70432879],3.0,"(4, 4)",[47.92999405  8.64499992  0.         49.9999996   0.        ],3.0
1,15,2,1,1,"(3, 4)",[46.42099498 45.33536303 48.19999584 48.19999994  4.16733395],3,"(3, 3)",[46.93489061 46.02099537 50.         46.42015804 46.32685539],2,"(3, 5)",[40.6253773  43.80676627  0.         13.65282423  0.        ],1.0,"(2, 4)",[42.52204634 43.70433174 45.14006467 45.7368742  43.70432879],3.0,"(4, 4)",[47.92999405  8.64499992  0.         49.9999996   0.        ],3.0
1,15,2,1,original qtable,"(3, 4)",[47.01499443 45.54484443 48.49999542 48.49999993  0.        ],3,"(3, 3)",[47.68699987 46.60443494 50.         46.60114555 46.76025817],2,"(3, 5)",[42.64820674 44.08937242  0.          0.          0.        ],1.0,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(4, 4)",[48.49999276  0.          0.         49.99999951  0.        ],3.0
1,15,4,1,0,"(2, 3)",[42.23482953 50.38947125 40.60093709 50.11277294 50.73085329],4,"(2, 2)",[41.75114816 43.58598266 46.10340918 43.58595706 43.88401609],2,"(2, 4)",[41.33691196 43.58597893 45.31619713 44.49852272 43.58597639],2.0,"(1, 3)",[42.76462699 -5.65668653 44.86127021 43.75284741 43.7528031 ],2.0,"(3, 3)",[46.6622614  45.92200625 50.         46.35455257 46.22485285],2.0
1,15,4,1,1,"(2, 3)",[44.20610426 44.58627842 46.83511265 44.14772119 44.91757173],2,"(2, 2)",[41.75114816 43.58598266 46.10340918 43.58595706 43.88401609],2,"(2, 4)",[41.33691196 43.58597893 45.31619713 44.49852272 43.58597639],2.0,"(1, 3)",[42.76462699 -5.65668653 44.86127021 43.75284741 43.7528031 ],2.0,"(3, 3)",[46.6622614  45.92200625 50.         46.35455257 46.22485285],2.0
1,15,4,1,original qtable,"(2, 3)",[44.35034956 44.7599401  47.27147    44.18194864 45.12588189],2,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4,"(2, 4)",[42.52204634 43.70433174 45.14006467 45.7368742  43.70432879],3.0,"(1, 3)",[43.83154548 -5.40435774 45.71629021 43.86666923 43.86661488],2.0,"(3, 3)",[46.93489061 46.02099537 50.         46.42015804 46.32685539],2.0
1,15,5,0,1,"(3, 4)",[17.195      17.195       5.11920503 16.06506316  5.39642275],0,"(3, 3)",[46.36764038 46.30798282 46.28633038 46.23074782 49.192025  ],4,"(3, 5)",[ 3.0847925  0.         0.        23.42795    0.       ],3.0,"(2, 4)",[ 1.79645    0.        17.195     15.8451925  0.       ],2.0,"(4, 4)",[ 1.5926366   1.5926366   0.         15.66919708  0.        ],3.0
1,15,5,0,original qtable,"(3, 4)",[0. 0. 0. 0. 0.],0,"(3, 3)",[46.8921407  46.3338698  46.47044908 46.2797198  49.10225   ],4,,,,,,,"(4, 4)",[ 1.5926366   1.5926366   0.         15.66919708  0.        ],3.0
1,15,5,1,0,"(2, 4)",[39.29816536 49.04104665 38.86833477 50.5853619  49.45559973],3,"(2, 3)",[42.61842541 43.90945855 47.06376741 44.02753417 44.13533793],2,"(2, 5)",[44.08936574 42.64829034 42.64794992 45.54484637 39.79679229],3.0,"(1, 4)",[41.04384532 -7.17791234 43.22301522 44.17354336 42.29063742],3.0,"(3, 4)",[46.15789548 45.18082672 48.12999622 48.12999994  7.91224335],3.0
1,15,5,1,1,"(2, 4)",[41.16077811 43.16062226 44.77331642 44.57144889 43.47648814],2,"(2, 3)",[42.61842541 43.90945855 47.06376741 44.02753417 44.13533793],2,"(2, 5)",[44.08936574 42.64829034 42.64794992 45.54484637 39.79679229],3.0,"(1, 4)",[41.04384532 -7.17791234 43.22301522 44.17354336 42.29063742],3.0,"(3, 4)",[46.15789548 45.18082672 48.12999622 48.12999994  7.91224335],3.0
1,15,5,1,original qtable,"(2, 4)",[41.33691196 43.58597893 45.31619713 44.49852272 43.58597639],2,"(2, 3)",[44.20610426 44.58627842 46.83511265 44.14772119 44.91757173],2,"(2, 5)",[44.08936574 42.64829034 42.64794992 45.54484637 39.79679229],3.0,"(1, 4)",[44.08938457 -6.35162086 45.54484791 45.54484702 42.64835671],2.0,"(3, 4)",[46.42099498 45.33536303 48.19999584 48.19999994  4.16733395],3.0
1,15,6,1,0,"(2, 3)",[40.04072126 49.05120097 40.7259878  49.9475029  37.18836075],3,"(2, 2)",[41.18982421 43.52549129 46.097986   43.52547027 43.48695914],2,"(2, 4)",[40.99266273 42.74940175 45.10008453 43.25672581 43.4046529 ],2.0,"(1, 3)",[40.771955   -6.02662575 43.17926262 43.58597324 43.1379316 ],3.0,"(3, 3)",[46.44143173 45.84182506 50.         46.30141214 46.1295958 ],2.0
1,15,6,1,1,"(2, 3)",[41.78880283 43.23392613 46.63998644 43.96466026 43.22650302],2,"(2, 2)",[41.18982421 43.52549129 46.097986   43.52547027 43.48695914],2,"(2, 4)",[40.99266273 42.74940175 45.10008453 43.25672581 43.4046529 ],2.0,"(1, 3)",[40.771955   -6.02662575 43.17926262 43.58597324 43.1379316 ],3.0,"(3, 3)",[46.44143173 45.84182506 50.         46.30141214 46.1295958 ],2.0
1,15,6,1,original qtable,"(2, 3)",[42.61842541 43.90945855 47.06376741 44.02753417 44.13533793],2,"(2, 2)",[41.75114816 43.58598266 46.10340918 43.58595706 43.88401609],2,"(2, 4)",[41.16077811 43.16062226 44.77331642 44.57144889 43.47648814],2.0,"(1, 3)",[42.76462699 -5.65668653 44.86127021 43.75284741 43.7528031 ],2.0,"(3, 3)",[46.6622614  45.92200625 50.         46.35455257 46.22485285],2.0
