k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,100,0,0,0,"(3, 2)",[41.32509253 35.65892066 49.64467624 49.85210373 40.3176734 ],3,"(3, 1)",[42.76463138 42.9583785  43.63495521 -5.85938614 44.86127025],4,"(3, 3)",[46.9348907  46.2246198  45.30860352 46.2246198  50.        ],4,"(2, 2)",[42.24823839 42.36618588 42.760848   42.13899852 42.760848  ],2,"(4, 2)",[39.63121935 42.28123874 42.68248207 43.03295996 44.34617579],4
2,100,0,0,1,"(3, 2)",[43.26377075 41.77404456 43.81309949 43.9892034  46.18630377],4,"(3, 1)",[42.76463138 42.9583785  43.63495521 -5.85938614 44.86127025],4,"(3, 3)",[46.9348907  46.2246198  45.30860352 46.2246198  50.        ],4,"(2, 2)",[42.24823839 42.36618588 42.760848   42.13899852 42.760848  ],2,"(4, 2)",[39.63121935 42.28123874 42.68248207 43.03295996 44.34617579],4
2,100,0,0,2,"(3, 2)",[43.74314175 42.08028339 44.00901759 44.0965234  46.26255975],4,"(3, 1)",[43.29144338 43.00716384 43.75754147 -5.6313264  45.2877088 ],4,"(3, 3)",[47.094323   46.30513311 45.33235002 46.30513311 50.        ],4,"(2, 2)",[42.60716542 42.28368887 43.17673166 42.09674164 43.17673166],2,"(4, 2)",[39.91803966 42.52917231 42.76461701 43.08865785 44.26298587],4
2,100,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1
2,100,0,1,0,"(2, 3)",[42.73792205 49.43299819 40.99140163 36.75740592 50.85634648],4,"(2, 2)",[42.96185368 42.24800027 43.58807133 42.15878824 43.59470518],4,"(2, 4)",[43.85460033 43.74267969 46.22599936 45.73312029 43.78871235],2,"(1, 3)",[40.32113585 -6.64284824 42.78771271 41.92579429 43.37340319],4,"(3, 3)",[46.2625597  45.88509265 50.         45.88394571 44.62461934],2
2,100,0,1,1,"(2, 3)",[44.75456382 43.68058321 46.9348907  42.90656547 44.96097393],2,"(2, 2)",[42.96185368 42.24800027 43.58807133 42.15878824 43.59470518],4,"(2, 4)",[43.85460033 43.74267969 46.22599936 45.73312029 43.78871235],2,"(1, 3)",[40.32113585 -6.64284824 42.78771271 41.92579429 43.37340319],4,"(3, 3)",[46.2625597  45.88509265 50.         45.88394571 44.62461934],2
2,100,0,1,2,"(2, 3)",[45.31178126 43.94658773 47.094323   43.2501794  45.06686261],2,"(2, 2)",[43.31161074 42.30431877 44.00740813 42.2457266  44.01477908],4,"(2, 4)",[44.39311416 43.86982564 46.32418504 46.14702524 43.87857941],2,"(1, 3)",[40.769424   -6.48467756 43.17673162 41.94631212 43.45951842],4,"(3, 3)",[46.34728856 45.92788073 50.         45.92660635 44.54487391],2
2,100,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2
2,100,1,0,1,"(3, 1)",[ 39.64567714  42.1077296   42.66648681 -19.85919996  44.22010298],4,"(3, 0)",[-27.59007872 -39.50231129 -41.70826063 -27.59007872 -11.71884791],4,"(3, 2)",[40.23450446 40.26467763 42.8872267  42.44141186 45.93929933],4,"(2, 1)",[ 37.42720156  41.77503437  40.16624065 -36.72885177  33.72633278],1,"(4, 1)",[ 39.37431463  42.25866034  41.60173855 -43.05864372  27.78458893],1
2,100,1,0,2,"(3, 1)",[ 39.92992195  42.37294804  42.90293874 -15.79744657  44.302604  ],4,"(3, 0)",[-24.38731187 -41.2503092  -43.07322768 -24.38731187  -6.75261096],4,"(3, 2)",[40.42971676 40.15278007 42.93025847 42.54850277 45.76588814],4,"(2, 1)",[ 37.72791688  41.81133015  40.43796032 -38.1686875   32.88795245],1,"(4, 1)",[ 39.80052521  42.67202044  41.73480456 -44.57365334  26.14954984],1
