k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,10,0,0,0,"(3, 2)",[43.82546    38.88567636 51.3062074  50.99443134 41.887     ],2,"(3, 1)",[43.29144338 43.80678652 43.80678653 -5.53711346 45.2877088 ],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[45.25678998 44.00722203 46.579925   44.00722209 46.579925  ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,10,0,0,1,"(3, 2)",[45.8579     44.95620387 45.377536   45.21344334 47.93      ],4,"(3, 1)",[43.29144338 43.80678652 43.80678653 -5.53711346 45.2877088 ],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[45.25678998 44.00722203 46.579925   44.00722209 46.579925  ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,10,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4.0,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,10,0,1,0,"(2, 3)",[42.85034956 51.07222501 41.47147    38.34493572 51.15199461],4,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4.0,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[44.95678332 -5.09284073 46.57992496 44.00719    44.00712325],2,"(3, 3)",[48.19999983 46.86349993 50.         46.85943895 46.92099776],2.0
1,10,0,1,1,"(2, 3)",[44.82317896 45.16348015 47.4683     44.4010759  45.22504175],2,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4.0,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[44.95678332 -5.09284073 46.57992496 44.00719    44.00712325],2,"(3, 3)",[48.19999983 46.86349993 50.         46.85943895 46.92099776],2.0
1,10,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4.0,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,10,2,0,0,"(3, 2)",[43.31911775 50.8130877  51.23307799 50.63901768 41.54453875],2,"(3, 1)",[41.25325545 43.62136286 43.62136286 -5.94816992 43.59470519],2.0,"(3, 3)",[47.22872    46.50384235 46.63006059 46.35184235 49.10225   ],4.0,"(2, 2)",[44.11087956 43.86669527 45.75261892 43.86669532 46.48398925],4,"(4, 2)",[44.95679    46.579925   44.00722207 44.00722205 46.9209614 ],4.0
1,10,2,0,1,"(3, 2)",[45.32546    44.88567636 45.3062074  44.99443134 47.64425   ],4,"(3, 1)",[41.25325545 43.62136286 43.62136286 -5.94816992 43.59470519],2.0,"(3, 3)",[47.22872    46.50384235 46.63006059 46.35184235 49.10225   ],4.0,"(2, 2)",[44.11087956 43.86669527 45.75261892 43.86669532 46.48398925],4,"(4, 2)",[44.95679    46.579925   44.00722207 44.00722205 46.9209614 ],4.0
1,10,2,0,original qtable,"(3, 2)",[45.8579     44.95620387 45.377536   45.21344334 47.93      ],4,"(3, 1)",[43.29144338 43.80678652 43.80678653 -5.53711346 45.2877088 ],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[45.25678998 44.00722203 46.579925   44.00722209 46.579925  ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,10,2,1,1,"(3, 4)",[46.42099498 45.39856973 48.39999584 48.19999994  4.18849038],2,"(3, 3)",[47.46829988 46.38420528 50.         46.491031   46.53590737],2.0,"(3, 5)",[41.54537238 43.93323643  0.          7.55627268  0.        ],1.0,"(2, 4)",[43.92618826 43.86668127 46.40220791 46.06373897 43.86667777],2,"(4, 4)",[46.87399461 12.33049989  0.         49.99999964  0.        ],3.0
