k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,200,0,0,0,"(3, 2)",[37.10498426 33.49055087 49.86684384 47.27002133 39.75474401],2,"(3, 1)",[36.39775824 43.28426983 43.28426983 -6.69545461 39.36168249],2,"(3, 3)",[45.51252367 45.50632446 46.07892408 45.50632446 50.        ],4.0,"(2, 2)",[39.2615203  43.27853964 39.28107741 43.27853966 39.27729781],3,"(4, 2)",[39.08175836 42.03448117 43.29300352 43.29300352 46.10404764],4.0
1,200,0,0,1,"(3, 2)",[38.64078414 39.31009956 43.87439924 41.28668411 45.56082668],4,"(3, 1)",[36.39775824 43.28426983 43.28426983 -6.69545461 39.36168249],2,"(3, 3)",[45.51252367 45.50632446 46.07892408 45.50632446 50.        ],4.0,"(2, 2)",[39.2615203  43.27853964 39.28107741 43.27853966 39.27729781],3,"(4, 2)",[39.08175836 42.03448117 43.29300352 43.29300352 46.10404764],4.0
1,200,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,200,0,1,0,"(2, 3)",[36.90847052 47.16148644 39.7235655  33.41627579 49.84255965],4,"(2, 2)",[39.48342003 43.29582446 39.53336446 43.29582083 39.52682537],1,"(2, 4)",[39.0043183  43.28611885 46.09617635 41.96203013 43.28611732],2.0,"(1, 3)",[36.1403855  -6.72836239 39.13699149 43.26943012 43.26942845],3,"(3, 3)",[45.64130385 45.57135845 50.         45.57114592 46.11927503],2.0
1,200,0,1,1,"(2, 3)",[38.42609228 41.1676562  45.52618389 39.22574718 43.84824766],2,"(2, 2)",[39.48342003 43.29582446 39.53336446 43.29582083 39.52682537],1,"(2, 4)",[39.0043183  43.28611885 46.09617635 41.96203013 43.28611732],2.0,"(1, 3)",[36.1403855  -6.72836239 39.13699149 43.26943012 43.26942845],3,"(3, 3)",[45.64130385 45.57135845 50.         45.57114592 46.11927503],2.0
1,200,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,200,2,0,0,"(4, 3)",[33.79582007 36.07495527 42.0714552  46.83198743 28.62304774],3,"(4, 2)",[36.32968307 43.25747528 43.26812242 43.26812242 40.48447896],3,"(4, 4)",[34.20003247 34.20003247  0.         39.69804035  0.        ],3.0,"(3, 3)",[41.82599024 46.06819152 40.21871299 43.3094067  41.88201637],1,"(5, 3)",[31.60013738 39.15739897  0.         42.29285755  0.        ],3.0
1,200,2,0,1,"(4, 3)",[35.35170709 41.88719675 35.6151486  40.80168422 34.27970434],1,"(4, 2)",[36.32968307 43.25747528 43.26812242 43.26812242 40.48447896],3,"(4, 4)",[34.20003247 34.20003247  0.         39.69804035  0.        ],3.0,"(3, 3)",[41.82599024 46.06819152 40.21871299 43.3094067  41.88201637],1,"(5, 3)",[31.60013738 39.15739897  0.         42.29285755  0.        ],3.0
1,200,2,0,original qtable,"(4, 3)",[47.01499999 48.5         0.          0.          0.        ],1,"(4, 2)",[39.08175836 42.03448117 43.29300352 43.29300352 46.10404764],4,,,,"(3, 3)",[45.51252367 45.50632446 46.07892408 45.50632446 50.        ],4,,,
1,200,2,1,0,"(3, 4)",[36.92609223 47.15738772 39.7261838  39.72618389 46.78768444],1,"(3, 3)",[45.50665559 43.35921957 50.         46.05114022 45.52916865],2,"(3, 5)",[36.20469862 43.27557334  0.         38.758313    0.        ],1.0,"(2, 4)",[36.14682157 43.26778505 39.18650197 43.23738552 43.26778359],1,"(4, 4)",[45.54926946 44.75274422  0.         49.99999999  0.        ],3.0
1,200,2,1,1,"(3, 4)",[38.44536486 41.16327571 45.52909312 45.52909321 40.75167219],3,"(3, 3)",[45.50665559 43.35921957 50.         46.05114022 45.52916865],2,"(3, 5)",[36.20469862 43.27557334  0.         38.758313    0.        ],1.0,"(2, 4)",[36.14682157 43.26778505 39.18650197 43.23738552 43.26778359],1,"(4, 4)",[45.54926946 44.75274422  0.         49.99999999  0.        ],3.0
1,200,2,1,original qtable,"(3, 4)",[47.01499443 45.54484443 48.49999542 48.49999993  0.        ],3,"(3, 3)",[45.64130385 45.57135845 50.         45.57114592 46.11927503],2,"(3, 5)",[42.64820674 44.08937242  0.          0.          0.        ],1.0,"(2, 4)",[39.0043183  43.28611885 46.09617635 41.96203013 43.28611732],2,"(4, 4)",[48.49999276  0.          0.         49.99999951  0.        ],3.0
