k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,50,0,0,0,"(3, 2)",[43.10205733 36.24087687 51.50517463 51.58717462 43.70497956],3,"(3, 1)",[43.29140283 43.22278381 43.55852325 -5.64133135 45.28770512],4,"(3, 3)",[49.77908149 49.06876834 45.56834979 49.06881171 60.434062  ],4,"(2, 2)",[43.31137332 42.67431353 44.01477522 42.68960889 44.01468097],2,"(4, 2)",[41.65634577 43.99705758 43.36440171 43.29879218 45.50948917],4
2,50,0,0,1,"(3, 2)",[45.21024191 43.39941469 44.64641462 44.76093626 49.95971519],4,"(3, 1)",[43.29140283 43.22278381 43.55852325 -5.64133135 45.28770512],4,"(3, 3)",[49.77908149 49.06876834 45.56834979 49.06881171 60.434062  ],4,"(2, 2)",[43.31137332 42.67431353 44.01477522 42.68960889 44.01468097],2,"(4, 2)",[41.65634577 43.99705758 43.36440171 43.29879218 45.50948917],4
2,50,0,0,2,"(3, 2)",[45.56774034 43.7532261  44.83568701 44.93654338 49.46605899],4,"(3, 1)",[43.83150623 43.26826339 43.68757481 -5.48774478 45.71628655],4,"(3, 3)",[49.26535488 48.47611804 45.53167767 48.47616624 59.37118   ],4,"(2, 2)",[43.65540235 42.68392212 44.43696002 42.67584681 44.4368553 ],2,"(4, 2)",[42.04116606 44.30862363 43.42674984 43.39898473 45.46627697],4
2,50,0,0,original qtable,"(3, 2)",[47.01499888 45.54475933 45.54452494 45.54481027 48.5       ],4,"(3, 1)",[45.54479004 44.08787883 44.08522997 -4.91679881 47.01499625],4,"(3, 3)",[48.49999413 47.01490578 47.01495901 47.01499647 50.        ],4,"(2, 2)",[45.54435736 44.086436   47.014996   44.08670361 47.01488808],2,"(4, 2)",[45.54400862 47.01244437 44.08323047 44.08781608 47.01492898],4
2,50,0,1,0,"(2, 3)",[44.03073842 52.14378292 44.04853289 37.32584881 51.99720231],1,"(2, 2)",[43.31160599 42.69622397 42.6154548  42.6493709  44.01477906],4,"(2, 4)",[41.74320446 43.21060018 46.15971384 44.04258755 43.44153076],2,"(1, 3)",[44.38617986 -5.31218772 46.14702348 43.66102566 43.76891989],2,"(3, 3)",[51.56015528 51.04236807 63.0264312  50.68474933 45.87957254],2
2,50,0,1,1,"(2, 3)",[46.23070061 45.2886841  50.06780214 44.60493867 45.12447722],2,"(2, 2)",[43.31160599 42.69622397 42.6154548  42.6493709  44.01477906],4,"(2, 4)",[41.74320446 43.21060018 46.15971384 44.04258755 43.44153076],2,"(1, 3)",[44.38617986 -5.31218772 46.14702348 43.66102566 43.76891989],2,"(3, 3)",[51.56015528 51.04236807 63.0264312  50.68474933 45.87957254],2
2,50,0,1,2,"(2, 3)",[46.72099993 45.43176823 49.2821123  45.09269678 45.32185974],2,"(2, 2)",[43.65566046 42.72439158 42.88215914 42.63886287 44.43696388],4,"(2, 4)",[42.09266779 43.30001765 45.89266785 44.31420456 43.50060287],2,"(1, 3)",[44.95676352 -5.12204354 46.57992309 43.79639346 43.92037289],2,"(3, 3)",[50.94028245 50.36496333 62.25159022 49.96760917 45.58139974],2
2,50,0,1,original qtable,"(2, 3)",[47.01499993 45.54482601 48.5        45.54484939 45.54484232],2,"(2, 2)",[45.54483976 44.08916756 44.08936056 44.08914976 47.01499997],4,"(2, 4)",[45.54483243 44.08688234 47.01499467 47.0149998  44.08847666],3,"(1, 3)",[45.54482078 -4.91077223 47.01499809 44.08930631 44.08865399],2,"(3, 3)",[48.49999889 47.01499966 50.         44.08935914 47.01499423],2
2,50,1,0,1,"(3, 1)",[41.93307347 43.03099831 43.20103697 -7.49795867 46.06861623],4,"(3, 0)",[-8.75721983 -7.34183875 -7.54721727 -8.75742559 24.48980243],4,"(3, 2)",[44.66965088 42.74928492 44.24555491 45.15510706 52.50761707],4,"(2, 1)",[41.93972826 41.86312596 44.0564055  -7.09954606 43.85093865],2,"(4, 1)",[40.45959152 43.67088403 41.85507732 -7.64727197 44.32911359],4
2,50,1,0,2,"(3, 1)",[42.31522461 43.14501373 43.33784509 -5.90396438 45.78285602],4,"(3, 0)",[-7.30314345 -7.23360899 -7.36763057 -7.30337208 29.63799239],4,"(3, 2)",[44.75622785 42.75504321 44.34901374 44.96229027 51.46364014],4,"(2, 1)",[42.46026924 41.94821666 44.4787995  -6.96439489 43.97910291],2,"(4, 1)",[40.81957237 44.05434183 41.96303395 -7.47880246 44.44185672],4
