k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,10,0,0,0,"(3, 2)",[44.02456576 38.15612971 52.29318277 52.23534665 41.32      ],2,"(3, 1)",[44.38615464 43.72701181 43.88236128 -5.26179917 46.14702166],4,"(3, 3)",[48.19999472 46.8634152  46.8959631  46.86349682 52.        ],4,"(2, 2)",[45.25634624 43.92753793 46.57992102 43.97978586 46.57982389],2,"(4, 2)",[44.39891234 46.15834529 43.82442997 43.88445603 46.63134246],4
2,10,0,0,1,"(3, 2)",[46.42099899 45.25670802 45.40356137 45.39042177 48.2       ],4,"(3, 1)",[44.38615464 43.72701181 43.88236128 -5.26179917 46.14702166],4,"(3, 3)",[48.19999472 46.8634152  46.8959631  46.86349682 52.        ],4,"(2, 2)",[45.25634624 43.92753793 46.57992102 43.97978586 46.57982389],2,"(4, 2)",[44.39891234 46.15834529 43.82442997 43.88445603 46.63134246],4
2,10,0,0,2,"(3, 2)",[47.01499888 45.54475933 45.54452494 45.54481027 48.5       ],4,"(3, 1)",[44.95673568 43.80584356 43.97845697 -5.09837795 46.57992127],4,"(3, 3)",[48.49999413 47.01490578 47.01495901 47.01499647 50.        ],4,"(2, 2)",[45.54435736 44.086436   47.014996   44.08670361 47.01488808],2,"(4, 2)",[44.95602601 46.57761818 43.95608987 43.98078447 46.72093607],4
2,10,0,0,original qtable,"(3, 2)",[47.01499888 45.54475933 45.54452494 45.54481027 48.5       ],4,"(3, 1)",[45.54479004 44.08787883 44.08522997 -4.91679881 47.01499625],4,"(3, 3)",[48.49999413 47.01490578 47.01495901 47.01499647 50.        ],4,"(2, 2)",[45.54435736 44.086436   47.014996   44.08670361 47.01488808],2,"(4, 2)",[45.54400862 47.01244437 44.08323047 44.08781608 47.01492898],4
2,10,0,1,0,"(2, 3)",[43.78566661 52.2221073  41.5729     37.92287482 52.11364085],1,"(2, 2)",[45.25678079 43.96160216 43.9468495  43.95462911 46.57992497],4,"(2, 4)",[43.87298975 43.79708023 46.39325608 45.74568025 43.79826642],2,"(1, 3)",[44.95676352 -5.10367737 46.57992309 43.96172704 43.98153878],2,"(3, 3)",[48.1199991  46.91714973 53.8        44.7183809  46.6313953 ],2
2,10,0,1,1,"(2, 3)",[46.14594994 45.33001622 48.291      44.9975355  45.22920169],2,"(2, 2)",[45.25678079 43.96160216 43.9468495  43.95462911 46.57992497],4,"(2, 4)",[43.87298975 43.79708023 46.39325608 45.74568025 43.79826642],2,"(1, 3)",[44.95676352 -5.10367737 46.57992309 43.96172704 43.98153878],2,"(3, 3)",[48.1199991  46.91714973 53.8        44.7183809  46.6313953 ],2
2,10,0,1,2,"(2, 3)",[46.72099993 45.43176823 48.39       45.25678944 45.37871567],2,"(2, 2)",[45.54483976 44.08916756 44.08936056 44.08914976 47.01499997],4,"(2, 4)",[44.3995913  43.88370005 46.45639566 46.14702518 43.88500822],2,"(1, 3)",[45.54482078 -4.91077223 47.01499809 44.08930631 44.08865399],2,"(3, 3)",[48.199999   46.8634997  52.         44.42042322 46.72099479],2
2,10,0,1,original qtable,"(2, 3)",[47.01499993 45.54482601 48.5        45.54484939 45.54484232],2,"(2, 2)",[45.54483976 44.08916756 44.08936056 44.08914976 47.01499997],4,"(2, 4)",[45.54483243 44.08688234 47.01499467 47.0149998  44.08847666],3,"(1, 3)",[45.54482078 -4.91077223 47.01499809 44.08930631 44.08865399],2,"(3, 3)",[48.49999889 47.01499966 50.         44.08935914 47.01499423],2
2,10,1,0,1,"(4, 2)",[43.42241605 46.04085969 43.58602556 43.63521971 46.47813737],4,"(4, 1)",[41.98604065 44.85255786 42.23216151 -6.96861359 43.94525703],1,"(4, 3)",[46.42071584 48.73599989 45.42290304 45.39624069 48.56495413],1,"(3, 2)",[45.85789909 45.13112971 45.24220523 45.20457994 48.466     ],4,"(5, 2)",[41.23174563 44.29423648 42.1078673  42.12477333 45.00719056],4
2,10,1,0,2,"(4, 2)",[43.88899864 46.09651076 43.69895397 43.76143059 46.5507082 ],4,"(4, 1)",[42.45678719 44.99928612 42.32572665 -6.84082086 44.30036094],1,"(4, 3)",[47.01468428 48.49999988 45.53523952 45.54304523 48.49994921],1,"(3, 2)",[46.42099899 45.25670802 45.40356137 45.39042177 48.2       ],4,"(5, 2)",[41.61086516 44.68029942 42.16280717 42.20640645 45.07333677],4
2,10,1,0,original qtable,"(4, 2)",[44.39891234 46.15834529 43.82442997 43.88445603 46.63134246],4,"(4, 1)",[44.08756295 45.54473686 42.62126752 -6.36576146 45.54383102],1,"(4, 3)",[47.01468428 48.49999988 45.53523952 45.54304523 48.49994921],1,"(3, 2)",[46.42099899 45.25670802 45.40356137 45.39042177 48.2       ],4,"(5, 2)",[42.02435118 45.10150037 42.22385147 42.28148375 45.14683254],4
2,10,1,1,1,"(1, 3)",[44.38617986 -6.26796927 46.48457579 43.84690569 43.84081728],2,"(1, 2)",[42.99437319 -6.84219372 44.88065655 42.37274483 44.9033642 ],4,"(1, 4)",[12.41855804 -6.96193914 44.95277134 43.96442297 42.28712487],2,"(0, 3)",[-7.00391212 -7.00411663 29.82856485 -6.99140551 -6.95993279],2,"(2, 3)",[45.61899995 45.1846596  48.7018     44.8806646  45.08864085],2
2,10,1,1,2,"(1, 3)",[44.95676352 -5.10367737 46.57992309 43.96172704 43.98153878],2,"(1, 2)",[43.54224648 -6.68727492 44.99752656 42.45473255 45.33001427],4,"(1, 4)",[ 9.59569518 -6.8337245  45.07823557 44.31332287 42.37094747],2,"(0, 3)",[-5.92139165 -5.92161888 35.00358276 -6.8530658  -6.83149522],2,"(2, 3)",[46.14594994 45.33001622 48.291      44.9975355  45.22920169],2
