k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,5,0,0,0,"(3, 2)",[44.05886076 38.15612971 52.34345555 52.23534665 41.9698    ],2,"(3, 1)",[44.38615464 43.72701181 43.86195592 -5.26179917 46.14702166],4,"(3, 3)",[48.21899572 47.13636632 46.39323009 47.13643243 55.42      ],4,"(2, 2)",[45.25634624 43.97952806 46.57992102 43.97978586 46.57982389],2,"(4, 2)",[44.95602601 46.57761818 43.9764586  43.97004481 46.89593607],4
2,5,0,0,1,"(3, 2)",[46.42099899 45.25670802 45.4314907  45.39042177 48.561     ],4,"(3, 1)",[44.38615464 43.72701181 43.86195592 -5.26179917 46.14702166],4,"(3, 3)",[48.21899572 47.13636632 46.39323009 47.13643243 55.42      ],4,"(2, 2)",[45.25634624 43.97952806 46.57992102 43.97978586 46.57982389],2,"(4, 2)",[44.95602601 46.57761818 43.9764586  43.97004481 46.89593607],4
2,5,0,0,2,"(3, 2)",[47.01499888 45.54475933 45.54452494 45.54481027 48.5       ],4,"(3, 1)",[44.95673568 43.80584356 43.96771731 -5.09837795 46.57992127],4,"(3, 3)",[48.11999525 46.91707368 46.45636678 46.91714714 53.8       ],4,"(2, 2)",[45.54435736 44.086436   47.014996   44.08670361 47.01488808],2,"(4, 2)",[45.54400862 47.01244437 44.08323047 44.08781608 47.01492898],4
2,5,0,0,original qtable,"(3, 2)",[47.01499888 45.54475933 45.54452494 45.54481027 48.5       ],4,"(3, 1)",[45.54479004 44.08787883 44.08522997 -4.91679881 47.01499625],4,"(3, 3)",[48.49999413 47.01490578 47.01495901 47.01499647 50.        ],4,"(2, 2)",[45.54435736 44.086436   47.014996   44.08670361 47.01488808],2,"(4, 2)",[45.54400862 47.01244437 44.08323047 44.08781608 47.01492898],4
2,5,0,1,0,"(2, 3)",[43.73512661 52.2221073  41.077      37.92287482 52.25101712],4,"(2, 2)",[45.25678079 43.98201045 43.9468495  43.95462911 46.57992497],4,"(2, 4)",[44.95677417 43.97994429 46.884109   46.5799248  43.960981  ],2,"(1, 3)",[44.95676352 -5.09293692 46.57992309 43.98213532 43.98153878],2,"(3, 3)",[48.199999   46.8634997  52.         44.23042322 46.8841086 ],2
2,5,0,1,1,"(2, 3)",[46.12789994 45.33001622 47.93       44.9975355  45.33002974],2,"(2, 2)",[45.25678079 43.98201045 43.9468495  43.95462911 46.57992497],4,"(2, 4)",[44.95677417 43.97994429 46.884109   46.5799248  43.960981  ],2,"(1, 3)",[44.95676352 -5.09293692 46.57992309 43.98213532 43.98153878],2,"(3, 3)",[48.199999   46.8634997  52.         44.23042322 46.8841086 ],2
2,5,0,1,2,"(2, 3)",[46.72099993 45.43176823 48.2        45.25678944 45.43178307],2,"(2, 2)",[45.54483976 44.08916756 44.08936056 44.08914976 47.01499997],4,"(2, 4)",[45.54483243 44.08688234 47.01499467 47.0149998  44.08847666],3,"(1, 3)",[45.54482078 -4.91077223 47.01499809 44.08930631 44.08865399],2,"(3, 3)",[48.49999889 47.01499966 50.         44.08935914 47.01499423],2
2,5,0,1,original qtable,"(2, 3)",[47.01499993 45.54482601 48.5        45.54484939 45.54484232],2,"(2, 2)",[45.54483976 44.08916756 44.08936056 44.08914976 47.01499997],4,"(2, 4)",[45.54483243 44.08688234 47.01499467 47.0149998  44.08847666],3,"(1, 3)",[45.54482078 -4.91077223 47.01499809 44.08930631 44.08865399],2,"(3, 3)",[48.49999889 47.01499966 50.         44.08935914 47.01499423],2
2,5,1,0,1,"(4, 2)",[43.4628148  46.3893631  43.71604201 43.6828007  46.60571237],4,"(4, 1)",[42.97101133 45.24748609 42.42272626 -6.69882894 45.0037899 ],1,"(4, 3)",[46.42071584 48.88989989 45.41161934 45.39624069 48.37495411],1,"(3, 2)",[45.89219409 45.12450849 45.30163663 45.21034665 48.9448    ],4,"(5, 2)",[43.49966674 45.11493076 42.45077882 42.51218881 45.4087636 ],4
2,5,1,0,2,"(4, 2)",[43.91892364 46.44563123 43.7938787  43.76865595 46.6924582 ],4,"(4, 1)",[43.50555665 45.43168782 42.52236836 -6.54106013 45.43086617],1,"(4, 3)",[47.01468428 48.49999988 45.53523952 45.54304523 48.49994921],1,"(3, 2)",[46.42099899 45.25670802 45.4314907  45.39042177 48.561     ],4,"(5, 2)",[44.08123952 45.54264398 42.54381996 42.62177119 45.53206648],1
