k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,5,0,0,1,"(3, 2)",[42.06474586 21.95769072 17.63327112 11.83299492 14.47422842],0,"(3, 1)",[4.36641879 4.22676075 0.         0.         0.        ],0,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[14.80814129  4.20884804  0.          0.          4.5075    ],0
2,5,0,0,2,"(3, 2)",[45.35629519 45.01460598 45.187536   45.1868571  44.58511964],0,"(3, 1)",[45.54394983 44.04688014 44.0894015  -4.92045049 47.01493465],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485    46.3783575  43.9072221  44.0894015  46.34652537],1
2,5,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.54485    45.54402642 48.5       ],4,"(3, 1)",[45.54394983 44.0894015  44.0894015  -4.92045049 47.01493465],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485   47.015     44.0894015 44.0894015 47.015    ],1
2,5,0,1,1,"(2, 3)",[42.04875534 17.49183189 19.72115656 19.72115656 20.45028599],0,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[17.8730888   0.          0.          4.20889505  0.        ],0,"(1, 3)",[14.68936286  0.          4.20889505  0.          0.        ],0,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
2,5,0,1,2,"(2, 3)",[45.0411171  45.35679    44.85774844 45.10578792 45.18561707],1,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.54484997 43.90722007 46.99480073 46.679925   43.90722193],2,"(1, 3)",[45.54484994 -4.91059892 46.01479275 43.95183023 44.08940083],2,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
2,5,0,1,original qtable,"(2, 3)",[47.015   45.54485 48.5     45.54485 45.54485],2,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.54484997 44.08939924 46.99480073 47.015      44.08940131],3,"(1, 3)",[45.54484994 -4.91059892 47.015      44.08936102 44.08940083],2,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
2,5,1,0,1,"(3, 2)",[35.77606309 18.67618512  2.29672384  0.78599366 21.92942374],0,"(3, 1)",[0.99742885 0.         4.22676075 0.29003456 0.        ],2,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[0.         0.         8.03084542 0.         0.        ],2
2,5,1,0,2,"(3, 2)",[38.73525649 23.42631276 16.30223801 10.96450522 14.47422842],0,"(3, 1)",[4.00274695 4.10562695 0.         0.30154227 0.        ],1,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[13.77686341  5.02909556  0.          0.          6.0683034 ],0
2,5,1,0,original qtable,"(3, 2)",[42.06474586 21.95769072 17.63327112 11.83299492 14.47422842],0,"(3, 1)",[4.36641879 4.22676075 0.         0.         0.        ],0,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[14.80814129  4.20884804  0.          0.          4.5075    ],0
2,5,1,1,1,"(2, 3)",[32.71880608  8.43780224 13.42846976 17.10745599  5.18907219],0,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[0.         4.22676075 0.         0.         0.        ],1,"(1, 3)",[9.6619343 2.46143   0.        0.        0.       ],0,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
