k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,5,0,0,1,"(3, 2)",[45.35629519 45.27349061 45.187536   45.35604257 45.47843612],4,"(3, 1)",[45.54394983 44.0894015  44.0894015  -4.92045049 46.59656679],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485   46.7884625 44.0894015 44.0894015 47.015    ],4
1,5,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.54485    45.54402642 48.5       ],4,"(3, 1)",[45.54394983 44.0894015  44.0894015  -4.92045049 47.01493465],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485   47.015     44.0894015 44.0894015 47.015    ],1
1,5,0,1,1,"(2, 3)",[45.37850516 45.35679    45.47843612 45.20435652 45.35679   ],2,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.35678998 44.08939924 46.99480073 47.015      44.08940131],3,"(1, 3)",[45.54484994 -4.91059892 46.7884625  44.08936102 44.08940083],2,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
1,5,0,1,original qtable,"(2, 3)",[47.015   45.54485 48.5     45.54485 45.54485],2,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.54484997 44.08939924 46.99480073 47.015      44.08940131],3,"(1, 3)",[45.54484994 -4.91059892 47.015      44.08936102 44.08940083],2,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
1,5,1,0,1,"(3, 2)",[44.43366954 44.94712316 44.73661743 44.78984115 44.82528872],1,"(3, 1)",[45.54394983 43.9072221  44.0894015  -4.92045049 46.10688681],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485    46.27959295 44.0894015  44.0894015  46.6464    ],4
1,5,1,0,original qtable,"(3, 2)",[45.35629519 45.27349061 45.187536   45.35604257 45.47843612],4,"(3, 1)",[45.54394983 44.0894015  44.0894015  -4.92045049 46.59656679],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485   46.7884625 44.0894015 44.0894015 47.015    ],4
1,5,1,1,1,"(2, 3)",[44.72635457 44.70955205 44.52061042 44.55394307 44.65847764],0,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.35678998 44.08939924 46.80263028 46.52239505 44.08940131],2,"(1, 3)",[45.54484994 -4.91059892 45.43331559 44.08936102 44.08940083],0,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
1,5,1,1,original qtable,"(2, 3)",[45.37850516 45.35679    45.47843612 45.20435652 45.35679   ],2,"(2, 2)",[45.54484997 44.08940105 46.61869878 44.08940097 47.015     ],4,"(2, 4)",[45.35678998 44.08939924 46.99480073 47.015      44.08940131],3,"(1, 3)",[45.54484994 -4.91059892 46.7884625  44.08936102 44.08940083],2,"(3, 3)",[48.5        47.015      50.         46.76188016 46.99740096],2
1,5,2,0,1,"(3, 2)",[44.11150119 43.99360778 44.30931055 44.20511978 44.17865646],2,"(3, 1)",[45.54394983 43.9072221  44.0894015  -4.92045049 45.17137014],0,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485    46.27959295 44.0894015  44.0894015  46.347834  ],4
1,5,2,0,original qtable,"(3, 2)",[44.43366954 44.94712316 44.73661743 44.78984115 44.82528872],1,"(3, 1)",[45.54394983 43.9072221  44.0894015  -4.92045049 46.10688681],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4,"(2, 2)",[45.54485   44.0894015 47.015     44.0894015 47.015    ],2,"(4, 2)",[45.54485    46.27959295 44.0894015  44.0894015  46.6464    ],4
