Step,Agent,Horizon,Chosen_Action,Sample_Q
17,1,6,2,[-65.48846575 -17.48846575 -17.48846575 -31.1553426  -33.26371996]
17,2,1,3,[18.17452545 12.86815068 20.25270156 23.7816485  20.23339032]
17,2,2,3,[17.94761805 12.52128343 20.25670262 23.38599167 20.23524568]
17,2,3,3,[17.70219921 12.38474713 20.26784873 23.32251321 20.2440077 ]
17,2,4,3,[17.658338   12.23849683 20.28683747 23.2599475  20.26034743]
17,2,5,3,[17.60435596 12.19372449 20.3026887  23.30965938 20.27325532]
17,2,6,3,[17.65003016 12.14017715 20.31484431 23.36135594 20.28214056]
17,3,1,2,[43.46564716 45.5        37.99909149 36.71233029 50.        ]
17,3,2,2,[43.23960796 45.5        37.6849253  36.35482753 50.        ]
17,3,3,2,[42.98845329 45.5        37.47595561 36.20815957 50.        ]
17,3,4,2,[42.93161476 45.5        37.25252445 36.05322186 50.        ]
17,3,5,2,[42.86846085 45.5        37.23622024 36.11220959 50.        ]
17,3,6,2,[42.90940094 45.49999999 37.21718763 36.1759326  50.        ]
18,1,1,2,[-67.83896278 -19.83896278 -19.83896278 -31.19715258 -33.15321   ]
18,1,2,2,[-67.73765104 -19.73765104 -19.73765104 -31.22831518 -33.1876897 ]
18,1,3,2,[-67.63583019 -19.63583019 -19.63583019 -31.23633699 -33.18941489]
18,1,4,2,[-67.53349768 -19.53349768 -19.53349768 -31.23041406 -33.18674103]
18,1,5,2,[-67.43065093 -19.43065093 -19.43065093 -31.20798858 -33.17833076]
18,1,6,2,[-67.32728737 -19.32728737 -19.32728737 -31.18966713 -33.17434094]
18,2,1,3,[18.0550161  12.76501198 20.20659136 23.76535743 20.1895804 ]
18,2,2,3,[17.8177303  12.41391766 20.20836948 23.35851402 20.18946841]
18,2,3,3,[17.56214883 12.27303761 20.21841459 23.28206689 20.1974134 ]
18,2,4,3,[17.50856961 12.12218701 20.23775378 23.20459141 20.21441913]
18,2,5,3,[17.44558501 12.07236494 20.25578964 23.23729581 20.22986225]
18,2,6,3,[17.48328879 12.01306082 20.27240505 23.26973782 20.24359684]
18,3,1,2,[43.42271819 45.5        37.95995625 36.56934629 50.        ]
18,3,2,2,[43.1919091  45.5        37.63470727 36.20114458 50.        ]
18,3,3,2,[42.93545455 45.5        37.41267511 36.04316538 50.        ]
18,3,4,2,[42.87272728 45.5        37.17389867 35.87630012 50.        ]
18,3,5,2,[42.80303031 45.5        37.13962037 35.92274671 50.        ]
18,3,6,2,[42.83670035 45.5        37.09959011 35.97332588 50.        ]
19,1,1,2,[-70.12414558 -22.12414558 -22.12414558 -31.15866935 -33.20952116]
19,1,2,2,[-70.03431716 -22.03431716 -22.03431716 -31.18842867 -33.24456203]
19,1,3,2,[-69.94403735 -21.94403735 -21.94403735 -31.19442699 -33.24512079]
19,1,4,2,[-69.85330387 -21.85330387 -21.85330387 -31.18568004 -33.23908036]
19,1,5,2,[-69.76211444 -21.76211444 -21.76211444 -31.15943124 -33.22454856]
19,1,6,2,[-69.67046677 -21.67046677 -21.67046677 -31.13607368 -33.21103327]
19,2,1,3,[18.17717291 12.87285756 20.23761473 23.78052235 20.21608057]
19,2,2,3,[17.95131205 12.5305145  20.24069184 23.37886388 20.216765  ]
19,2,3,3,[17.70766873 12.39930557 20.25142406 23.30958096 20.22483867]
19,2,4,3,[17.66634643 12.25924869 20.27051901 23.24165208 20.24097969]
19,2,5,3,[17.61567271 12.22161106 20.28697558 23.28674727 20.25415411]
19,2,6,3,[17.66539151 12.17623353 20.30017248 23.33495104 20.26370418]
19,3,1,2,[43.36239505 45.5        37.85555267 36.51416128 50.        ]
19,3,2,2,[43.12488339 45.5        37.5185917  36.13611104 50.        ]
19,3,3,2,[42.86098154 45.5        37.28353382 35.96677605 50.        ]
19,3,4,2,[42.78997949 45.5        37.03027058 35.78683438 50.        ]
19,3,5,2,[42.71108832 45.5        36.97988053 35.81824176 50.        ]
19,3,6,2,[42.73454258 45.5        36.92193132 35.8515442  50.        ]
20,1,1,2,[-71.5843085  -23.5843085  -23.5843085  -31.10903907 -33.17886504]
20,1,2,2,[-71.50181759 -23.50181759 -23.50181759 -31.14488083 -33.21471852]
20,1,3,2,[-71.41891215 -23.41891215 -23.41891215 -31.15727744 -33.21646185]
20,1,4,2,[-71.3355901  -23.3355901  -23.3355901  -31.15505598 -33.21210595]
20,1,5,2,[-71.25184934 -23.25184934 -23.25184934 -31.13521297 -33.19990426]
20,1,6,2,[-71.16768778 -23.16768778 -23.16768778 -31.11782642 -33.18952748]
20,2,1,3,[18.01237962 12.69720384 20.19595467 23.80412536 20.18085869]
20,2,2,3,[17.76727717 12.33780244 20.19347166 23.38768602 20.17669835]
20,2,3,3,[17.50412762 12.18781355 20.19989928 23.30065589 20.18126227]
20,2,4,3,[17.44336201 12.02684768 20.21644164 23.21159797 20.19573384]
20,2,5,3,[17.37372098 11.9656525  20.23269834 23.23171719 20.20968968]
20,2,6,3,[17.4054623  11.89341146 20.24877047 23.25057801 20.2232053 ]
20,3,1,2,[43.34039678 45.5        37.82763692 36.51254983 50.        ]
20,3,2,2,[43.10044087 45.5        37.48883965 36.13363181 50.        ]
20,3,3,2,[42.83382319 45.5        37.25188204 35.96325608 50.        ]
20,3,4,2,[42.75980354 45.5        36.99666422 35.782073   50.        ]
20,3,5,2,[42.67755949 45.5        36.94427599 35.81200657 50.        ]
20,3,6,2,[42.69728833 45.5        36.88429947 35.84356646 50.        ]
21,1,1,2,[-72.92520015 -24.92520015 -24.92520015 -30.97525163 -33.21553924]
21,1,2,2,[-72.84944739 -24.84944739 -24.84944739 -31.01003415 -33.23852287]
21,1,3,2,[-72.77331396 -24.77331396 -24.77331396 -31.0243036  -33.22633246]
21,1,4,2,[-72.69679795 -24.69679795 -24.69679795 -31.02734316 -33.20691743]
21,1,5,2,[-72.61989744 -24.61989744 -24.61989744 -31.01661212 -33.17846304]
21,1,6,2,[-72.54261049 -24.54261049 -24.54261049 -31.0126436  -33.1505645 ]
21,2,1,3,[18.25622433 12.91463887 20.32480006 23.86463183 20.30675422]
21,2,2,3,[18.0289257  12.56800196 20.32734318 23.47569678 20.30729225]
21,2,3,3,[17.78232344 12.43225177 20.33612064 23.41931164 20.31384183]
21,2,4,3,[17.73635322 12.28754785 20.35168344 23.36426891 20.32692921]
21,2,5,3,[17.67917986 12.24533091 20.36288011 23.42201409 20.33537541]
21,2,6,3,[17.72039474 12.19564954 20.36895056 23.48236422 20.33838978]
21,3,1,2,[43.30665983 45.5        37.88781026 36.46257242 50.        ]
21,3,2,2,[43.06295537 45.5        37.54591639 36.08103033 50.        ]
21,3,3,2,[42.79217263 45.5        37.30443117 35.9080644  50.        ]
21,3,4,2,[42.71352514 45.5        37.04297495 35.72436493 50.        ]
21,3,5,2,[42.62613905 45.5        36.98231326 35.7519043  50.        ]
21,3,6,2,[42.6401545  45.5        36.91165299 35.78125037 50.        ]
22,1,1,2,[-74.29465133 -26.29465133 -26.29465133 -31.09092626 -33.22407257]
22,1,2,2,[-74.22578023 -26.22578023 -26.22578023 -31.11611343 -33.25993999]
22,1,3,2,[-74.15656304 -26.15656304 -26.15656304 -31.11706707 -33.26128212]
22,1,4,2,[-74.08699803 -26.08699803 -26.08699803 -31.10242145 -33.25605744]
22,1,5,2,[-74.01708345 -26.01708345 -26.01708345 -31.06891312 -33.24246481]
22,1,6,2,[-73.94681754 -25.94681754 -25.94681754 -31.03627547 -33.23011846]
22,2,1,3,[18.16660036 12.93472286 20.27010557 23.79282846 20.24898428]
22,2,2,3,[17.93837207 12.59348118 20.27560008 23.39016314 20.25213198]
22,2,3,3,[17.69233384 12.46295564 20.28925384 23.3186486  20.26317818]
22,2,4,3,[17.64875009 12.32301551 20.31199454 23.24693427 20.28302159]
22,2,5,3,[17.59616862 12.28472977 20.3331069  23.28629826 20.30091472]
22,2,6,3,[17.64462713 12.23767712 20.35233632 23.32636006 20.31656724]
22,3,1,2,[43.3733757  45.5        38.02668728 36.56021728 50.        ]
22,3,2,2,[43.13708411 45.5        37.69681324 36.18301965 50.        ]
22,3,3,2,[42.8745379  45.5        37.46830438 36.01415814 50.        ]
22,3,4,2,[42.80504211 45.5        37.22084524 35.83421605 50.        ]
22,3,5,2,[42.72782456 45.5        37.17526797 35.86503797 50.        ]
22,3,6,2,[42.7531384  45.5        37.12084827 35.89703986 50.        ]
23,1,1,2,[-75.28734386 -27.28734386 -27.28734386 -31.11524064 -33.18732996]
23,1,2,2,[-75.22346117 -27.22346117 -27.22346117 -31.14271045 -33.21622584]
23,1,3,2,[-75.15925746 -27.15925746 -27.15925746 -31.1453766  -33.21097144]
23,1,4,2,[-75.09473111 -27.09473111 -27.09473111 -31.13169454 -33.19952655]
23,1,5,2,[-75.02988052 -27.02988052 -27.02988052 -31.09818527 -33.18007359]
23,1,6,2,[-74.96470404 -26.96470404 -26.96470404 -31.0643232  -33.16219017]
23,2,1,3,[18.12481666 12.81168616 20.2514066  23.78379621 20.23151351]
23,2,2,3,[17.89288755 12.46585215 20.25576526 23.38124066 20.23366183]
23,2,3,3,[17.64279238 12.33112751 20.26821205 23.30920432 20.24365268]
23,2,4,3,[17.59483954 12.18751093 20.28975029 23.23617677 20.2624621 ]
23,2,5,3,[17.53764492 12.14621394 20.30976797 23.27325389 20.27944776]
23,2,6,3,[17.58128122 12.0969764  20.32808461 23.31044019 20.29439549]
23,3,1,2,[43.47056709 45.5        38.22282978 36.62747996 50.        ]
23,3,2,2,[43.24507455 45.5        37.90746627 36.26613703 50.        ]
23,3,3,2,[42.99452727 45.5        37.69427099 36.11582309 50.        ]
23,3,4,2,[42.93836364 45.5        37.4629278  35.9575241  50.        ]
23,3,5,2,[42.8759596  45.5        37.43425809 36.01354357 50.        ]
23,3,6,2,[42.91773289 45.5        37.39751451 36.07482016 50.        ]
24,1,1,2,[-76.44220907 -28.44220907 -28.44220907 -31.1373305  -33.26420121]
24,1,2,2,[-76.38412972 -28.38412972 -28.38412972 -31.16789726 -33.2973957 ]
24,1,3,2,[-76.32575851 -28.32575851 -28.32575851 -31.17530042 -33.29580052]
24,1,4,2,[-76.26709398 -28.26709398 -28.26709398 -31.16852397 -33.28727162]
24,1,5,2,[-76.20813466 -28.20813466 -28.20813466 -31.14474777 -33.26988329]
24,1,6,2,[-76.14887905 -28.14887905 -28.14887905 -31.12426253 -33.25310122]
24,2,1,3,[18.14565591 12.77300571 20.25991126 23.78234018 20.2416225 ]
24,2,2,3,[17.91555939 12.42545156 20.264732   23.38581536 20.24441115]
24,2,3,3,[17.66670338 12.28923716 20.27689517 23.32132998 20.25431645]
24,2,4,3,[17.61914108 12.14453776 20.29713196 23.25764647 20.27204448]
24,2,5,3,[17.56117155 12.10280129 20.31449475 23.30617558 20.28661978]
24,2,6,3,[17.60253964 12.0540725  20.3284543  23.35669345 20.29748211]
24,3,1,2,[43.44593462 45.5        38.11568862 36.62985064 50.        ]
24,3,2,2,[43.21770513 45.5        37.80533724 36.26357452 50.        ]
24,3,3,2,[42.96411681 45.5        37.59959062 36.10720185 50.        ]
24,3,4,2,[42.90457424 45.5        37.37861221 35.94152939 50.        ]
24,3,5,2,[42.83841582 45.5        37.36377944 35.98864327 50.        ]
24,3,6,2,[42.87601758 45.5        37.34498863 36.03923272 50.        ]
25,1,1,2,[-77.38629025 -29.38629025 -29.38629025 -31.23348488 -33.25008424]
25,1,2,2,[-77.33295503 -29.33295503 -29.33295503 -31.2622125  -33.28246152]
25,1,3,2,[-77.27935179 -29.27935179 -29.27935179 -31.26622804 -33.27926829]
25,1,4,2,[-77.22547918 -29.22547918 -29.22547918 -31.25429043 -33.26824225]
25,1,5,2,[-77.17133586 -29.17133586 -29.17133586 -31.22333466 -33.24733472]
25,1,6,2,[-77.11692047 -29.11692047 -29.11692047 -31.19338555 -33.22588502]
25,2,1,3,[18.04164066 12.68156782 20.21005479 23.70803437 20.1931672 ]
25,2,2,3,[17.8077414  12.32610844 20.21709043 23.31235161 20.19832644]
25,2,3,3,[17.55457309 12.18055163 20.23162757 23.24869072 20.2107787 ]
25,2,4,3,[17.50214159 12.02485904 20.25442435 23.18574375 20.23125893]
25,2,5,3,[17.43916452 11.9701846  20.27503425 23.23045814 20.2492949 ]
25,2,6,3,[17.47537241 11.90623399 20.29300544 23.2771511  20.26440616]
25,3,1,2,[43.33890357 45.5        37.81441697 36.53302611 50.        ]
25,3,2,2,[43.09878174 45.5        37.47492776 36.15352035 50.        ]
25,3,3,2,[42.83197971 45.5        37.23728764 35.98217348 50.        ]
25,3,4,2,[42.75775524 45.5        36.98140741 35.79955792 50.        ]
25,3,5,2,[42.67528359 45.5        36.92838974 35.82750714 50.        ]
25,3,6,2,[42.69475955 45.5        36.86783226 35.85642583 50.        ]
26,1,1,2,[-78.44673329 -30.44673329 -30.44673329 -31.19580424 -33.17674691]
26,1,2,2,[-78.39872693 -30.39872693 -30.39872693 -31.23783923 -33.21031721]
26,1,3,2,[-78.35047933 -30.35047933 -30.35047933 -31.25580957 -33.21030809]
26,1,4,2,[-78.30198927 -30.30198927 -30.30198927 -31.25805631 -33.20485811]
26,1,5,2,[-78.25325555 -30.25325555 -30.25325555 -31.24093546 -33.19236274]
26,1,6,2,[-78.20427693 -30.20427693 -30.20427693 -31.22369244 -33.18264926]
26,2,1,3,[18.17563344 12.80766868 20.24035547 23.79129892 20.22156236]
26,2,2,3,[17.94822415 12.46638023 20.24235974 23.39191271 20.2214785 ]
26,2,3,3,[17.70265771 12.33743184 20.25169725 23.32454962 20.22849587]
26,2,4,3,[17.65905451 12.20111161 20.26909844 23.25798583 20.24331913]
26,2,5,3,[17.60578786 12.16899305 20.28361445 23.30363615 20.25497077]
26,2,6,3,[17.65268621 12.13126057 20.29471576 23.35126603 20.26288945]
26,3,1,2,[43.34981492 45.5        37.90119207 36.52526812 50.        ]
26,3,2,2,[43.11090547 45.5        37.56506638 36.14579296 50.        ]
26,3,3,2,[42.84545052 45.5        37.33046595 35.97457926 50.        ]
26,3,4,2,[42.77272281 45.5        37.07718806 35.79222186 50.        ]
26,3,5,2,[42.69191423 45.5        37.02620069 35.82058036 50.        ]
26,3,6,2,[42.71323803 45.5        36.9669422  35.85008987 50.        ]
27,1,1,2,[-79.00442619 -31.00442619 -31.00442619 -31.12943745 -33.20162656]
27,1,2,2,[-78.9592223  -30.9592223  -30.9592223  -31.15494765 -33.22906133]
27,1,3,2,[-78.91379126 -30.91379126 -30.91379126 -31.1559676  -33.22186975]
27,1,4,2,[-78.86813192 -30.86813192 -30.86813192 -31.14117938 -33.20819575]
27,1,5,2,[-78.82224313 -30.82224313 -30.82224313 -31.1073989  -33.18647421]
27,1,6,2,[-78.77612375 -30.77612375 -30.77612375 -31.07447916 -33.16661396]
27,2,1,2,[18.05857374 12.68525113 20.22096577 23.73940353 20.20272807]
27,2,2,2,[17.82402771 12.33195382 20.22668552 23.33630319 20.20642141]
27,2,3,2,[17.57099654 12.18917057 20.24061634 23.26453497 20.21810065]
27,2,4,2,[17.5196502  12.03687381 20.26367219 23.19275117 20.23865477]
27,2,5,2,[17.45843188 11.98626313 20.28512299 23.23222639 20.25732584]
27,2,6,2,[17.49726434 11.92707994 20.3046989  23.27256817 20.27381319]
27,3,1,2,[43.38137242 45.5        37.94550879 36.59860993 50.        ]
27,3,2,2,[43.14596936 45.5        37.6190235  36.22876141 50.        ]
27,3,3,2,[42.8844104  45.5        37.39565865 36.06840817 50.        ]
27,3,4,2,[42.81601155 45.5        37.15544701 35.89830036 50.        ]
27,3,5,2,[42.74001284 45.5        37.11962464 35.94047219 50.        ]
27,3,6,2,[42.76668093 45.5        37.077935   35.98555504 50.        ]
28,1,1,2,[-79.55794236 -31.55794236 -31.55794236 -31.29331835 -33.19851743]
28,1,2,2,[-79.53580617 -31.53580617 -31.53580617 -31.32333484 -33.23592878]
28,1,3,2,[-79.51058903 -31.51058903 -31.51058903 -31.32922149 -33.23930728]
28,1,4,2,[-79.48355319 -31.48355319 -31.48355319 -31.3199069  -33.23673224]
28,1,5,2,[-79.45640223 -31.45640223 -31.45640223 -31.29253873 -33.22654978]
28,1,6,2,[-79.42888723 -31.42888723 -31.42888723 -31.26740765 -33.21855165]
28,2,1,2,[17.92175322 12.60633591 20.12361655 23.67656595 20.10625147]
28,2,2,2,[17.67981982 12.24817916 20.12633463 23.26226717 20.1070401 ]
28,2,3,2,[17.41986809 12.09947006 20.13821788 23.17830041 20.11677951]
28,2,4,2,[17.36222347 11.93985717 20.16038989 23.09333657 20.13656949]
28,2,5,2,[17.2954967  11.88014704 20.18234829 23.11869928 20.15588117]
28,2,6,2,[17.32976412 11.80961094 20.20404366 23.1443052  20.17463576]
28,3,1,2,[43.33105431 45.5        37.8606097  36.48353743 50.        ]
28,3,2,2,[43.09006034 45.5        37.51953376 36.10231391 50.        ]
28,3,3,2,[42.82228927 45.5        37.27938402 35.92947852 50.        ]
28,3,4,2,[42.74698808 45.5        37.01988579 35.74567584 50.        ]
28,3,5,2,[42.66332009 45.5        36.96192641 35.77282467 50.        ]
28,3,6,2,[42.68146677 45.5        36.89485402 35.80143034 50.        ]
29,1,1,2,[-79.65601372 -31.65601372 -31.65601372 -31.2626654  -33.17479236]
29,1,2,2,[-79.64793426 -31.64793426 -31.64793426 -31.29339875 -33.20643792]
29,1,3,2,[-79.63830927 -31.63830927 -31.63830927 -31.299536   -33.20297044]
29,1,4,2,[-79.62865179 -31.62865179 -31.62865179 -31.28971218 -33.19214292]
29,1,5,2,[-79.62098603 -31.62098603 -31.62098603 -31.26067752 -33.17190179]
29,1,6,2,[-79.61547525 -31.61547525 -31.61547525 -31.23219275 -33.15155662]
29,2,1,2,[18.09455399 12.81818517 20.20632472 23.80635475 20.18938193]
29,2,2,2,[17.85728072 12.46620547 20.20369265 23.40001408 20.18486732]
29,2,3,2,[17.60167078 12.3240537  20.20879514 23.32396865 20.18787811]
29,2,4,2,[17.5480299  12.17147327 20.22261253 23.24677753 20.19937138]
29,2,5,2,[17.48496123 12.11937882 20.23449748 23.27962945 20.20867398]
29,2,6,2,[17.52255803 12.05716199 20.24426497 23.31220006 20.2155722 ]
29,3,1,2,[43.36249644 45.5        37.98930492 36.5953678  50.        ]
29,3,2,2,[43.12499604 45.5        37.65896131 36.22156465 50.        ]
29,3,3,2,[42.86110671 45.5        37.43034004 36.05641799 50.        ]
29,3,4,2,[42.79011857 45.5        37.18321082 35.8805404  50.        ]
29,3,5,2,[42.71124286 45.5        37.13850549 35.91580832 50.        ]
29,3,6,2,[42.73471428 45.5        37.08561611 35.95267231 50.        ]
30,1,1,2,[-79.63556067 -31.63556067 -31.63556067 -31.17854916 -33.16547319]
30,1,2,2,[-79.63370689 -31.63370689 -31.63370689 -31.21288916 -33.18655345]
30,1,3,2,[-79.63039698 -31.63039698 -31.63039698 -31.22473267 -33.17254358]
30,1,4,2,[-79.62686642 -31.62686642 -31.62686642 -31.22333893 -33.15136732]
30,1,5,2,[-79.62474962 -31.62474962 -31.62474962 -31.20622907 -33.12118412]
30,1,6,2,[-79.62367674 -31.62367674 -31.62367674 -31.19411119 -33.09156777]
30,2,1,2,[18.09634597 12.7660958  20.23912752 23.83029888 20.22130158]
30,2,2,2,[17.85723313 12.4167097  20.23810152 23.41932796 20.21829492]
30,2,3,2,[17.60014226 12.27852671 20.24555158 23.33794837 20.22354425]
30,2,4,2,[17.54550208 12.13149564 20.26262356 23.25463558 20.23817096]
30,2,5,2,[17.48206269 12.08675529 20.27886433 23.28048065 20.25169478]
30,2,6,2,[17.5201077  12.03393904 20.29433174 23.30490272 20.26414336]
30,3,1,2,[43.38372233 45.5        37.92936255 36.52137991 50.        ]
30,3,2,2,[43.14858037 45.5        37.60165284 36.14883741 50.        ]
30,3,3,2,[42.88731152 45.5        37.37699082 35.98614498 50.        ]
30,3,4,2,[42.81923502 45.5        37.13540819 35.81416487 50.        ]
30,3,5,2,[42.74359447 45.5        37.09814065 35.85506394 50.        ]
30,3,6,2,[42.77066052 45.5        37.05493207 35.89962991 50.        ]
31,1,1,2,[-79.55260666 -31.55260666 -31.55260666 -31.19887382 -33.30982086]
31,1,2,2,[-79.54126742 -31.54126742 -31.54126742 -31.21543139 -33.34227461]
31,1,3,2,[-79.52970957 -31.52970957 -31.52970957 -31.2055664  -33.33991833]
31,1,4,2,[-79.51979713 -31.51979713 -31.51979713 -31.17781216 -33.33068923]
31,1,5,2,[-79.51395158 -31.51395158 -31.51395158 -31.1288496  -33.3127677 ]
31,1,6,2,[-79.5127798  -31.5127798  -31.5127798  -31.07841847 -33.2957552 ]
31,2,1,2,[17.92671512 12.67312793 20.12684038 23.6674283  20.10798536]
31,2,2,2,[17.68595202 12.31604065 20.13053564 23.25640311 20.10958563]
31,2,3,2,[17.42705804 12.16777433 20.14326207 23.17473458 20.11998427]
31,2,4,2,[17.37049639 12.00783484 20.16627864 23.09064515 20.14041443]
31,2,5,2,[17.30508964 11.94683998 20.18929214 23.11490227 20.16055413]
31,2,6,2,[17.34121295 11.87381101 20.21254906 23.13682091 20.18061793]
31,3,1,2,[43.47348929 45.5        38.08044736 36.63868031 50.        ]
31,3,2,2,[43.24832143 45.5        37.76569642 36.27567669 50.        ]
31,3,3,2,[42.99813492 45.5        37.55500765 36.12319473 50.        ]
31,3,4,2,[42.94237214 45.5        37.32847821 35.96212818 50.        ]
31,3,5,2,[42.88041349 45.5        37.30741128 36.01467406 50.        ]
31,3,6,2,[42.92268165 45.5        37.28161985 36.07164831 50.        ]
32,1,1,2,[-79.66202252 -31.66202252 -31.66202252 -31.26457309 -33.24825207]
32,1,2,2,[-79.65398359 -31.65398359 -31.65398359 -31.29933993 -33.28273517]
32,1,3,2,[-79.64389747 -31.64389747 -31.64389747 -31.31027224 -33.28255129]
32,1,4,2,[-79.63312964 -31.63312964 -31.63312964 -31.30611361 -33.27566479]
32,1,5,2,[-79.62352635 -31.62352635 -31.62352635 -31.28374661 -33.26028606]
32,1,6,2,[-79.61503589 -31.61503589 -31.61503589 -31.26309524 -33.24604787]
32,2,1,2,[18.08846166 12.75438175 20.19987454 23.77706679 20.1836967 ]
32,2,2,2,[17.85301938 12.40671347 20.19903369 23.37625494 20.18105832]
32,2,3,2,[17.59874623 12.27042782 20.20542881 23.30681861 20.18545617]
32,2,4,2,[17.54576795 12.12564734 20.2198597  23.23742187 20.19766788]
32,2,5,2,[17.48247641 12.0837452  20.23146724 23.27935984 20.20680966]
32,2,6,2,[17.51873392 12.03466361 20.23983484 23.3222724  20.21243753]
32,3,1,2,[43.35540397 45.5        37.98879745 36.5011225  50.        ]
32,3,2,2,[43.11711552 45.5        37.65671442 36.12491696 50.        ]
32,3,3,2,[42.85235058 45.5        37.42597347 35.95799758 50.        ]
32,3,4,2,[42.78038953 45.5        37.17628127 35.78114651 50.        ]
32,3,5,2,[42.70043281 45.5        37.1284973  35.81643969 50.        ]
32,3,6,2,[42.72270312 45.5        37.0719307  35.85456163 50.        ]
33,1,1,2,[-79.66078007 -31.66078007 -31.66078007 -31.23229686 -33.25311204]
33,1,2,2,[-79.65630049 -31.65630049 -31.65630049 -31.26431191 -33.28557811]
33,1,3,2,[-79.65038886 -31.65038886 -31.65038886 -31.27316332 -33.28342372]
33,1,4,2,[-79.64440373 -31.64440373 -31.64440373 -31.26763692 -33.27467179]
33,1,5,2,[-79.64018325 -31.64018325 -31.64018325 -31.24461893 -33.25760151]
33,1,6,2,[-79.63767203 -31.63767203 -31.63767203 -31.22398338 -33.24192431]
33,2,1,2,[18.06836659 12.72393024 20.1798096  23.66693846 20.15664971]
33,2,2,2,[17.84242662 12.37967137 20.18847441 23.26508034 20.16274119]
33,2,3,2,[17.5987212  12.24668901 20.20544097 23.19555302 20.17684851]
33,2,4,2,[17.55736844 12.10505229 20.23150152 23.12725896 20.19973212]
33,2,5,2,[17.50672171 12.06608692 20.25575846 23.17177792 20.22045913]
33,2,6,2,[17.55656474 12.01969932 20.27771668 23.21908892 20.2384952 ]
33,3,1,2,[43.33945239 45.5        37.88737443 36.5650968  50.        ]
33,3,2,2,[43.09939155 45.5        37.55337516 36.18710243 50.        ]
33,3,3,2,[42.83265727 45.5        37.32154427 36.01720689 50.        ]
33,3,4,2,[42.75850808 45.5        37.07179572 35.83595058 50.        ]
33,3,5,2,[42.67612009 45.5        37.02523212 35.86512858 50.        ]
33,3,6,2,[42.69568899 45.5        36.97144703 35.89509983 50.        ]
34,1,1,2,[-79.6306245  -31.6306245  -31.6306245  -31.20927494 -33.20882354]
34,1,2,2,[-79.62551533 -31.62551533 -31.62551533 -31.2385338  -33.24181285]
34,1,3,2,[-79.61924541 -31.61924541 -31.61924541 -31.24415214 -33.24080875]
34,1,4,2,[-79.61323903 -31.61323903 -31.61323903 -31.23505561 -33.23380089]
34,1,5,2,[-79.60938328 -31.60938328 -31.60938328 -31.20835871 -33.21900929]
34,1,6,2,[-79.6076409  -31.6076409  -31.6076409  -31.18427863 -33.2060573 ]
34,2,1,2,[17.86411707 12.57048421 20.07642775 23.69295773 20.06377345]
34,2,2,2,[17.61426897 12.21457817 20.07239194 23.27657896 20.0583316 ]
34,2,3,2,[17.34591646 12.06923274 20.0771642  23.18888588 20.06154161]
34,2,4,2,[17.27954958 11.91419918 20.09204708 23.09812454 20.07468864]
34,2,5,2,[17.20401539 11.86041936 20.10679038 23.11511295 20.08750323]
34,2,6,2,[17.22973936 11.79727705 20.12171157 23.12894704 20.1002814 ]
34,3,1,2,[43.3498973  45.5        37.86122456 36.62628955 50.        ]
34,3,2,2,[43.110997   45.5        37.52475263 36.25051724 50.        ]
34,3,3,2,[42.84555222 45.5        37.29022245 36.08258207 50.        ]
34,3,4,2,[42.7728358  45.5        37.03752811 35.90293888 50.        ]
34,3,5,2,[42.69203978 45.5        36.9877508  35.93328138 50.        ]
34,3,6,2,[42.71337753 45.5        36.93046091 35.96384888 50.        ]
35,1,1,2,[-79.6885811  -31.6885811  -31.6885811  -31.27406569 -33.23899405]
35,1,2,2,[-79.68210235 -31.68210235 -31.68210235 -31.3125156  -33.27390486]
35,1,3,2,[-79.67335318 -31.67335318 -31.67335318 -31.32720517 -33.27453393]
35,1,4,2,[-79.66366553 -31.66366553 -31.66366553 -31.32688629 -33.26868311]
35,1,5,2,[-79.65484547 -31.65484547 -31.65484547 -31.3084696  -33.25431889]
35,1,6,2,[-79.64679069 -31.64679069 -31.64679069 -31.29193524 -33.24072797]
35,2,1,2,[18.00351269 12.61325932 20.19342452 23.8028135  20.18246261]
35,2,2,2,[17.75632129 12.25181339 20.18955666 23.39814236 20.17737676]
35,2,3,2,[17.48958226 12.10061239 20.19317712 23.32312901 20.1796439 ]
35,2,4,2,[17.42356725 11.93961014 20.2053393  23.24601835 20.19030239]
35,2,5,2,[17.34688338 11.87995831 20.215519   23.27760217 20.19881132]
35,2,6,2,[17.36969578 11.81130833 20.22373535 23.30691766 20.20517127]
35,3,1,2,[43.49060678 45.5        38.05323336 36.75730382 50.        ]
35,3,2,2,[43.26734087 45.5        37.7406384  36.40224551 50.        ]
35,3,3,2,[43.01926763 45.5        37.53292069 36.25801001 50.        ]
35,3,4,2,[42.96585292 45.5        37.31033191 36.10545987 50.        ]
35,3,5,2,[42.90650324 45.5        37.294354   36.16675033 50.        ]
35,3,6,2,[42.95167027 45.5        37.27500653 36.23264286 50.        ]
36,1,1,2,[-79.65461935 -31.65461935 -31.65461935 -31.14552896 -33.28404503]
36,1,2,2,[-79.65773901 -31.65773901 -31.65773901 -31.18583408 -33.31170012]
36,1,3,2,[-79.65934789 -31.65934789 -31.65934789 -31.2034306  -33.30485259]
36,1,4,2,[-79.66074146 -31.66074146 -31.66074146 -31.20716395 -33.29164929]
36,1,5,2,[-79.66367639 -31.66367639 -31.66367639 -31.19402857 -33.27051157]
