config_idx,config_str,handle_deadlocks,check_safety,deadlock_protocole,with_stay,avg_steps,std_steps,success_rate,success_count,failure_count,deadlock_count,timeout_count
0,"handle_deadlocks=False, check_safety=True, deadlock_protocole=Q, with_stay=False",False,True,Q,False,12.0,2.1026299321513875,0.76,19,0,6,0
1,"handle_deadlocks=False, check_safety=False, deadlock_protocole=Q, with_stay=False",False,False,Q,False,12.266666666666667,2.0805982045769644,0.6,15,0,10,0
