config_idx,config_str,handle_deadlocks,check_safety,deadlock_protocole,with_stay,avg_steps,std_steps,success_rate,success_count,failure_count,deadlock_count,timeout_count
0,"handle_deadlocks=False, check_safety=True, deadlock_protocole=Q, with_stay=False",False,True,Q,False,12.333333333333334,0.9428090415820634,0.12,3,0,22,0
1,"handle_deadlocks=False, check_safety=False, deadlock_protocole=Q, with_stay=False",False,False,Q,False,12.8,0.39999999999999997,0.2,5,0,20,0
