experiment,video_name,step,agent,horizon,state,qvalues,best_action,use_figures,handle_deadlocks,check_safety,init_mode,temporal_init_mode,deadlock_init_mode,deadlock_protocole,with_stay
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,3,"(np.int64(0), np.int64(1))","[-468.31016498984263, -6.101666049759735, -8.648275251635884, -481.86092794412724, -465.42019574555263]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,3,"(np.int64(1), np.int64(2))","[-7.725530557207971, -483.5714671735779, -6.793465209300985, -8.648275251635884, -7.746363922328527]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,3,"(np.int64(2), np.int64(1))","[-7.725530557207971, -8.648275251635884, -7.713698766224116, -471.071658362779, -6.793465209300985]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,3,"(np.int64(1), np.int64(0))","[-494.5376127469437, -505.31540851510914, -496.17193488351677, -2.2967750599430463, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,3,"(1, 1)","[-8.648275251635884, -493.9326226039791, -7.725530557207971, -491.07267694604315, -7.725530557207971]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,2,"(np.int64(0), np.int64(1))","[-506.04064938926183, -1.0000000000000333, -8.648275251635884, -506.53258704761527, -502.72310429165475]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,2,"(np.int64(1), np.int64(2))","[-7.725530557207971, -502.72310429165475, -6.793465209300985, -8.648275251635884, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,2,"(np.int64(2), np.int64(1))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -504.61349053831407, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,2,"(np.int64(1), np.int64(0))","[-502.2738073093434, -506.53258704761527, -504.61349053831407, -1.0000000000000333, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,2,"(1, 1)","[-8.648275251635884, -506.04064938926183, -7.725530557207971, -502.2738073093434, -7.725530557207971]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,1,"(np.int64(0), np.int64(1))","[-500.9899887772478, -1.0000014601278224, -8.648275251635884, -500.9899900307062, -500.9899887540753]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,1,"(np.int64(1), np.int64(2))","[-7.725530557207971, -500.9899887540753, -6.793465209300985, -8.648275251635884, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,1,"(np.int64(2), np.int64(1))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -500.9899887540753, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,1,"(np.int64(1), np.int64(0))","[-500.9899887772478, -500.9899900307062, -500.9899887540753, -1.0000014601278224, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,1,"(1, 1)","[-8.648275251635884, -500.9899887772478, -7.725530557207971, -500.9899887772478, -7.725530557207971]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,4,"(np.int64(0), np.int64(1))","[-58.56179249911949, -58.56179249911949, -8.648275251635884, -107.97617457412824, -57.648275251635866]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,4,"(np.int64(1), np.int64(2))","[-7.725530557207971, -57.648275251635866, -6.793465209300985, -8.648275251635884, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,4,"(np.int64(2), np.int64(1))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -57.648275251635866, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,4,"(np.int64(1), np.int64(0))","[-58.56179249911949, -107.97617457412824, -57.648275251635866, -58.56179249911949, -8.648275251635884]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,0,4,"(1, 1)","[-8.648275251635884, -58.56179249911949, -7.725530557207971, -58.56179249911949, -7.725530557207971]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,3,"(np.int64(1), np.int64(7))","[-447.77346520383486, -463.6900351096496, -445.32464525375025, -8.648275251635884, -8.775744626977191]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,3,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -7.728854390408722, -6.793465209300985, -476.5918977381642]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,3,"(np.int64(1), np.int64(5))","[-7.725530557207971, -496.5451132896146, -6.793465209300985, -7.77093680975605, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,3,"(1, 6)","[-8.648275251635884, -479.35504452724274, -7.725530557207971, -7.725530557207971, -482.3944108477515]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,3,"(np.int64(0), np.int64(6))","[-485.41201057708616, -3.7112345071503627, -8.648275251635884, -485.4090336511165, -509.3437055700326]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,2,"(np.int64(1), np.int64(7))","[-508.5617924991193, -507.8327000587843, -503.12963492796894, -8.648275251635884, -1.0000000000000333]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,2,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -503.12963492796894]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,2,"(np.int64(1), np.int64(5))","[-7.725530557207971, -503.6315246024309, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,2,"(1, 6)","[-8.648275251635884, -503.67412216207856, -7.725530557207971, -7.725530557207971, -508.5617924991193]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,2,"(np.int64(0), np.int64(6))","[-503.67412216207856, -1.0000000000000333, -8.648275251635884, -503.6315246024309, -507.8327000587843]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,1,"(np.int64(1), np.int64(7))","[-500.9899887772478, -500.9899900307062, -500.9899887540753, -8.648275251635884, -1.0000014601278224]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,1,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -500.9899887540753]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,1,"(np.int64(1), np.int64(5))","[-7.725530557207971, -500.9899887540753, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,1,"(1, 6)","[-8.648275251635884, -500.9899887772478, -7.725530557207971, -7.725530557207971, -500.9899887772478]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,1,"(np.int64(0), np.int64(6))","[-500.9899887772478, -1.0000014601278224, -8.648275251635884, -500.9899887540753, -500.9899900307062]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,4,"(np.int64(1), np.int64(7))","[-58.56179249911949, -107.97617457412824, -57.648275251635866, -8.648275251635884, -58.56179249911949]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,4,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -57.648275251635866]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,4,"(np.int64(1), np.int64(5))","[-7.725530557207971, -57.648275251635866, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,4,"(1, 6)","[-8.648275251635884, -58.56179249911949, -7.725530557207971, -7.725530557207971, -58.56179249911949]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,1,4,"(np.int64(0), np.int64(6))","[-58.56179249911949, -58.56179249911949, -8.648275251635884, -57.648275251635866, -107.97617457412824]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,3,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -485.2951561641064, -8.648275251635884, -7.751074051025773]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,3,"(np.int64(7), np.int64(1))","[-492.6718793009336, -8.648275251635884, -2.600956864127218, -509.63295271074895, -492.3018946882505]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,3,"(np.int64(6), np.int64(0))","[-481.02152961174454, -479.4094836179399, -495.8628098230066, -4.3472030952473615, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,3,"(6, 1)","[-8.648275251635884, -7.725530557207971, -488.3656440906883, -489.55178200106747, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,3,"(np.int64(5), np.int64(1))","[-7.725530557207971, -7.5392786264680876, -8.648275251635884, -392.40384256457946, -6.793465209300985]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,2,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -502.1270897257547, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,2,"(np.int64(7), np.int64(1))","[-502.5749472954857, -8.648275251635884, -1.0000000000000333, -511.4193553708038, -502.1270897257547]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,2,"(np.int64(6), np.int64(0))","[-504.30373106429465, -502.3938144762403, -511.4193553708038, -1.0000000000000333, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,2,"(6, 1)","[-8.648275251635884, -7.725530557207971, -502.5749472954857, -504.30373106429465, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,2,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -502.3938144762403, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,1,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -500.9899887540753, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,1,"(np.int64(7), np.int64(1))","[-500.9899887772478, -8.648275251635884, -1.0000014601278224, -500.9899900307062, -500.9899887540753]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,1,"(np.int64(6), np.int64(0))","[-500.9899887772478, -500.9899887540753, -500.9899900307062, -1.0000014601278224, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,1,"(6, 1)","[-8.648275251635884, -7.725530557207971, -500.9899887772478, -500.9899887772478, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,1,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -500.9899887540753, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,4,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -57.648275251635866, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,4,"(np.int64(7), np.int64(1))","[-58.56179249911949, -8.648275251635884, -58.56179249911949, -107.97617457412824, -57.648275251635866]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,4,"(np.int64(6), np.int64(0))","[-58.56179249911949, -57.648275251635866, -107.97617457412824, -58.56179249911949, -8.648275251635884]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,4,"(6, 1)","[-8.648275251635884, -7.725530557207971, -58.56179249911949, -58.56179249911949, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,2,4,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -57.648275251635866, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,3,"(np.int64(6), np.int64(7))","[-487.23822173558546, -486.4322989070918, -504.5230396384729, -8.648275251635884, -3.4401110564353266]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,3,"(np.int64(7), np.int64(6))","[-485.41201057708616, -8.648275251635884, -3.7112345071503627, -486.45269611402773, -500.91854226166583]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,3,"(np.int64(5), np.int64(6))","[-7.725530557207971, -7.7847372457329005, -8.648275251635884, -6.793465209300985, -500.38319485335046]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,3,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -475.3428658055025, -7.7216754105318035, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,3,"(6, 6)","[-8.648275251635884, -7.725530557207971, -470.7256138812524, -7.725530557207971, -470.0235709205262]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,2,"(np.int64(6), np.int64(7))","[-503.40570994587074, -501.818938410075, -506.53258704761527, -8.648275251635884, -1.0000000000000333]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,2,"(np.int64(7), np.int64(6))","[-503.67412216207856, -8.648275251635884, -1.0000000000000333, -507.6482752516356, -506.53258704761527]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,2,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -501.818938410075]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,2,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -507.6482752516356, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,2,"(6, 6)","[-8.648275251635884, -7.725530557207971, -503.67412216207856, -7.725530557207971, -503.40570994587074]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,1,"(np.int64(6), np.int64(7))","[-500.9899887772478, -500.9899887540753, -500.9899900307062, -8.648275251635884, -1.0000014601278224]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,1,"(np.int64(7), np.int64(6))","[-500.9899887772478, -8.648275251635884, -1.0000014601278224, -500.9899887540753, -500.9899900307062]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,1,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -500.9899887540753]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,1,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -500.9899887540753, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,1,"(6, 6)","[-8.648275251635884, -7.725530557207971, -500.9899887772478, -7.725530557207971, -500.9899887772478]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,4,"(np.int64(6), np.int64(7))","[-58.56179249911949, -57.648275251635866, -107.97617457412824, -8.648275251635884, -58.56179249911949]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,4,"(np.int64(7), np.int64(6))","[-58.56179249911949, -8.648275251635884, -58.56179249911949, -57.648275251635866, -107.97617457412824]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,4,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -57.648275251635866]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,4,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -57.648275251635866, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,0,3,4,"(6, 6)","[-8.648275251635884, -7.725530557207971, -58.56179249911949, -7.725530557207971, -58.56179249911949]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,3,"(2, 1)","[-9.062761898982483, -8.648275251635884, -8.44158341450699, -500.9899998563922, -7.432325503368607]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,3,"(np.int64(2), np.int64(2))","[-7.422382545166999, -7.725530557207971, -6.742566070768479, -9.018263142550914, -6.742566070768479]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,3,"(np.int64(3), np.int64(1))","[-8.559215982025096, -9.192357004494932, -7.66740874854583, -500.9899997657897, -6.809593901624776]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,3,"(np.int64(1), np.int64(1))","[-8.648275251635884, -500.9899992228934, -9.050023190627602, -500.98999941009896, -7.725530557207971]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,3,"(np.int64(2), np.int64(0))","[-500.9899995942214, -500.98999967307196, -500.9899995885868, -1.0000000835585727, -9.166560970359477]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,2,"(2, 1)","[-8.358002248334913, -8.648275251635884, -8.74149796260852, -500.99000008272276, -7.67514041006079]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,2,"(np.int64(2), np.int64(2))","[-7.67514041006079, -7.725530557207971, -5.851985059899988, -8.358002248334913, -5.851985059899988]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,2,"(np.int64(3), np.int64(1))","[-8.74149796260852, -8.358002248334913, -7.7953547857972545, -500.99000007323775, -5.851985059899988]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,2,"(np.int64(1), np.int64(1))","[-8.648275251635884, -500.9900000680859, -8.358002248334913, -500.990000195269, -7.725530557207971]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,2,"(np.int64(2), np.int64(0))","[-500.99000008272276, -500.990000195269, -500.99000007323775, -1.0000000000000009, -8.358002248334913]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,1,"(2, 1)","[-8.59838898381902, -8.648275251635884, -6.793465209300985, -500.9899999999998, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,1,"(np.int64(2), np.int64(2))","[-6.793465209300985, -7.725530557207971, -5.851985059899988, -8.59838898381902, -5.851985059899988]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT.mp4,1,0,1,"(np.int64(3), np.int64(1))","[-6.793465209300985, -8.59838898381902, -5.851985059899988, -500.9899999999998, -5.851985059899988]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
