experiment,video_name,step,agent,horizon,state,qvalues,best_action,use_figures,handle_deadlocks,check_safety,init_mode,temporal_init_mode,deadlock_init_mode,deadlock_protocole,with_stay
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,3,"(np.int64(4), np.int64(5))","[-12.511279321406409, -8.732351971586288, -13.25261505876058, -12.967532003327616, -9.466604312087926]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,3,"(5, 5)","[-13.375307140579242, -12.604906210662751, -10.689783216613147, -13.078034152737969, -11.431858738270282]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,3,"(np.int64(5), np.int64(6))","[-11.34572210272516, -9.474519505702448, -10.176770922589327, -12.768122343699158, -500.9899999999998]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,3,"(np.int64(6), np.int64(5))","[-10.3065528076956, -12.846189232749323, -500.9899999999998, -9.894291552214142, -10.219248212758611]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,3,"(np.int64(5), np.int64(4))","[-12.806233005254331, -13.18853310676627, -10.302107357783932, -11.741261446489927, -13.283169831853042]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,2,"(np.int64(4), np.int64(5))","[-10.645028451870417, -6.827030299296657, -12.582885384447007, -12.531171456483268, -8.142228339612885]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,2,"(5, 5)","[-12.582885384447007, -10.645028451870417, -10.795348636691994, -14.199086284206086, -10.37977431064543]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,2,"(np.int64(5), np.int64(6))","[-10.37977431064543, -8.142228339612885, -10.891340221991548, -12.582885384447007, -500.9899999999998]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,2,"(np.int64(6), np.int64(5))","[-10.795348636691994, -12.582885384447007, -500.9899999999998, -8.74569468727777, -10.891340221991548]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,2,"(np.int64(5), np.int64(4))","[-14.199086284206086, -12.531171456483268, -8.74569468727777, -8.69829029110096, -12.582885384447007]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,1,"(np.int64(4), np.int64(5))","[-7.758760068200225, -4.9009951259955775, -11.275976522013906, -4.900995171467867, -6.9414168762062065]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,1,"(5, 5)","[-11.275976522013906, -7.758760068200225, -9.658237691379428, -10.611307267463713, -9.060806106301719]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,1,"(np.int64(5), np.int64(6))","[-9.060806106301719, -6.9414168762062065, -11.275976522013906, -11.275976522013906, -500.9899999999998]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,1,"(np.int64(6), np.int64(5))","[-9.658237691379428, -11.275976522013906, -500.9899999999998, -6.793465209300992, -11.275976522013906]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,1,"(np.int64(5), np.int64(4))","[-10.611307267463713, -4.900995171467867, -6.793465209300992, -4.900995009999999, -11.275976522013906]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,4,"(np.int64(4), np.int64(5))","[-10.593096370832008, -9.47382305651176, -9.481267553027807, -11.266451322404016, -9.74032555747348]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,4,"(5, 5)","[-9.481267553027807, -10.593096370832008, -7.725530617971772, -5.851985155693682, -11.03527719833579]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,4,"(np.int64(5), np.int64(6))","[-11.03527719833579, -9.74032555747348, -9.481267550923874, -9.481267553027807, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,4,"(np.int64(6), np.int64(5))","[-7.725530617971772, -9.481267553027807, -500.9899999999998, -6.793465209300992, -9.481267550923874]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,10,3,4,"(np.int64(5), np.int64(4))","[-5.851985155693682, -11.266451322404016, -6.793465209300992, -4.900995009999999, -9.481267553027807]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,3,"(np.int64(6), np.int64(2))","[-3.72118850709179, -6.074387438798315, -500.99000035155916, -5.210220838762208, -2.6789327464655504]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,3,"(np.int64(5), np.int64(3))","[-4.707304752893434, -10.550647169196782, -2.7594658087265684, -5.929289066944468, -5.52964061030773]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,3,"(6, 3)","[-2.741685439198549, -4.7494616902476645, -500.99000000000024, -3.800350248884857, -1.9015229097816388]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,3,"(np.int64(6), np.int64(4))","[-1.911370618803475, -5.480603209704629, -500.9900002705671, -2.747385597369326, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,3,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.759931658293859, -1.000000000000002, -500.9900002752217, -500.9900002595637]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,2,"(np.int64(6), np.int64(2))","[-3.652143419000897, -4.637541901506172, -500.99000017619926, -4.71505231949288, -2.8825076806838243]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,2,"(np.int64(5), np.int64(3))","[-3.7318711506393045, -6.672407783917402, -2.8825076806838243, -4.637541901506172, -3.814895901173303]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,2,"(6, 3)","[-2.8825076806838243, -3.7318711506393045, -500.99000000000024, -3.652143419000897, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,2,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -3.814895901173303, -500.99000010013685, -2.8825076806838243, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,2,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.8825076806838243, -1.0000000000000009, -500.99000017619926, -500.99000010013685]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,1,"(np.int64(6), np.int64(2))","[-3.8536826469805026, -4.6156220411397895, -500.99000000000024, -4.615622041139789, -1.9900000251126035]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,1,"(np.int64(5), np.int64(3))","[-3.8536826469805026, -4.010056645172215, -1.9900000251126035, -4.6156220411397895, -1.9900000504788704]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,1,"(6, 3)","[-1.9900000251126035, -3.8536826469805026, -500.99000000000024, -3.8536826469805026, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,1,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -1.9900000504788704, -500.9899999999998, -1.9900000251126035, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,1,"(np.int64(7), np.int64(3))","[-500.9899999999998, -1.9900000251126035, -1.0000000000000009, -500.99000000000024, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,4,"(np.int64(6), np.int64(2))","[-5.552928117245232, -6.836244383901752, -500.9900000494743, -6.8362443502939385, -2.979999974887394]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,4,"(np.int64(5), np.int64(3))","[-5.552928117245232, -7.044922623532299, -2.979999974887394, -6.836244383901752, -3.9799999495211265]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,4,"(6, 3)","[-2.979999974887394, -5.552928117245232, -500.99000000000024, -5.552928117245232, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,4,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -3.9799999495211265, -500.9899999999998, -2.979999974887394, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,0,4,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.979999974887394, -1.0000000000000329, -500.9900000494741, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,3,"(np.int64(4), np.int64(5))","[-8.62329563638577, -9.603570793860687, -8.662172220335794, -9.042041668005341, -7.464321950330624]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,3,"(np.int64(3), np.int64(4))","[-12.234284289990594, -10.568985073691957, -9.065932122579772, -9.462930566839658, -9.605661124719747]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,3,"(np.int64(3), np.int64(6))","[-8.645621703549885, -9.869212360908577, -7.404725684929863, -9.700094365454554, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,3,"(np.int64(2), np.int64(5))","[-12.022850601597069, -9.274273821308128, -9.458329694586785, -10.329876268469262, -9.624638008994447]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,3,"(3, 5)","[-9.486054174507379, -12.478417402850521, -8.589944363846387, -12.192552843372711, -8.633491415008946]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,2,"(np.int64(4), np.int64(5))","[-9.38967873082731, -10.504044920207914, -7.415086703519897, -7.509196039851123, -7.770913159118498]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,2,"(np.int64(3), np.int64(4))","[-10.975272801353967, -8.49004784069373, -7.509196039851123, -5.822074200759806, -10.504044920207914]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,2,"(np.int64(3), np.int64(6))","[-9.330678428080557, -9.494086956272, -7.770913159118498, -10.504044920207914, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,2,"(np.int64(2), np.int64(5))","[-11.181531083095038, -8.581796237158361, -10.504044920207914, -8.49004784069373, -9.494086956272]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,2,"(3, 5)","[-10.504044920207914, -11.181531083095038, -9.38967873082731, -10.975272801353967, -9.330678428080557]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,1,"(np.int64(4), np.int64(5))","[-9.340935723859975, -11.237371573259477, -3.940398999999995, -3.940399132830563, -5.851985059899995]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,1,"(np.int64(3), np.int64(4))","[-6.763853521493259, -6.105073331405807, -3.940399132830563, -3.940399116902348, -11.237371573259477]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,1,"(np.int64(3), np.int64(6))","[-8.693203979338033, -10.237371598625744, -5.851985059899995, -11.237371573259477, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,1,"(np.int64(2), np.int64(5))","[-9.405147357905467, -7.725530578711057, -11.237371573259477, -6.105073331405807, -10.237371598625744]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,1,"(3, 5)","[-11.237371573259477, -9.405147357905467, -9.340935723859975, -6.763853521493259, -8.693203979338033]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,4,"(np.int64(4), np.int64(5))","[-4.9009950816087695, -8.456502390498757, -3.940398999999995, -9.176903231371522, -5.851985059899995]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,4,"(np.int64(3), np.int64(4))","[-9.237258406520565, -8.573233511330942, -9.176903231371522, -8.548974229354256, -8.456502390498757]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,4,"(np.int64(3), np.int64(6))","[-6.7934652551288846, -8.456502339797586, -5.851985059899995, -8.456502390498757, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,4,"(np.int64(2), np.int64(5))","[-9.232424869254084, -8.573233558855794, -8.456502390498757, -8.573233511330942, -8.456502339797586]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,1,4,"(3, 5)","[-8.456502390498757, -9.232424869254084, -4.9009950816087695, -9.237258406520565, -6.7934652551288846]",2,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,3,"(np.int64(2), np.int64(3))","[-5.781672047225628, -4.6217902428421125, -10.283612204154284, -5.808193641488637, -6.619349094941639]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,3,"(np.int64(1), np.int64(2))","[-5.21706888167105, -500.9900003771088, -5.731453319214028, -6.166848542381891, -4.5828067166975295]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,3,"(np.int64(2), np.int64(1))","[-6.712680405896985, -6.160895703853776, -7.77271673059742, -500.99000000000024, -5.969935576217398]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,3,"(2, 2)","[-5.976863939180784, -5.375355191731851, -7.463243994151523, -6.746802149599741, -6.145347277571268]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,3,"(np.int64(3), np.int64(2))","[-7.363048282503327, -5.763266792222433, -10.705308461524263, -7.849000765767556, -10.249817955272968]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,2,"(np.int64(2), np.int64(3))","[-5.575572340413688, -4.872830760366986, -7.5091960398511155, -6.321601639814528, -5.768105867889965]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,2,"(np.int64(1), np.int64(2))","[-5.53697864953055, -500.99000018268407, -6.321601639814528, -6.313041676465222, -4.872830760366986]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,2,"(np.int64(2), np.int64(1))","[-6.910236220455229, -6.313041676465222, -7.693971594752238, -500.99000000000024, -6.321601639814528]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,2,"(2, 2)","[-6.321601639814528, -5.53697864953055, -6.705634124300213, -6.910236220455229, -5.575572340413688]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,2,"(np.int64(3), np.int64(2))","[-6.705634124300213, -6.321601639814528, -8.19655349385469, -7.693971594752238, -7.5091960398511155]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,1,"(np.int64(2), np.int64(3))","[-5.8241023803679255, -3.940398999999995, -3.940399071981928, -6.481608845189902, -1.9899999999999984]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,1,"(np.int64(1), np.int64(2))","[-5.8241024293475245, -500.99000000000024, -6.481608845189902, -6.481608868902942, -3.940398999999995]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,1,"(np.int64(2), np.int64(1))","[-7.249911263661937, -6.481608868902942, -7.638577794332251, -500.99000000000024, -6.481608845189902]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,1,"(2, 2)","[-6.481608845189902, -5.8241024293475245, -7.258385627162787, -7.249911263661937, -5.8241023803679255]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,1,"(np.int64(3), np.int64(2))","[-7.258385627162787, -6.481608845189902, -5.851985156234318, -7.638577794332251, -3.940399071981928]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,4,"(np.int64(2), np.int64(3))","[-2.970099999999997, -3.940398999999995, -6.778101951168931, -5.778101976535199, -1.9899999999999984]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,4,"(np.int64(1), np.int64(2))","[-4.900995009999992, -500.9900000979641, -5.778101976535199, -6.712927758896872, -3.940398999999995]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,4,"(np.int64(2), np.int64(1))","[-7.406077988142295, -6.712927758896872, -8.083067356204694, -500.99000000000024, -5.778101976535199]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,4,"(2, 2)","[-5.778101976535199, -4.900995009999992, -7.406077988142294, -7.406077988142294, -2.970099999999997]",4,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,2,4,"(np.int64(3), np.int64(2))","[-7.406077988142294, -5.778101976535199, -9.649718274320787, -8.083067356204692, -6.778101951168931]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,3,"(np.int64(4), np.int64(4))","[-10.142295020130064, -8.415806969456943, -9.809722413182582, -9.834194944636218, -8.839658291730972]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,3,"(4, 5)","[-8.659580708330344, -8.141711462587804, -11.961109516449099, -10.110145454616571, -9.332985609488194]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,3,"(np.int64(5), np.int64(5))","[-12.130900314406892, -9.044656029298745, -11.447733544647143, -9.753863623120283, -10.577701711106624]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,3,"(np.int64(4), np.int64(6))","[-9.31230010103409, -8.329997414402921, -10.211981895090585, -8.41772459232525, -500.9899999999998]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,3,"(np.int64(3), np.int64(5))","[-7.730576966150465, -7.886778578947908, -8.452692156759515, -8.089861526821796, -8.085973171292652]",0,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,2,"(np.int64(4), np.int64(4))","[-10.331648899762367, -7.5091960398511155, -7.770913159118507, -7.464617933167906, -10.060294347961918]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,2,"(4, 5)","[-10.060294347961918, -9.653271196488951, -10.954209469005765, -10.331648899762367, -10.246697440258885]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,2,"(np.int64(5), np.int64(5))","[-10.954209469005765, -10.060294347961918, -9.644458656426494, -7.770913159118507, -10.277617415301364]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,2,"(np.int64(4), np.int64(6))","[-10.246697440258885, -9.246823178021632, -10.277617415301364, -10.060294347961918, -500.9899999999998]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,2,"(np.int64(3), np.int64(5))","[-9.653271196488951, -7.415086703519897, -10.060294347961918, -7.5091960398511155, -9.246823178021632]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,1,"(np.int64(4), np.int64(4))","[-8.389971665333915, -3.9403989999999984, -5.851985180626239, -3.9403989999999984, -11.556738388183524]",1,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,1,"(4, 5)","[-11.556738388183524, -9.340935723859975, -8.69320409304262, -8.389971665333915, -10.154354864741169]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
1,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withF.mp4,11,3,1,"(np.int64(5), np.int64(5))","[-8.69320409304262, -11.556738388183524, -7.725530606233548, -5.851985180626239, -11.144230413007596]",3,True,True,True,Qstar,Qstar,Zeros,Q,False
