k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,20,0,0,1,"(8, 2)",[4.38809627 5.55336275 5.11747531 5.12488138 5.53647978],1,"(8, 1)",[  4.17127654   5.30932973   4.87473832 -49.27061537   4.23546837],1,"(8, 3)",[4.56958567 5.75737178 5.33521333 4.51122946 5.7758018 ],4,"(7, 2)",[4.59925593 5.75991299 4.53441584 5.30271002 5.76583446],4,"(9, 2)",[4.1511265  4.20889916 4.94091752 4.86593268 5.33521333],4
2,20,0,0,2,"(8, 2)",[42.37214988 43.88935551 41.01647157 41.0235251  43.87327727],1,"(8, 1)",[ 40.95142834  42.35479082  39.60099324 -49.62459722  42.23526495],1,"(8, 3)",[43.53539494 45.1875357  42.28054464 42.36827078 45.187536  ],4,"(7, 2)",[43.80721909 45.2383599  42.51041737 42.22239666 45.35678921],4,"(9, 2)",[40.68949537 41.84494851 39.49650917 39.42488046 42.28054458],4
2,20,0,0,original qtable,"(8, 2)",[42.64850748 44.08940059 41.22202204 41.22202219 44.0894015 ],4,"(8, 1)",[ 41.22202236  42.64845087  39.8098006  -50.          42.64850748],4,"(8, 3)",[44.0894015  45.54484963 42.64850747 42.64850748 45.54485   ],4,"(7, 2)",[44.08939816 45.54484989 42.64850745 42.51865319 45.54484912],1,"(9, 2)",[41.22202213 42.64850747 39.80979538 39.80979982 42.64850739],1
2,20,0,1,1,"(2, 2)",[3.57119288 4.30279343 4.69700978 4.34308052 4.69339552],2,"(2, 1)",[  3.40048539   4.13840145   4.52148055 -44.84752651   3.46900012],2,"(2, 3)",[3.71974379 4.52967174 4.85676358 3.66816154 4.9206899 ],4,"(1, 2)",[  3.32526626 -50.           3.37521298   4.11717369   4.52967151],4,"(3, 2)",[3.71835559 3.66790705 4.90447504 4.48436297 4.85603429],2
2,20,0,1,2,"(2, 2)",[36.77393965 35.49459999 38.23679888 35.50919511 38.13680057],2,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4,"(2, 3)",[37.66376602 36.61119862 39.33216309 36.63212086 39.09195546],2,"(1, 2)",[ 34.94405668 -50.          35.94299103  33.87601254  36.611194  ],4,"(3, 2)",[37.66371502 36.65474421 39.09181926 36.28490545 39.31757723],4
2,20,0,1,original qtable,"(2, 2)",[37.0275864  35.6573076  38.41170229 35.65730482 38.41170416],4,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4,"(2, 3)",[38.41170415 37.02757971 39.80980198 37.02758701 39.80980219],4,"(1, 2)",[ 35.65730668 -50.          37.027587    34.30064684  37.02757338],2,"(3, 2)",[38.41163423 37.02758649 39.80962203 37.0273025  39.80980188],4
2,20,0,2,1,"(4, 5)",[3.88194996 4.17604384 3.71460145 5.10066297 3.72757796],3,"(4, 4)",[4.14964306 5.32571333 4.9143298  5.31885762 4.09072047],1,"(4, 6)",[3.75162137 4.8981923  3.68932388 3.81455832 4.46917286],1,"(3, 5)",[4.2127093  4.28396659 4.14209826 5.35361147 4.92530695],3,"(5, 5)",[3.72725315 3.78387979 4.50947585 4.91434547 3.66879905],3
2,20,0,2,2,"(4, 5)",[38.29030857 40.48871259 37.64085892 40.70983721 37.67113983],3,"(4, 4)",[40.68943913 42.09054463 39.28977615 42.264959   39.5109874 ],3,"(4, 6)",[38.15200815 39.26742195 36.90605824 39.41074701 36.44364129],3,"(3, 5)",[41.22202182 42.64716764 39.80980106 42.64850748 39.80971503],3,"(5, 5)",[37.89389298 39.02642573 36.51426985 39.29008951 36.72481092],3
2,20,0,2,original qtable,"(4, 5)",[39.80980183 41.22202241 38.41161949 41.22200351 38.41154665],1,"(4, 4)",[41.22195389 42.64850746 39.80920415 42.6484962  39.80978779],1,"(4, 6)",[38.41119725 39.80954433 37.02680847 39.80979599 37.02656597],3,"(3, 5)",[41.22202182 42.64716764 39.80980106 42.64850748 39.80971503],3,"(5, 5)",[38.41161296 39.80980153 37.02484121 39.80959102 37.02614668],1
2,20,0,3,1,"(4, 9)",[2.76494974 3.54509221 3.91276813 3.94342125 3.5450993 ],3,"(4, 8)",[3.00645378 3.72705987 4.13841078 4.11432439 2.93997745],2,"(4, 10)",[  2.59641852   3.36079452   3.73103527   2.65565123 -45.63920593],2,"(3, 9)",[2.5964118  3.3740028  2.65564449 3.72047279 3.36079444],3,"(5, 9)",[2.95387787 2.90002999 4.09889414 4.11465748 3.72386464],3
2,20,0,3,2,"(4, 9)",[31.1746388  30.0589672  32.67130057 32.69702952 30.05897391],3,"(4, 8)",[32.9576801  31.62799269 34.30073447 34.30035897 31.62815343],2,"(4, 10)",[ 30.08535837  28.88750369  31.49632211  31.27001268 -20.1125052 ],2,"(3, 9)",[30.08535904 28.88749986 31.27001268 31.49625107 28.88750222],3,"(5, 9)",[32.49349533 31.41653775 33.99161156 33.82566857 31.3529094 ],2
2,20,0,3,original qtable,"(4, 9)",[31.62815344 30.31187189 32.95773076 32.95771228 30.31187183],2,"(4, 8)",[32.9576801  31.62799269 34.30073447 34.30035897 31.62815343],2,"(4, 10)",[ 30.31187088  29.00875096  31.62815299  31.62815345 -19.9912589 ],3,"(3, 9)",[30.31187162 29.00874673 31.62815345 31.62807588 29.00874933],2,"(5, 9)",[32.95773071 31.62815345 34.30073814 34.30073387 31.6281534 ],2
2,20,0,4,1,"(5, 6)",[3.89742621 4.00058828 4.70445933 4.17604384 4.64502993],2,"(5, 5)",[4.21270916 4.28403173 4.94024363 5.35361147 4.14209803],3,"(5, 7)",[3.70033838 4.90228621 4.50288098 3.75698349 4.5035881 ],1,"(4, 6)",[3.99924095 5.25234983 3.95299232 4.04612476 4.86139216],1,"(6, 6)",[3.76431936 3.8272532  4.52658699 4.9269997  4.51076576],3
2,20,0,4,2,"(5, 6)",[39.01997034 40.0970274  37.95485647 40.48871259 37.77460801],3,"(5, 5)",[41.22201903 42.6484703  39.80926298 42.64850748 39.80979632],3,"(5, 7)",[37.88077713 38.73927579 36.69840214 39.01367923 36.53719928],3,"(4, 6)",[40.07008076 40.68300481 39.14510812 41.00775697 37.92139472],3,"(6, 6)",[38.15205706 39.41073395 36.8530916  39.54438428 36.85609786],3
2,20,0,4,original qtable,"(5, 6)",[39.80979244 41.22120166 38.41157851 41.22202241 38.41088655],3,"(5, 5)",[41.22201903 42.6484703  39.80926298 42.64850748 39.80979632],3,"(5, 7)",[38.41113724 39.7616729  37.01711057 39.8097818  37.01732916],3,"(4, 6)",[41.21920175 42.57191353 39.80939739 42.64836836 39.77731164],3,"(6, 6)",[38.41125299 39.80978286 37.02128799 39.8092164  37.02458675],1
2,20,0,5,1,"(5, 1)",[  3.14956853   3.94342222   4.30960558 -46.08571336   4.2900706 ],2,"(5, 0)",[-46.06127285 -45.25013382 -44.91910164 -46.06127218 -44.0223797 ],4,"(5, 2)",[3.32117145 4.10482656 4.49955725 3.27172438 4.49887953],2,"(4, 1)",[  3.00645631   3.73762469   3.07360702 -45.23760991   4.13840646],4,"(6, 1)",[  3.36254722   3.30150135   4.50828756 -44.90898495   4.5219248 ],4
2,20,0,5,2,"(5, 1)",[ 33.82567202  32.69704216  35.3503677  -17.28308488  35.31802   ],2,"(5, 0)",[-16.79427457 -17.62236263 -15.07097877 -16.79426125  23.98358825],4,"(5, 2)",[34.94003696 33.62913775 36.31146157 33.95109571 36.57020629],4,"(4, 1)",[ 32.95772391  31.62811323  34.30073804 -17.37188432  34.30073561],2,"(6, 1)",[ 35.40920055  34.1882831   36.75839506 -14.86864504  36.75881257],4
2,20,0,5,original qtable,"(5, 1)",[ 34.30073809  32.95772709  35.65731087 -16.04227021  35.65731125],4,"(5, 0)",[-16.04230241 -17.37189237 -14.69929462 -16.04228597  34.30073811],4,"(5, 2)",[35.65731011 34.30073781 37.02758712 34.30073801 37.02758463],2,"(4, 1)",[ 32.95772391  31.62811323  34.30073804 -17.37188432  34.30073561],2,"(6, 1)",[ 35.65731086  34.30073591  37.02712494 -14.69928401  37.02758711],4
2,20,0,6,1,"(2, 5)",[3.76439    4.51318108 3.96600738 4.91591833 4.50556209],3,"(2, 4)",[3.96582428 4.71639716 5.13158094 4.72318162 3.90174764],2,"(2, 6)",[3.55056217 4.29986052 4.69591989 3.61284847 4.29139184],2,"(1, 5)",[  3.54596011 -44.69556339   3.60201998   4.70911647   4.29110672],3,"(3, 5)",[3.96600734 3.90309284 4.02955729 5.13157031 4.69592485],3
