k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,10,0,0,1,"(8, 2)",[4.38979359 5.52281242 5.15417961 5.15417962 5.57212185],4,"(8, 1)",[  4.21270933   5.33803134   4.92578993 -50.           4.28403359],1,"(8, 3)",[4.63123082 5.79366748 5.37091852 4.55918612 5.7936675 ],4,"(7, 2)",[4.54207808 5.73620537 4.48955761 5.29421021 5.76818534],4,"(9, 2)",[4.21270932 4.28403358 4.9403754  4.9257899  5.37091851],4
2,10,0,0,2,"(8, 2)",[42.37214988 43.88935551 41.05142804 41.05142818 43.9072221 ],4,"(8, 1)",[ 41.22202236  42.64845087  39.8098006  -50.          42.64850748],4,"(8, 3)",[44.0894015  45.54484963 42.64850747 42.64850748 45.54485   ],4,"(7, 2)",[43.27466879 44.76420732 42.2242594  41.77202822 45.03520676],4,"(9, 2)",[41.22202213 42.64850747 39.80979538 39.80979982 42.64850739],1
2,10,0,0,original qtable,"(8, 2)",[42.64850748 44.08940059 41.22202204 41.22202219 44.0894015 ],4,"(8, 1)",[ 41.22202236  42.64845087  39.8098006  -50.          42.64850748],4,"(8, 3)",[44.0894015  45.54484963 42.64850747 42.64850748 45.54485   ],4,"(7, 2)",[44.08939816 45.54484989 42.64850745 42.51865319 45.54484912],1,"(9, 2)",[41.22202213 42.64850747 39.80979538 39.80979982 42.64850739],1
2,10,0,1,1,"(2, 2)",[3.57268099 4.32848303 4.74455434 4.34308052 4.68356216],2,"(2, 1)",[  3.40048539   4.13840145   4.55047184 -44.86159694   3.46900012],2,"(2, 3)",[3.69997422 4.52407134 4.92822972 3.65297922 4.87607016],2,"(1, 2)",[  3.37348298 -50.           3.4351456    4.13057082   4.54280821],4,"(3, 2)",[3.80251289 3.7333105  4.95657143 4.55047412 4.95658222],4
2,10,0,1,2,"(2, 2)",[36.77393965 35.50919761 38.25246324 35.50919511 38.1100145 ],2,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4,"(2, 3)",[37.43825583 36.49919057 39.24275191 36.49835586 38.81540512],2,"(1, 2)",[ 35.40919678 -50.          36.64244906  34.14395522  36.87392785],4,"(3, 2)",[38.41163423 37.02758649 39.80962203 37.0273025  39.80980188],4
2,10,0,1,original qtable,"(2, 2)",[37.0275864  35.6573076  38.41170229 35.65730482 38.41170416],4,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4,"(2, 3)",[38.41170415 37.02757971 39.80980198 37.02758701 39.80980219],4,"(1, 2)",[ 35.65730668 -50.          37.027587    34.30064684  37.02757338],2,"(3, 2)",[38.41163423 37.02758649 39.80962203 37.0273025  39.80980188],4
2,10,0,2,1,"(4, 5)",[3.96326683 4.17161296 3.78955058 5.15417878 3.78954675],3,"(4, 4)",[4.2127059  5.37091852 4.95654887 5.35361081 4.1420976 ],1,"(4, 6)",[3.80249048 4.95656814 3.73327104 3.87242042 4.52158511],1,"(3, 5)",[4.17292563 4.23705719 4.1093757  5.35710064 4.9294697 ],3,"(5, 5)",[3.80251179 3.87242122 4.52139894 4.95656821 3.73323848],3
2,10,0,2,2,"(4, 5)",[39.2676549  40.92517441 38.15238869 41.05141137 38.15232261],3,"(4, 4)",[41.22195389 42.64850746 39.80920415 42.6484962  39.80978779],1,"(4, 6)",[38.41119725 39.80954433 37.02680847 39.80979599 37.02656597],3,"(3, 5)",[40.95142785 42.23405909 39.68042916 42.37214988 39.26757558],3,"(5, 5)",[38.41161296 39.80980153 37.02484121 39.80959102 37.02614668],1
2,10,0,2,original qtable,"(4, 5)",[39.80980183 41.22202241 38.41161949 41.22200351 38.41154665],1,"(4, 4)",[41.22195389 42.64850746 39.80920415 42.6484962  39.80978779],1,"(4, 6)",[38.41119725 39.80954433 37.02680847 39.80979599 37.02656597],3,"(3, 5)",[41.22202182 42.64716764 39.80980106 42.64850748 39.80971503],3,"(5, 5)",[38.41161296 39.80980153 37.02484121 39.80959102 37.02614668],1
2,10,0,3,1,"(4, 9)",[2.81239209 3.54646643 3.94290688 3.95645539 3.55650592],3,"(4, 8)",[3.00645378 3.76238241 4.13841078 4.10406753 2.93997745],2,"(4, 10)",[  2.59518025   3.37400301   3.74211439   2.65441297 -45.62599745],2,"(3, 9)",[2.57432118 3.36854669 2.62763059 3.74986322 3.36854682],3,"(5, 9)",[2.98104673 2.92121576 4.14535001 4.12627931 3.74276613],2
2,10,0,3,2,"(4, 9)",[31.62815344 30.31187189 32.95773076 32.95771228 30.31187183],2,"(4, 8)",[32.9576801  31.62799269 34.30073447 34.30035897 31.62815343],2,"(4, 10)",[ 30.08535837  28.88750369  31.4832877   31.27001268 -20.1125052 ],2,"(3, 9)",[29.86896699 28.77837768 30.93515527 31.37760875 28.77837982],3,"(5, 9)",[32.72052776 31.52390823 34.15810889 34.05810502 31.49632249],2
2,10,0,3,original qtable,"(4, 9)",[31.62815344 30.31187189 32.95773076 32.95771228 30.31187183],2,"(4, 8)",[32.9576801  31.62799269 34.30073447 34.30035897 31.62815343],2,"(4, 10)",[ 30.31187088  29.00875096  31.62815299  31.62815345 -19.9912589 ],3,"(3, 9)",[30.31187162 29.00874673 31.62815345 31.62807588 29.00874933],2,"(5, 9)",[32.95773071 31.62815345 34.30073814 34.30073387 31.6281534 ],2
2,10,0,4,1,"(5, 6)",[3.93128993 4.1439677  4.73738159 4.1870029  4.73735346],2,"(5, 5)",[4.21270916 4.28403173 4.95655267 5.37091852 4.14209803],3,"(5, 7)",[3.80248613 4.92404584 4.54995163 3.87241836 4.54989943],1,"(4, 6)",[4.15978085 5.30404157 4.09633965 4.22409334 4.8978444 ],1,"(6, 6)",[3.80249202 3.87241852 4.5091379  4.95655034 4.55032544],3
2,10,0,4,2,"(5, 6)",[39.28080049 40.63261368 38.1090444  40.70789375 38.10848372],3,"(5, 5)",[41.22201903 42.6484703  39.80926298 42.64850748 39.80979632],3,"(5, 7)",[38.41113724 39.7616729  37.01711057 39.8097818  37.01732916],3,"(4, 6)",[40.94887657 42.02265249 39.68005264 42.23512651 39.23764403],3,"(6, 6)",[38.41125299 39.80978286 37.02128799 39.8092164  37.02458675],1
