k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,100,0,0,0,"(8, 2)",[5.80118922 7.18018099 6.66453744 6.66455778 7.21714879],4,"(8, 1)",[ 37.74781346  41.07788339  38.34133997 -50.          37.86316121],1.0,"(8, 3)",[41.04292365 44.05144879 41.24803609 40.74625635 44.05144886],4,"(7, 2)",[40.29412692 43.8309264  40.16642151 41.02971638 43.83092634],1.0,"(9, 2)",[37.82599581 37.99942313 38.36138529 38.3613864  41.09934109],4.0
1,100,0,0,1,"(8, 2)",[38.63922675 41.35397617 38.65596742 38.67548274 41.52518388],4,"(8, 1)",[ 37.74781346  41.07788339  38.34133997 -50.          37.86316121],1.0,"(8, 3)",[41.04292365 44.05144879 41.24803609 40.74625635 44.05144886],4,"(7, 2)",[40.29412692 43.8309264  40.16642151 41.02971638 43.83092634],1.0,"(9, 2)",[37.82599581 37.99942313 38.36138529 38.3613864  41.09934109],4.0
1,100,0,0,original qtable,"(8, 2)",[42.64850748 44.08940059 41.22202204 41.22202219 44.0894015 ],4,"(8, 1)",[ 41.22202236  42.64845087  39.8098006  -50.          42.64850748],4.0,"(8, 3)",[44.0894015  45.54484963 42.64850747 42.64850748 45.54485   ],4,"(7, 2)",[44.08939816 45.54484989 42.64850745 42.51865319 45.54484912],1.0,"(9, 2)",[41.22202213 42.64850747 39.80979538 39.80979982 42.64850739],1.0
1,100,0,1,0,"(2, 2)",[4.74223575 5.64153588 6.14346817 5.64003991 6.16959886],4,"(2, 1)",[ 32.45591256  33.01487577  35.64236722 -15.98511678  32.55732207],2.0,"(2, 3)",[35.76171601 35.84261125 38.5381323  35.4450744  38.53813235],4,"(1, 2)",[ 32.59001433 -50.          32.75660843  33.04782845  35.67791521],4.0,"(3, 2)",[35.34731009 35.13957195 38.40836716 35.72166723 38.40840942],4.0
1,100,0,1,1,"(2, 2)",[33.01185488 33.3052351  35.8671132  33.32226861 36.01166952],4,"(2, 1)",[ 32.45591256  33.01487577  35.64236722 -15.98511678  32.55732207],2.0,"(2, 3)",[35.76171601 35.84261125 38.5381323  35.4450744  38.53813235],4,"(1, 2)",[ 32.59001433 -50.          32.75660843  33.04782845  35.67791521],4.0,"(3, 2)",[35.34731009 35.13957195 38.40836716 35.72166723 38.40840942],4.0
1,100,0,1,original qtable,"(2, 2)",[37.0275864  35.6573076  38.41170229 35.65730482 38.41170416],4,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4.0,"(2, 3)",[38.41170415 37.02757971 39.80980198 37.02758701 39.80980219],4,"(1, 2)",[ 35.65730668 -50.          37.027587    34.30064684  37.02757338],2.0,"(3, 2)",[38.41163423 37.02758649 39.80962203 37.0273025  39.80980188],4.0
1,100,0,2,0,"(4, 5)",[5.38534587 5.69630761 5.2047086  6.73024491 5.18408833],3,"(4, 4)",[38.43918758 41.28838106 38.53796879 41.28837766 38.05650838],1.0,"(4, 6)",[34.76789427 38.25677695 34.66108207 34.82291206 35.58031576],1,"(3, 5)",[37.48932135 37.59163228 37.38793831 41.0115382  38.27927669],3.0,"(5, 5)",[35.34723198 35.55709259 35.72115289 38.40834829 35.09225987],3.0
1,100,0,2,1,"(4, 5)",[36.62484318 38.05269168 35.47957254 39.14290613 35.40978403],3,"(4, 4)",[38.43918758 41.28838106 38.53796879 41.28837766 38.05650838],1.0,"(4, 6)",[34.76789427 38.25677695 34.66108207 34.82291206 35.58031576],1,"(3, 5)",[37.48932135 37.59163228 37.38793831 41.0115382  38.27927669],3.0,"(5, 5)",[35.34723198 35.55709259 35.72115289 38.40834829 35.09225987],3.0
1,100,0,2,original qtable,"(4, 5)",[39.80980183 41.22202241 38.41161949 41.22200351 38.41154665],1,"(4, 4)",[41.22195389 42.64850746 39.80920415 42.6484962  39.80978779],1.0,"(4, 6)",[38.41119725 39.80954433 37.02680847 39.80979599 37.02656597],3,"(3, 5)",[41.22202182 42.64716764 39.80980106 42.64850748 39.80971503],3.0,"(5, 5)",[38.41161296 39.80980153 37.02484121 39.80959102 37.02614668],1.0
1,100,0,3,0,"(4, 9)",[3.79248512 4.6637385  5.15563233 5.16459449 4.68361829],3,"(4, 8)",[30.27910969 30.52966056 33.11231017 33.11217233 30.01469859],2.0,"(4, 10)",[ 27.69826777  27.9782639   30.50771529  27.86032785 -21.02173773],2,"(3, 9)",[27.38974477 27.90373841 27.50640601 30.42666332 27.90373882],3.0,"(5, 9)",[30.04991531 29.88826975 33.04784955 33.04784873 30.47011984],2.0
