k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,50,0,0,1,"(8, 2)",[4.2813594  5.47062252 5.09024712 5.03197364 5.4738093 ],4,"(8, 1)",[  4.08013314   5.24180126   4.86405986 -48.62881185   4.13111309],1,"(8, 3)",[4.51011901 5.73973153 5.28993697 4.46236751 5.69051045],1,"(7, 2)",[4.51011886 5.65528289 4.46285044 5.22934881 5.73973152],4,"(9, 2)",[4.1511265  4.20889916 4.88364378 4.87409981 5.30561828],4
2,50,0,0,2,"(8, 2)",[41.37581228 43.22646289 40.47190776 40.43217914 43.29019776],4,"(8, 1)",[ 40.39536917  41.68804927  39.27950738 -48.06705108  41.41496818],1,"(8, 3)",[43.01639191 44.83473065 41.96691841 42.06136198 44.74932443],1,"(7, 2)",[43.01638961 44.50426629 42.07102116 41.43900026 44.83473032],4,"(9, 2)",[40.68949537 41.84494851 39.46571696 39.48030646 42.28054458],4
2,50,0,0,original qtable,"(8, 2)",[42.64850748 44.08940059 41.22202204 41.22202219 44.0894015 ],4,"(8, 1)",[ 41.22202236  42.64845087  39.8098006  -50.          42.64850748],4,"(8, 3)",[44.0894015  45.54484963 42.64850747 42.64850748 45.54485   ],4,"(7, 2)",[44.08939816 45.54484989 42.64850745 42.51865319 45.54484912],1,"(9, 2)",[41.22202213 42.64850747 39.80979538 39.80979982 42.64850739],1
2,50,0,1,1,"(2, 2)",[3.51561324 4.33041724 4.69451212 4.22132636 4.61777351],2,"(2, 1)",[  3.24741691   4.07249201   4.41716386 -44.90764973   3.28984167],2,"(2, 3)",[3.63331154 4.44456758 4.85366465 3.59742797 4.81313622],2,"(1, 2)",[  3.4004861  -49.38311945   3.46900011   4.10408777   4.48854075],4,"(3, 2)",[3.74441505 3.68836112 4.86225571 4.44521346 4.88364432],4
2,50,0,1,2,"(2, 2)",[36.29206187 35.25592951 37.90536997 35.13444454 37.50982529],2,"(2, 1)",[ 34.65625567  33.66873171  35.94320137 -15.27482819  35.50475074],2,"(2, 3)",[36.82058594 36.14810983 38.86612889 36.10291457 38.26822112],2,"(1, 2)",[ 35.65730668 -50.          37.027587    34.30064684  37.02757338],2,"(3, 2)",[37.9034286  36.78234993 39.25063217 36.50419329 39.46572235],4
2,50,0,1,original qtable,"(2, 2)",[37.0275864  35.6573076  38.41170229 35.65730482 38.41170416],4,"(2, 1)",[ 35.65729236  34.30056782  37.02725687 -14.69941067  37.02758704],4,"(2, 3)",[38.41170415 37.02757971 39.80980198 37.02758701 39.80980219],4,"(1, 2)",[ 35.65730668 -50.          37.027587    34.30064684  37.02757338],2,"(3, 2)",[38.41163423 37.02758649 39.80962203 37.0273025  39.80980188],4
2,50,0,2,1,"(4, 5)",[3.91243634 4.11908117 3.71807301 5.05893769 3.73807653],3,"(4, 4)",[4.06765097 5.2100407  4.82778371 5.28091983 4.02264004],3,"(4, 6)",[3.75162137 4.87109713 3.68932388 3.81455832 4.42971822],1,"(3, 5)",[4.11908115 4.17679956 4.06188621 5.24579548 4.84412301],3,"(5, 5)",[3.72072017 3.77734681 4.46139409 4.86083777 3.66196136],3
2,50,0,2,2,"(4, 5)",[38.75863737 40.6730621  37.8380245  40.78425763 37.88111131],3,"(4, 4)",[39.9585231  41.23677866 38.56177965 41.78657695 39.05830467],3,"(4, 6)",[38.15200815 39.22305906 36.90605824 39.41074701 36.46690731],3,"(3, 5)",[40.67306162 41.82742974 39.5291628  41.95187441 38.68357672],3,"(5, 5)",[37.89096778 39.02350053 36.48841944 39.22286086 36.71579152],3
2,50,0,2,original qtable,"(4, 5)",[39.80980183 41.22202241 38.41161949 41.22200351 38.41154665],1,"(4, 4)",[41.22195389 42.64850746 39.80920415 42.6484962  39.80978779],1,"(4, 6)",[38.41119725 39.80954433 37.02680847 39.80979599 37.02656597],3,"(3, 5)",[41.22202182 42.64716764 39.80980106 42.64850748 39.80971503],3,"(5, 5)",[38.41161296 39.80980153 37.02484121 39.80959102 37.02614668],1
2,50,0,3,1,"(4, 9)",[2.76263303 3.50539574 3.8710399  3.84233701 3.52636304],2,"(4, 8)",[2.84808874 3.6842481  4.07318686 3.97993876 2.80483514],2,"(4, 10)",[  2.56602389   3.30336752   3.70078477   2.61857813 -45.66835437],2,"(3, 9)",[2.52534347 3.31321575 2.5685241  3.68987082 3.2922803 ],3,"(5, 9)",[2.87603239 2.8407028  4.07902881 4.0669978  3.68142045],2
