k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,5,0,0,0,"(3, 2)",[44.921     39.45679   51.4398197 51.45679   42.4      ],3,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[44.41860233 46.17942383 43.93326061 43.93326059 46.83636526],4.0
1,5,0,0,1,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[44.41860233 46.17942383 43.93326061 43.93326059 46.83636526],4.0
1,5,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4.0,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,5,0,1,0,"(2, 3)",[44.35789995 51.25787892 42.13       39.11507812 51.37753491],4,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4.0,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[44.38619786 -5.25679705 46.14702533 43.9332317  43.93317148],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,5,0,1,1,"(2, 3)",[46.42099994 45.41545724 48.2        45.25678968 45.45678881],2,"(2, 2)",[44.95620361 43.93325139 46.13454261 43.9331995  46.14702537],4.0,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[44.38619786 -5.25679705 46.14702533 43.9332317  43.93317148],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,5,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4.0,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,5,1,0,1,"(3, 1)",[44.95679    43.96658827 44.00722209 -5.58941171 46.9115    ],4,"(3, 0)",[ -5.09277791 -50.         -50.          -5.09277791  40.31712575],4.0,"(3, 2)",[45.8769     45.377536   45.34529243 45.2560785  48.31      ],4.0,"(2, 1)",[ 43.50722207  42.57214899  45.11712575 -50.           4.466425  ],2,"(4, 1)",[ 44.08940149  45.54485     42.64850622 -50.           0.        ],1.0
1,5,1,0,original qtable,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 0)",[ -4.91059851 -50.         -50.          -4.91059851  45.54485   ],4.0,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4.0,"(2, 1)",[ 44.08940146  42.6485065   45.54485    -50.           0.        ],2,"(4, 1)",[ 44.08940149  45.54485     42.64850622 -50.           0.        ],1.0
1,5,1,1,1,"(2, 4)",[44.41859025 43.88788748 46.83638986 46.78224989 43.85603729],2,"(2, 3)",[46.42099994 45.41545724 48.2        45.25678968 45.45678881],2.0,"(2, 5)",[43.50718957 42.57195243 42.57164531 45.11712214 39.73284286],3.0,"(1, 4)",[42.96704732 -6.68668086 44.71597263 45.22086416 42.50330205],3,"(3, 4)",[47.01499443 45.54484443 48.49999542 48.49999993  0.        ],3.0
1,5,1,1,original qtable,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3,"(2, 3)",[46.42099994 45.41545724 48.2        45.25678968 45.45678881],2.0,"(2, 5)",[44.08936574 42.64829034 42.64794992 45.54484637 39.79679229],3.0,"(1, 4)",[44.08938457 -6.35162086 45.54484791 45.54484702 42.64835671],2,"(3, 4)",[47.01499443 45.54484443 48.49999542 48.49999993  0.        ],3.0
