k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,100,0,0,0,"(3, 2)",[42.73792208 37.59478128 50.45809144 50.08282689 40.99140163],2,"(3, 1)",[42.24998892 42.59904866 43.53344734 -6.10398881 44.4369639 ],4,"(3, 3)",[46.79140163 46.15215782 44.89220611 46.15215782 50.        ],4,"(2, 2)",[43.99316137 42.93743581 44.86127025 42.53241908 44.86127025],2,"(4, 2)",[42.40193598 44.58891097 43.27253177 43.5024813  45.38369007],4
2,100,0,0,1,"(3, 2)",[44.75456385 43.70328956 44.60737875 44.29035035 46.9348907 ],4,"(3, 1)",[42.24998892 42.59904866 43.53344734 -6.10398881 44.4369639 ],4,"(3, 3)",[46.79140163 46.15215782 44.89220611 46.15215782 50.        ],4,"(2, 2)",[43.99316137 42.93743581 44.86127025 42.53241908 44.86127025],2,"(4, 2)",[42.40193598 44.58891097 43.27253177 43.5024813  45.38369007],4
2,100,0,0,2,"(3, 2)",[45.31178129 44.00106358 44.76569949 44.47614409 47.094323  ],4,"(3, 1)",[42.76463138 42.71366771 43.65263327 -5.89782329 44.86127025],4,"(3, 3)",[46.9348907  46.2246198  44.90916158 46.2246198  50.        ],4,"(2, 2)",[44.32314337 42.95769071 45.2877088  42.63963484 45.2877088 ],2,"(4, 2)",[42.87076307 44.96740195 43.42456953 43.61822656 45.45525488],4
2,100,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1
2,100,0,1,0,"(2, 3)",[42.502313   49.57870029 40.86226147 36.99717202 50.34435179],4,"(2, 2)",[43.65566574 42.54970743 44.42877396 42.2065194  44.4369639 ],4,"(2, 4)",[41.65179814 43.32253067 45.44243658 43.91522679 43.19001021],2,"(1, 3)",[40.30650035 -6.54702244 42.77307721 41.75907131 43.22055702],4,"(3, 3)",[47.27146989 46.3945923  50.         46.3919279  45.93503577],2
2,100,0,1,1,"(2, 3)",[44.50792205 43.85860819 46.79140163 43.08406717 44.47480035],2,"(2, 2)",[43.65566574 42.54970743 44.42877396 42.2065194  44.4369639 ],4,"(2, 4)",[41.65179814 43.32253067 45.44243658 43.91522679 43.19001021],2,"(1, 3)",[40.30650035 -6.54702244 42.77307721 41.75907131 43.22055702],4,"(3, 3)",[47.27146989 46.3945923  50.         46.3919279  45.93503577],2
2,100,0,1,2,"(2, 3)",[45.05456382 44.16065493 46.9348907  43.35805166 44.62414263],2,"(2, 2)",[43.99316119 42.73111598 44.85217031 42.3989511  44.86127025],4,"(2, 4)",[42.04302906 43.41876459 45.40075768 44.22461646 43.31579851],2,"(1, 3)",[40.769424   -6.44202744 43.17673162 41.8526314  43.30546054],4,"(3, 3)",[47.46829988 46.49399145 50.         46.491031   45.94809011],2
2,100,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2
2,100,1,0,1,"(4, 2)",[40.27807646 44.32936801 41.92959702 42.70521055 44.83272248],4,"(4, 1)",[ 39.3858201   43.47858705  41.79314611 -40.90216864  28.16120689],1,"(4, 3)",[41.85517238 46.38630377  9.81898445 32.88105209 11.04166199],1,"(3, 2)",[41.557354   42.08788928 43.20259401 43.07065287 46.3176734 ],4,"(5, 2)",[33.5268976  40.82300391 41.3182954  38.52477565  8.12811434],2
2,100,1,0,2,"(4, 2)",[40.56627133 44.37963239 42.21695411 42.84340694 44.93086589],4,"(4, 1)",[ 39.71075089  43.64362426  41.9188244  -42.92700055  26.9056251 ],1,"(4, 3)",[42.17803244 46.26255975  8.46713348 31.87345435  8.83098287],1,"(3, 2)",[41.85517238 42.0487478  43.34988351 43.19036407 46.18630377],4,"(5, 2)",[33.43617697 41.20962843 41.41408758 38.28730166  6.58838891],2
