k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,20,0,0,0,"(3, 2)",[43.784879   38.71287953 51.18009356 50.98081226 41.6683    ],2,"(3, 1)",[43.8315509  43.42717169 43.84334004 -5.44867971 45.71629025],4,"(3, 3)",[47.93       46.72715    46.62789999 46.72715    50.        ],4,"(2, 2)",[45.25678998 43.9988563  46.579925   43.9594603  46.579925  ],2,"(4, 2)",[44.39960233 46.16042383 43.92224121 43.92096834 46.62786526],4
2,20,0,0,1,"(3, 2)",[45.83846    44.7642074  45.27827373 45.15307188 47.687     ],4,"(3, 1)",[43.8315509  43.42717169 43.84334004 -5.44867971 45.71629025],4,"(3, 3)",[47.93       46.72715    46.62789999 46.72715    50.        ],4,"(2, 2)",[45.25678998 43.9988563  46.579925   43.9594603  46.579925  ],2,"(4, 2)",[44.39960233 46.16042383 43.92224121 43.92096834 46.62786526],4
2,20,0,0,2,"(3, 2)",[46.4279     44.997536   45.377536   45.29900496 47.93      ],4,"(3, 1)",[44.38620387 43.4979697  43.92096838 -5.28009465 46.14702537],4,"(3, 3)",[48.2        46.8635     46.72099999 46.8635     50.        ],4,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[44.95679    46.579925   44.00722207 44.00722205 46.7209614 ],4
2,20,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1
2,20,0,1,0,"(2, 3)",[43.78487896 51.08887566 41.6683     38.4597004  50.96030841],1,"(2, 2)",[44.64455066 43.51239373 45.70505576 43.46518487 45.71629024],4,"(2, 4)",[42.90915389 43.70232129 45.99298284 44.95938441 43.66887723],2,"(1, 3)",[44.38619786 -5.25679705 46.14702533 43.74093848 43.89551079],2,"(3, 3)",[47.92999985 46.72714994 50.         46.72349506 46.63834762],2
2,20,0,1,1,"(2, 3)",[45.83845996 45.22767584 47.687      44.5740587  45.10108338],2,"(2, 2)",[44.64455066 43.51239373 45.70505576 43.46518487 45.71629024],4,"(2, 4)",[42.90915389 43.70232129 45.99298284 44.95938441 43.66887723],2,"(1, 3)",[44.38619786 -5.25679705 46.14702533 43.74093848 43.89551079],2,"(3, 3)",[47.92999985 46.72714994 50.         46.72349506 46.63834762],2
2,20,0,1,2,"(2, 3)",[46.42789995 45.3362033  47.93       44.87787921 45.25634493],2,"(2, 2)",[44.95620361 43.55325139 46.13454261 43.52190727 46.14702537],4,"(2, 4)",[43.37642327 43.78410249 46.00392578 45.32112384 43.75837069],2,"(1, 3)",[44.95678332 -5.09284073 46.57992496 43.80719    43.99875749],2,"(3, 3)",[48.19999983 46.86349993 50.         46.85943895 46.72099776],2
2,20,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2
2,20,1,0,1,"(4, 2)",[43.41741802 45.95797145 43.69982441 43.7734745  46.33659901],4,"(4, 1)",[ 42.97096838  45.21695966  42.47910527 -49.59012549   8.1091107 ],1,"(4, 3)",[44.08325128 47.294323    0.81396267 20.27706689  2.3726725 ],1,"(3, 2)",[44.7658796  44.45884955 44.88212872 44.82577861 47.47147   ],4,"(5, 2)",[10.30900607 44.57670349 42.39858886 11.31841735  0.42840141],1
2,20,1,0,2,"(4, 2)",[43.8892893  46.05386995 43.80517974 43.84334    46.49534374],4,"(4, 1)",[ 43.50722209  45.41545787  42.57214873 -50.           4.43849133],1,"(4, 3)",[44.54717959 47.27147     0.42840141 17.76253026  1.633525  ],1,"(3, 2)",[45.284879   44.5029385  45.08071136 44.98081226 47.4683    ],4,"(5, 2)",[ 7.25982603 45.00171205 42.48660525  7.94916216  0.        ],1
