k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,15,0,0,0,"(3, 2)",[43.82546    38.73313912 51.23996557 51.00499964 41.887     ],2,"(3, 1)",[43.8315509  43.8666953  43.86669532 -5.40430468 45.71629025],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[44.64455088 43.86669527 45.71629025 43.86669532 45.71629025],2.0,"(4, 2)",[43.47579885 45.47206426 43.80678652 43.8067865  46.69170586],4.0
1,15,0,0,1,"(3, 2)",[45.8579     44.8778795  45.33805946 45.17994674 47.93      ],4,"(3, 1)",[43.8315509  43.8666953  43.86669532 -5.40430468 45.71629025],4.0,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,"(2, 2)",[44.64455088 43.86669527 45.71629025 43.86669532 45.71629025],2.0,"(4, 2)",[43.47579885 45.47206426 43.80678652 43.8067865  46.69170586],4.0
1,15,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485    44.08940147 44.08940149 -4.91059851 47.015     ],4.0,"(3, 3)",[48.5        47.015      47.01499999 47.015      50.        ],4.0,"(2, 2)",[45.54484998 44.08940142 47.015      44.08940149 47.015     ],2.0,"(4, 2)",[45.54485    47.015      44.08940146 44.08940144 47.01495711],1.0
1,15,0,1,0,"(2, 3)",[43.32317896 51.11863376 41.6683     38.630834   51.22504281],4,"(2, 2)",[44.64455066 43.86668695 45.70505576 43.86664011 45.71629024],4.0,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[43.83154548 -5.40435774 45.71629021 43.86666923 43.86661488],2.0,"(3, 3)",[47.46829988 46.49399145 50.         46.491031   46.69173235],2.0
1,15,0,1,1,"(2, 3)",[45.32545996 45.30620688 47.687      44.76420714 45.30620641],2,"(2, 2)",[44.64455066 43.86668695 45.70505576 43.86664011 45.71629024],4.0,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2.0,"(1, 3)",[43.83154548 -5.40435774 45.71629021 43.86666923 43.86661488],2.0,"(3, 3)",[47.46829988 46.49399145 50.         46.491031   46.69173235],2.0
1,15,0,1,original qtable,"(2, 3)",[47.01499994 45.5448493  48.5        45.54484965 45.54484869],2,"(2, 2)",[45.54484968 44.08939019 46.99958918 44.08932649 47.01499999],4.0,"(2, 4)",[45.54483189 44.08938296 47.0149875  47.01499986 44.0893787 ],3.0,"(1, 3)",[45.54484258 -4.91066703 47.01499996 44.08936588 44.08929189],2.0,"(3, 3)",[48.49999982 47.01499992 50.         47.01048772 47.01499752],2.0
1,15,1,0,1,"(4, 2)",[42.02540511 45.4602134  43.15456291 43.51793717 46.43763072],4,"(4, 1)",[ 42.96317408  45.14311889  42.503427   -50.           7.78460307],1.0,"(4, 3)",[45.87689999 48.31        0.          8.34765     0.        ],1.0,"(3, 2)",[44.4035496  44.48563308 44.83758585 44.7058401  47.81347   ],4.0,"(5, 2)",[12.93306592 43.84674201 42.38591335 14.4042279   0.        ],1.0
1,15,1,0,original qtable,"(4, 2)",[43.47579885 45.47206426 43.80678652 43.8067865  46.69170586],4,"(4, 1)",[ 44.08940149  45.54485     42.64850622 -50.           0.        ],1.0,"(4, 3)",[47.01499999 48.5         0.          0.          0.        ],1.0,"(3, 2)",[45.8579     44.8778795  45.33805946 45.17994674 47.93      ],4.0,"(5, 2)",[ 0.         45.54485    42.64850699  0.          0.        ],1.0
1,15,1,1,1,"(2, 4)",[43.47579327 43.703348   46.69172578 46.00295358 43.8067704 ],2,"(2, 3)",[43.58882452 44.66114293 47.6226907  44.30553691 44.60271199],2.0,"(2, 5)",[42.94259722 42.5032483  42.50297116 44.69153653 39.67528838],3.0,"(1, 4)",[41.98222198 -6.95807947 43.96885148 44.81771472 42.38580778],3.0,"(3, 4)",[45.37865592 45.11991657 48.22899654 48.22899995 11.35080893],3.0
1,15,1,1,original qtable,"(2, 4)",[44.41859025 43.93324524 46.83638986 46.17138941 43.93324152],2,"(2, 3)",[45.32545996 45.30620688 47.687      44.76420714 45.30620641],2.0,"(2, 5)",[44.08936574 42.64829034 42.64794992 45.54484637 39.79679229],3.0,"(1, 4)",[44.08938457 -6.35162086 45.54484791 45.54484702 42.64835671],2.0,"(3, 4)",[47.01499443 45.54484443 48.49999542 48.49999993  0.        ],3.0
1,15,2,0,0,"(4, 3)",[42.94055209 41.50566573  7.56840037 23.99919279 -4.4254378 ],0,"(4, 2)",[40.98224478 45.44734573 42.63865857 43.30060123 46.09248413],4.0,"(4, 4)",[ 0.6732422   0.6732422   0.         12.32637944  0.        ],3.0,"(3, 3)",[46.69589576 46.4223623  46.3041612  46.19806952 48.21345506],4.0,"(5, 3)",[-0.51400225  8.66151812  0.          7.91433693  0.        ],1.0
1,15,2,0,1,"(4, 3)",[44.89948774 47.694875    0.82839572 15.13378533  0.44839572],1,"(4, 2)",[40.98224478 45.44734573 42.63865857 43.30060123 46.09248413],4.0,"(4, 4)",[ 0.6732422   0.6732422   0.         12.32637944  0.        ],3.0,"(3, 3)",[46.69589576 46.4223623  46.3041612  46.19806952 48.21345506],4.0,"(5, 3)",[-0.51400225  8.66151812  0.          7.91433693  0.        ],1.0
1,15,2,0,original qtable,"(4, 3)",[45.87689999 48.31        0.          8.34765     0.        ],1,"(4, 2)",[42.02540511 45.4602134  43.15456291 43.51793717 46.43763072],4.0,,,,"(3, 3)",[47.687      46.604435   46.76025999 46.604435   50.        ],4.0,,,
1,15,2,1,0,"(3, 4)",[41.44527095 50.41395895 41.15030045 41.15030246 31.5122874 ],1,"(3, 3)",[46.79140155 46.06327895 50.         46.34791188 46.28189559],2.0,"(3, 5)",[41.04292947 43.64698857  0.         10.7277025   0.        ],1.0,"(2, 4)",[42.65207048 43.48930939 45.82697581 45.85828807 43.55030636],3.0,"(4, 4)",[48.19999344  4.54999995  0.         49.99999956  0.        ],3.0
1,15,2,1,1,"(3, 4)",[43.2996483  44.5082462  47.11144499 47.11144718 23.73980387],3,"(3, 3)",[46.79140155 46.06327895 50.         46.34791188 46.28189559],2.0,"(3, 5)",[41.04292947 43.64698857  0.         10.7277025   0.        ],1.0,"(2, 4)",[42.65207048 43.48930939 45.82697581 45.85828807 43.55030636],3.0,"(4, 4)",[48.19999344  4.54999995  0.         49.99999956  0.        ],3.0
1,15,2,1,original qtable,"(3, 4)",[45.37865592 45.11991657 48.22899654 48.22899995 11.35080893],3,"(3, 3)",[47.46829988 46.49399145 50.         46.491031   46.69173235],2.0,"(3, 5)",[42.64820674 44.08937242  0.          0.          0.        ],1.0,"(2, 4)",[43.47579327 43.703348   46.69172578 46.00295358 43.8067704 ],2.0,"(4, 4)",[48.49999276  0.          0.         49.99999951  0.        ],3.0
1,15,3,0,1,"(4, 3)",[43.60995707 47.22811248  3.49236236 22.87889787  5.36192202],1,"(4, 2)",[40.36254336 45.44069289 42.37192583 43.18823426 45.79621587],4.0,"(4, 4)",[ 3.18503331 14.04079356  0.         21.23388738  0.        ],3.0,"(3, 3)",[44.75801853 46.30290441 45.84214629 45.93145313 48.82784786],4.0,"(5, 3)",[ 0.54366958 15.56568591  0.         14.32494985  0.        ],1.0
1,15,3,0,original qtable,"(4, 3)",[44.89948774 47.694875    0.82839572 15.13378533  0.44839572],1,"(4, 2)",[40.98224478 45.44734573 42.63865857 43.30060123 46.09248413],4.0,"(4, 4)",[ 0.6732422   0.6732422   0.         12.32637944  0.        ],3.0,"(3, 3)",[46.69589576 46.4223623  46.3041612  46.19806952 48.21345506],4.0,"(5, 3)",[-0.51400225  8.66151812  0.          7.91433693  0.        ],1.0
