k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,1,0,0,1,"(3, 2)",[46.421      44.95679    45.31819114 45.45679    47.9       ],4,"(3, 1)",[44.95678999 44.00722199 44.00722207 -5.09277804 46.579925  ],4,"(3, 3)",[47.36       46.15714997 46.38639998 46.15715    50.        ],4,"(2, 2)",[44.95678998 44.00722184 46.279925    4.32676075 46.27992462],2,"(4, 2)",[44.72548148 41.94199839 43.43013314 44.00722207 46.84496217],4
2,1,0,0,2,"(3, 2)",[47.015      45.54485    45.39976928 45.54485    48.5       ],4,"(3, 1)",[45.54484998 44.08940138 44.08940146 -4.91059865 47.015     ],4,"(3, 3)",[47.9        46.56349997 46.42099998 46.5635     50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[45.29675855 41.87066623 43.47750024 44.08940147 46.93051352],4
2,1,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.39976928 45.54485    48.5       ],4,"(3, 1)",[45.54484998 44.08940138 44.08940146 -4.91059865 47.015     ],4,"(3, 3)",[48.5        47.01499997 47.01499997 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[45.29675855 41.87066623 43.47750024 44.08940147 46.93051352],4
2,1,0,1,1,"(2, 3)",[46.42099794 45.45678573 47.9        44.9567822  45.45675638],2,"(2, 2)",[44.95673304 44.00645631 43.64679721 44.00687977 46.27992499],4,"(2, 4)",[44.95675195 44.00672815 46.92097327 46.5799207  44.0066666 ],2,"(1, 3)",[44.95677763 -5.10197025 46.57992494 44.00697361 44.00694831],2,"(3, 3)",[47.89999984 46.56349963 50.         43.93039157 46.92099787],2
2,1,0,1,2,"(2, 3)",[47.01499771 45.54484526 48.5        45.54484134 45.5448131 ],2,"(2, 2)",[45.54478671 44.08855676 44.08930246 44.08902659 47.01499999],4,"(2, 4)",[45.54480818 44.08885408 47.01497031 47.01499568 44.08879619],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[48.49999982 47.01499959 50.         44.08932396 47.01499764],2
2,1,0,1,original qtable,"(2, 3)",[47.01499771 45.54484526 48.5        45.54484134 45.5448131 ],2,"(2, 2)",[45.54478671 44.08855676 44.08930246 44.08902659 47.01499999],4,"(2, 4)",[45.54480818 44.08885408 47.01497031 47.01499568 44.08879619],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[48.49999982 47.01499959 50.         44.08932396 47.01499764],2
2,1,1,0,1,"(3, 2)",[45.8294     44.35770387 45.23664343 45.33620387 47.36      ],4,"(3, 1)",[44.38620386 43.93326054 43.93326061 -5.25673948 46.14702537],4,"(3, 3)",[46.874      45.79143498 46.35525998 45.791435   50.        ],4,"(2, 2)",[44.35770386 43.9332604  45.54852537  8.22084542 45.54852504],2,"(4, 2)",[44.20320474 41.99806995 43.38750274 43.93326061 46.76796595],4
2,1,1,0,2,"(3, 2)",[46.421      44.95679    45.31819114 45.45679    47.9       ],4,"(3, 1)",[44.95678999 44.00722199 44.00722207 -5.09277804 46.579925  ],4,"(3, 3)",[47.36       46.15714997 46.38639998 46.15715    50.        ],4,"(2, 2)",[44.95678998 44.00722184 46.279925    4.32676075 46.27992462],2,"(4, 2)",[44.72548148 41.94199839 43.43013314 44.00722207 46.84496217],4
2,1,1,0,original qtable,"(3, 2)",[46.421      44.95679    45.31819114 45.45679    47.9       ],4,"(3, 1)",[44.95678999 44.00722199 44.00722207 -5.09277804 46.579925  ],4,"(3, 3)",[47.36       46.15714997 46.38639998 46.15715    50.        ],4,"(2, 2)",[44.95678998 44.00722184 46.279925    4.32676075 46.27992462],2,"(4, 2)",[44.72548148 41.94199839 43.43013314 44.00722207 46.84496217],4
2,1,1,1,1,"(2, 3)",[45.82939814 45.33620003 47.36       44.35769686 45.3685732 ],2,"(2, 2)",[44.35765261 43.9325659  43.17871036 43.93294763 45.54852536],4,"(2, 4)",[44.41856922 43.93281482 46.83637593 46.17942109 43.93274996],2,"(1, 3)",[44.38619273 -5.27338333 46.14702532 43.93303146 43.93301297],2,"(3, 3)",[47.35999986 46.15714967 50.         43.78735241 46.83639807],2
2,1,1,1,2,"(2, 3)",[46.42099794 45.45678573 47.9        44.9567822  45.45675638],2,"(2, 2)",[44.95673304 44.00645631 43.64679721 44.00687977 46.27992499],4,"(2, 4)",[44.95675195 44.00672815 46.92097327 46.5799207  44.0066666 ],2,"(1, 3)",[44.95677763 -5.10197025 46.57992494 44.00697361 44.00694831],2,"(3, 3)",[47.89999984 46.56349963 50.         43.93039157 46.92099787],2
2,1,1,1,original qtable,"(2, 3)",[46.42099794 45.45678573 47.9        44.9567822  45.45675638],2,"(2, 2)",[44.95673304 44.00645631 43.64679721 44.00687977 46.27992499],4,"(2, 4)",[44.95675195 44.00672815 46.92097327 46.5799207  44.0066666 ],2,"(1, 3)",[44.95677763 -5.10197025 46.57992494 44.00697361 44.00694831],2,"(3, 3)",[47.89999984 46.56349963 50.         43.93039157 46.92099787],2
2,1,2,0,1,"(3, 2)",[45.24566    43.7490434  45.15593585 45.1865509  46.874     ],4,"(3, 1)",[43.83155089 43.86669524 43.8666953  -5.40430478 45.71629025],4,"(3, 3)",[46.4366     45.46229148 46.27023398 45.4622915  50.        ],4,"(2, 2)",[43.74904338 43.86669511 44.82078275 11.72552163 44.82078244],2,"(4, 2)",[43.72584103 42.04121972 43.34913539 43.8666953  46.64166936],4
2,1,2,0,2,"(3, 2)",[45.8294     44.35770387 45.23664343 45.33620387 47.36      ],4,"(3, 1)",[44.38620386 43.93326054 43.93326061 -5.25673948 46.14702537],4,"(3, 3)",[46.874      45.79143498 46.35525998 45.791435   50.        ],4,"(2, 2)",[44.35770386 43.9332604  45.54852537  8.22084542 45.54852504],2,"(4, 2)",[44.20320474 41.99806995 43.38750274 43.93326061 46.76796595],4
2,1,2,0,original qtable,"(3, 2)",[45.8294     44.35770387 45.23664343 45.33620387 47.36      ],4,"(3, 1)",[44.38620386 43.93326054 43.93326061 -5.25673948 46.14702537],4,"(3, 3)",[46.874      45.79143498 46.35525998 45.791435   50.        ],4,"(2, 2)",[44.35770386 43.9332604  45.54852537  8.22084542 45.54852504],2,"(4, 2)",[44.20320474 41.99806995 43.38750274 43.93326061 46.76796595],4
2,1,2,1,1,"(2, 3)",[45.24565833 45.18654743 46.874      43.74903708 45.28117159],2,"(2, 2)",[43.74899726 43.79696445 42.68794924 43.8664087  44.82078274],4,"(2, 4)",[43.92616801 43.86629282 46.76023833 45.81093469 43.86622499],2,"(1, 3)",[43.83154087 -5.4276551  45.71629019 43.79738346 43.86647115],2,"(3, 3)",[46.87399987 45.7914347  50.         43.65861717 46.76025825],2
2,1,2,1,2,"(2, 3)",[45.82939814 45.33620003 47.36       44.35769686 45.3685732 ],2,"(2, 2)",[44.35765261 43.9325659  43.17871036 43.93294763 45.54852536],4,"(2, 4)",[44.41856922 43.93281482 46.83637593 46.17942109 43.93274996],2,"(1, 3)",[44.38619273 -5.27338333 46.14702532 43.93303146 43.93301297],2,"(3, 3)",[47.35999986 46.15714967 50.         43.78735241 46.83639807],2
2,1,2,1,original qtable,"(2, 3)",[45.82939814 45.33620003 47.36       44.35769686 45.3685732 ],2,"(2, 2)",[44.35765261 43.9325659  43.17871036 43.93294763 45.54852536],4,"(2, 4)",[44.41856922 43.93281482 46.83637593 46.17942109 43.93274996],2,"(1, 3)",[44.38619273 -5.27338333 46.14702532 43.93303146 43.93301297],2,"(3, 3)",[47.35999986 46.15714967 50.         43.78735241 46.83639807],2
2,1,3,0,1,"(3, 2)",[44.674124   43.13211342 45.07130086 45.01094338 46.4366    ],4,"(3, 1)",[43.29144337 43.80678646 43.80678652 -5.53711356 45.2877088 ],4,"(3, 3)",[46.04294    45.16606233 46.19371058 45.16606235 50.        ],4,"(2, 2)",[43.13211341 43.7984206  44.09667883 14.87973022 44.09667856],2,"(4, 2)",[43.28421551 42.06805634 43.31460477 43.80678652 46.52800242],4
2,1,3,0,2,"(3, 2)",[45.24566    43.7490434  45.15593585 45.1865509  46.874     ],4,"(3, 1)",[43.83155089 43.86669524 43.8666953  -5.40430478 45.71629025],4,"(3, 3)",[46.4366     45.46229148 46.27023398 45.4622915  50.        ],4,"(2, 2)",[43.74904338 43.86669511 44.82078275 11.72552163 44.82078244],2,"(4, 2)",[43.72584103 42.04121972 43.34913539 43.8666953  46.64166936],4
2,1,3,0,original qtable,"(3, 2)",[45.24566    43.7490434  45.15593585 45.1865509  46.874     ],4,"(3, 1)",[43.83155089 43.86669524 43.8666953  -5.40430478 45.71629025],4,"(3, 3)",[46.4366     45.46229148 46.27023398 45.4622915  50.        ],4,"(2, 2)",[43.74904338 43.86669511 44.82078275 11.72552163 44.82078244],2,"(4, 2)",[43.72584103 42.04121972 43.34913539 43.8666953  46.64166936],4
2,1,3,1,1,"(2, 3)",[44.6741225  45.01094026 46.4366     43.13210773 45.19527708],2,"(2, 2)",[43.13207189 43.67492314 42.17712867 43.80652366 44.09667882],4,"(2, 4)",[43.47577385 43.80642302 46.69171448 45.47206387 43.80635252],2,"(1, 3)",[43.29143435 -5.56649969 45.28770874 43.67530025 43.80658352],2,"(3, 3)",[46.43659988 45.46229123 50.         43.54275545 46.69173241],2
2,1,3,1,2,"(2, 3)",[45.24565833 45.18654743 46.874      43.74903708 45.28117159],2,"(2, 2)",[43.74899726 43.79696445 42.68794924 43.8664087  44.82078274],4,"(2, 4)",[43.92616801 43.86629282 46.76023833 45.81093469 43.86622499],2,"(1, 3)",[43.83154087 -5.4276551  45.71629019 43.79738346 43.86647115],2,"(3, 3)",[46.87399987 45.7914347  50.         43.65861717 46.76025825],2
2,1,3,1,original qtable,"(2, 3)",[45.24565833 45.18654743 46.874      43.74903708 45.28117159],2,"(2, 2)",[43.74899726 43.79696445 42.68794924 43.8664087  44.82078274],4,"(2, 4)",[43.92616801 43.86629282 46.76023833 45.81093469 43.86622499],2,"(1, 3)",[43.83154087 -5.4276551  45.71629019 43.79738346 43.86647115],2,"(3, 3)",[46.87399987 45.7914347  50.         43.65861717 46.76025825],2
2,1,4,0,1,"(3, 2)",[44.1181886  42.43964064 44.984331   44.81218138 46.04294   ],4,"(3, 1)",[42.76463137 43.75286857 43.75286862 -5.65664145 44.86127025],4,"(3, 3)",[45.688646   44.8994561  46.12483953 44.89945611 50.        ],4,"(2, 2)",[41.87801647 43.23167119 42.65931446 19.8234269  42.65931422],1,"(4, 2)",[42.87595419 42.08141094 43.28352721 43.75286862 46.42570218],4
2,1,4,0,2,"(3, 2)",[44.674124   43.13211342 45.07130086 45.01094338 46.4366    ],4,"(3, 1)",[43.29144337 43.80678646 43.80678652 -5.53711356 45.2877088 ],4,"(3, 3)",[46.04294    45.16606233 46.19371058 45.16606235 50.        ],4,"(2, 2)",[42.50808655 43.23697354 43.37619544 17.21851794 43.37619517],2,"(4, 2)",[43.28421551 42.06805634 43.31460477 43.80678652 46.52800242],4
2,1,4,0,original qtable,"(3, 2)",[44.674124   43.13211342 45.07130086 45.01094338 46.4366    ],4,"(3, 1)",[43.29144337 43.80678646 43.80678652 -5.53711356 45.2877088 ],4,"(3, 3)",[46.04294    45.16606233 46.19371058 45.16606235 50.        ],4,"(2, 2)",[43.13211341 43.7984206  44.09667883 14.87973022 44.09667856],2,"(4, 2)",[43.28421551 42.06805634 43.31460477 43.80678652 46.52800242],4
2,1,4,1,1,"(2, 3)",[44.11818725 44.7716669  46.04294    42.50808145 45.11146224],2,"(2, 2)",[42.50804919 43.56508596 41.64860029 43.75262713 43.37619543],3,"(2, 4)",[43.06390934 43.7525402  46.63004302 45.16057035 43.75246729],2,"(1, 3)",[42.24998159 -5.80392394 44.43696385 43.01653797 43.70417566],2,"(3, 3)",[46.0429399  45.16606211 50.         43.43847991 46.63005916],2
2,1,4,1,2,"(2, 3)",[44.6741225  45.01094026 46.4366     43.13210773 45.19527708],2,"(2, 2)",[43.13207189 43.67492314 42.17712867 43.80652366 44.09667882],4,"(2, 4)",[43.47577385 43.80642302 46.69171448 45.47206387 43.80635252],2,"(1, 3)",[42.76462324 -5.69145982 44.8612702  43.06542536 43.75268465],2,"(3, 3)",[46.43659988 45.46229123 50.         43.54275545 46.69173241],2
2,1,4,1,original qtable,"(2, 3)",[44.6741225  45.01094026 46.4366     43.13210773 45.19527708],2,"(2, 2)",[43.13207189 43.67492314 42.17712867 43.80652366 44.09667882],4,"(2, 4)",[43.47577385 43.80642302 46.69171448 45.47206387 43.80635252],2,"(1, 3)",[43.29143435 -5.56649969 45.28770874 43.67530025 43.80658352],2,"(3, 3)",[46.43659988 45.46229123 50.         43.54275545 46.69173241],2
2,1,5,0,1,"(3, 2)",[43.58044904 41.80268534 44.89633961 44.59278392 45.688646  ],4,"(3, 1)",[42.24998891 43.70434246 43.7043425  -5.76421656 44.4369639 ],4,"(3, 3)",[45.3697814  44.65951049 46.06285557 44.6595105  50.        ],4,"(2, 2)",[41.29722358 43.22689907 42.00039178 22.16784496 42.00039156],1,"(4, 2)",[42.49880048 42.08371155 43.24451108 43.70434251 46.33363196],4
2,1,5,0,2,"(3, 2)",[44.1181886  42.43964064 44.984331   44.81218138 46.04294   ],4,"(3, 1)",[42.76463137 43.75286857 43.75286862 -5.65664145 44.86127025],4,"(3, 3)",[45.688646   44.8994561  46.12483953 44.89945611 50.        ],4,"(2, 2)",[41.87801647 43.23167119 42.65931446 19.8234269  42.65931422],1,"(4, 2)",[42.87595419 42.08141094 43.28352721 43.75286862 46.42570218],4
2,1,5,0,original qtable,"(3, 2)",[44.1181886  42.43964064 44.984331   44.81218138 46.04294   ],4,"(3, 1)",[42.76463137 43.75286857 43.75286862 -5.65664145 44.86127025],4,"(3, 3)",[45.688646   44.8994561  46.12483953 44.89945611 50.        ],4,"(2, 2)",[41.87801647 43.23167119 42.65931446 19.8234269  42.65931422],1,"(4, 2)",[42.87595419 42.08141094 43.28352721 43.75286862 46.42570218],4
2,1,5,1,1,"(2, 3)",[43.58044782 44.47590422 45.688646   41.91377288 45.03017011],2,"(2, 2)",[41.91374385 43.46623251 41.14023984 43.70412025 42.69507546],3,"(2, 4)",[42.68737249 43.70404566 46.5745387  44.87436741 43.70397059],2,"(1, 3)",[41.2532495  -5.99623759 43.59470513 42.48294052 43.6212253 ],4,"(3, 3)",[45.68864591 44.8994559  50.         43.34463192 46.57455323],2
2,1,5,1,2,"(2, 3)",[44.11818725 44.7716669  46.04294    42.50808145 45.11146224],2,"(2, 2)",[42.50804919 43.56508596 41.64860029 43.75262713 43.37619543],3,"(2, 4)",[43.06390934 43.7525402  46.63004302 45.16057035 43.75246729],2,"(1, 3)",[41.746495   -5.90514165 44.01477903 42.47253931 43.66051758],2,"(3, 3)",[46.0429399  45.16606211 50.         43.43847991 46.63005916],2
2,1,5,1,original qtable,"(2, 3)",[44.11818725 44.7716669  46.04294    42.50808145 45.11146224],2,"(2, 2)",[42.50804919 43.56508596 41.64860029 43.75262713 43.37619543],3,"(2, 4)",[43.06390934 43.7525402  46.63004302 45.16057035 43.75246729],2,"(1, 3)",[42.24998159 -5.80392394 44.43696385 43.01653797 43.70417566],2,"(3, 3)",[46.0429399  45.16606211 50.         43.43847991 46.63005916],2
2,1,6,0,1,"(3, 2)",[42.56667219 40.71263041 44.72925565 44.14102696 45.08280326],4,"(3, 1)",[41.74650159 43.66066896 43.660669   -5.86103415 44.01477908],4,"(3, 3)",[45.08280326 44.44355944 46.00707002 44.44355945 50.        ],4,"(2, 2)",[40.77405663 43.22260416 41.40690801 24.27782121 41.40690781],1,"(4, 2)",[42.15061547 42.07703543 43.20939656 43.66066901 46.25076876],4
2,1,6,0,2,"(3, 2)",[43.06282551 41.22897222 44.80840068 44.35501709 45.3697814 ],4,"(3, 1)",[42.24998891 43.70434246 43.7043425  -5.76421656 44.4369639 ],4,"(3, 3)",[45.3697814  44.65951049 46.06285557 44.6595105  50.        ],4,"(2, 2)",[41.29722358 43.22689907 42.00039178 22.16784496 42.00039156],1,"(4, 2)",[42.49880048 42.08371155 43.24451108 43.70434251 46.33363196],4
2,1,6,0,original qtable,"(3, 2)",[43.58044904 41.80268534 44.89633961 44.59278392 45.688646  ],4,"(3, 1)",[42.24998891 43.70434246 43.7043425  -5.76421656 44.4369639 ],4,"(3, 3)",[45.3697814  44.65951049 46.06285557 44.6595105  50.        ],4,"(2, 2)",[41.29722358 43.22689907 42.00039178 22.16784496 42.00039156],1,"(4, 2)",[42.49880048 42.08371155 43.24451108 43.70434251 46.33363196],4
2,1,6,1,1,"(2, 3)",[43.06282441 44.1723302  45.3697814  41.37428702 44.95173427],2,"(2, 2)",[41.37426089 43.3772644  40.67810728 43.57471816 42.07745934],3,"(2, 4)",[42.34321642 43.66040058 46.52458482 44.61151184 43.66032355],2,"(1, 3)",[40.77194096 -6.07822393 43.17925102 42.49230161 43.58586225],4,"(3, 3)",[45.36978132 44.65951031 50.         43.26016872 46.52459789],2
2,1,6,1,2,"(2, 3)",[43.58044782 44.47590422 45.688646   41.91377288 45.03017011],2,"(2, 2)",[41.91374385 43.46623251 41.14023984 43.70412025 42.69507546],3,"(2, 4)",[42.68737249 43.70404566 46.5745387  44.87436741 43.70397059],2,"(1, 3)",[41.2532495  -5.99623759 43.59470513 42.48294052 43.6212253 ],4,"(3, 3)",[45.68864591 44.8994559  50.         43.34463192 46.57455323],2
2,1,6,1,original qtable,"(2, 3)",[43.58044782 44.47590422 45.688646   41.91377288 45.03017011],2,"(2, 2)",[41.91374385 43.46623251 41.14023984 43.70412025 42.69507546],3,"(2, 4)",[42.68737249 43.70404566 46.5745387  44.87436741 43.70397059],2,"(1, 3)",[41.2532495  -5.99623759 43.59470513 42.48294052 43.6212253 ],4,"(3, 3)",[45.68864591 44.8994559  50.         43.34463192 46.57455323],2
2,1,7,0,1,"(3, 2)",[42.09287128 40.24751476 44.65015312 43.87095373 44.82452293],4,"(3, 1)",[40.77195937 43.13598728 43.58598732 -6.02659224 43.17926414],2,"(3, 3)",[44.82452293 44.2492035  45.95686301 44.24920351 50.        ],4,"(2, 2)",[40.30279837 43.21873874 40.87236461 26.17679984 40.87236443],1,"(4, 2)",[41.82937695 42.06315492 43.17779349 43.62136286 46.17619189],4
