k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,20,0,0,1,"(3, 2)",[45.8294     44.427536   45.08901415 45.2578795  47.36      ],4,"(3, 1)",[43.83155089 42.95304134 43.8666953  -5.44233843 45.71629025],4,"(3, 3)",[46.874      45.79143498 45.90525998 45.791435   50.        ],4,"(2, 2)",[44.95678998 43.99132696 46.279925    4.29272233 46.27992462],2,"(4, 2)",[43.59284103 41.90821972 43.30662761 43.8666953  45.84366936],4
2,20,0,0,2,"(3, 2)",[46.421      44.95679    45.26256376 45.41545787 47.9       ],4,"(3, 1)",[44.38620386 42.95591001 43.93326061 -5.27263431 46.14702537],4,"(3, 3)",[47.36       46.15714997 45.88639998 46.15715    50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[44.15570474 41.95056995 43.36513023 43.93326061 45.81796595],4
2,20,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.39976928 45.54485    48.5       ],4,"(3, 1)",[45.54484998 44.08940138 44.08940146 -4.91059865 47.015     ],4,"(3, 3)",[48.5        47.01499997 47.01499997 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[45.29675855 41.87066623 43.47750024 44.08940147 46.93051352],4
2,20,0,1,1,"(2, 3)",[45.82939814 45.37753215 47.36       44.35769686 45.33617321],2,"(2, 2)",[44.35765261 43.4825659  43.17871036 43.31989099 45.54852536],4,"(2, 4)",[44.38616922 43.91014411 46.09288294 46.14702109 43.9168571 ],3,"(1, 3)",[44.95677763 -5.10949886 46.57992494 44.00697361 43.98427761],2,"(3, 3)",[46.43659988 45.46229123 50.         43.54275545 45.01206572],2
2,20,0,1,2,"(2, 3)",[46.42099794 45.45678573 47.9        44.9567822  45.45675638],2,"(2, 2)",[44.95673304 43.50645631 43.64679721 43.45101456 46.27992499],4,"(2, 4)",[44.95675195 44.00672815 46.31267327 46.5799207  43.99830193],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[46.87399987 45.7914347  50.         43.65861717 45.11176525],2
2,20,0,1,original qtable,"(2, 3)",[47.01499771 45.54484526 48.5        45.54484134 45.5448131 ],2,"(2, 2)",[45.54478671 44.08855676 44.08930246 44.08902659 47.01499999],4,"(2, 4)",[45.54480818 44.08885408 47.01497031 47.01499568 44.08879619],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[48.49999982 47.01499959 50.         44.08932396 47.01499764],2
2,20,1,0,1,"(3, 2)",[45.24566    43.60552096 44.84377184 44.95360312 46.874     ],4,"(3, 1)",[41.74650159 41.69643387 43.52992069 -5.9968493  44.01477908],4,"(3, 3)",[46.4366     45.46229148 45.86523398 45.4622915  50.        ],4,"(2, 2)",[41.87801647 42.03803905 42.65931446 18.48988721 42.65931413],2,"(4, 2)",[42.09437218 41.67928325 43.16393972 43.49645685 44.94305996],4
2,20,1,0,2,"(3, 2)",[45.8294     44.427536   45.08901415 45.2578795  47.36      ],4,"(3, 1)",[42.24998891 41.59104464 43.65882895 -5.85624678 44.4369639 ],4,"(3, 3)",[46.874      45.79143498 45.90525998 45.791435   50.        ],4,"(2, 2)",[42.50808655 41.93338664 43.37619544 15.8059928  43.37619507],2,"(4, 2)",[42.58968119 41.79513794 43.20658813 43.62164691 44.88062218],4
2,20,1,0,original qtable,"(3, 2)",[45.8294     44.427536   45.08901415 45.2578795  47.36      ],4,"(3, 1)",[43.83155089 42.95304134 43.8666953  -5.44233843 45.71629025],4,"(3, 3)",[46.874      45.79143498 45.90525998 45.791435   50.        ],4,"(2, 2)",[44.95678998 43.99132696 46.279925    4.29272233 46.27992462],2,"(4, 2)",[43.59284103 41.90821972 43.30662761 43.8666953  45.84366936],4
2,20,1,1,1,"(2, 3)",[44.11818725 44.96077261 46.04294    42.57687132 44.85287316],2,"(2, 2)",[43.13207189 42.62343801 42.17712867 42.58127946 44.09667882],4,"(2, 4)",[43.29141454 43.71851466 45.13203577 45.28770456 43.75833738],3,"(1, 3)",[43.83154087 -5.46839202 45.71629019 43.16636939 43.77856279],2,"(3, 3)",[45.36978132 44.65951031 50.         43.26016872 43.77889286],2
2,20,1,1,2,"(2, 3)",[44.6741225  45.08533911 46.4366     43.13210773 45.01091777],2,"(2, 2)",[43.74899726 42.82977437 42.68794924 42.70187978 44.82078274],4,"(2, 4)",[43.8315193  43.82321848 45.32401601 45.71628599 43.84355675],3,"(1, 3)",[44.38619273 -5.29839    46.14702532 43.43303146 43.88993863],2,"(3, 3)",[45.68864591 44.8994559  50.         43.34463192 43.82052389],2
2,20,1,1,original qtable,"(2, 3)",[45.82939814 45.37753215 47.36       44.35769686 45.33617321],2,"(2, 2)",[44.35765261 43.4825659  43.17871036 43.31989099 45.54852536],4,"(2, 4)",[44.38616922 43.91014411 46.09288294 46.14702109 43.9168571 ],3,"(1, 3)",[44.95677763 -5.10949886 46.57992494 44.00697361 43.98427761],2,"(3, 3)",[46.43659988 45.46229123 50.         43.54275545 45.01206572],2
2,20,2,0,1,"(3, 2)",[44.1181886  41.90698056 44.43567751 44.25416714 46.04294   ],4,"(3, 1)",[40.30688552 41.00348408 43.21551345 -6.33977884 42.77345981],2,"(3, 3)",[45.3697814  44.65951049 44.77358757 44.6595105  50.        ],4,"(2, 2)",[39.35624874 41.13202012 39.86623292 25.43151668 39.86623263],1,"(4, 2)",[41.65452566 41.58094562 43.06542145 43.3837858  44.94795396],4
2,20,2,0,2,"(3, 2)",[44.674124   42.79760374 44.62898535 44.5997398  46.4366    ],4,"(3, 1)",[40.76942689 40.8936423  43.30948757 -6.23727961 43.17673166],2,"(3, 3)",[45.688646   44.8994561  44.74931953 44.89945611 50.        ],4,"(2, 2)",[39.96345727 40.93828627 40.53010636 23.5914563  40.53010604],1,"(4, 2)",[42.09437218 41.67928325 43.16393972 43.49645685 44.94305996],4
2,20,2,0,original qtable,"(3, 2)",[45.24566    43.60552096 44.84377184 44.95360312 46.874     ],4,"(3, 1)",[41.74650159 41.69643387 43.52992069 -5.9968493  44.01477908],4,"(3, 3)",[46.4366     45.46229148 45.86523398 45.4622915  50.        ],4,"(2, 2)",[41.87801647 42.03803905 42.65931446 18.48988721 42.65931413],2,"(4, 2)",[42.09437218 41.67928325 43.16393972 43.49645685 44.94305996],4
2,20,2,1,1,"(2, 3)",[43.06282441 44.67001619 45.3697814  41.108522   44.38797668],2,"(2, 2)",[40.60340918 40.61587793 39.97687094 40.90461347 41.23628779],4,"(2, 4)",[41.74647949 43.37506541 43.80879597 44.01477491 43.49305675],3,"(1, 3)",[43.29143435 -5.65450396 45.28770874 42.8712339  43.61619252],2,"(3, 3)",[44.38286352 43.91685471 50.         42.9987467  42.43054068],2
2,20,2,1,2,"(2, 3)",[43.58044782 44.80774292 45.688646   41.80405589 44.62940612],2,"(2, 2)",[41.24281943 40.66041832 40.54666582 40.93213529 41.94601788],4,"(2, 4)",[42.24996479 43.51064378 43.85374956 44.43695971 43.57234727],3,"(1, 3)",[43.83154087 -5.46839202 45.71629019 43.16636939 43.77856279],2,"(3, 3)",[44.59207058 44.07428301 50.         43.054163   42.32235479],2
