k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,100,0,0,1,"(3, 2)",[43.06282551 41.05338969 43.7835132  44.60991387 45.3697814 ],4,"(3, 1)",[42.76463137 41.92803355 43.52247856 -5.88572123 44.86127025],4,"(3, 3)",[44.38286358 43.91685483 43.02042123 43.91685484 50.        ],4,"(2, 2)",[39.96054012 40.82268874 40.53010636 23.48730805 40.530106  ],1,"(4, 2)",[40.01996761 40.77932776 42.46079415 43.20314613 42.9568583 ],3
2,100,0,0,2,"(3, 2)",[43.58044904 41.81771372 44.07979766 44.78620171 45.688646  ],4,"(3, 1)",[43.29144337 41.88599394 43.63581697 -5.69375802 45.2877088 ],4,"(3, 3)",[44.59207064 44.07428315 42.85265692 44.07428316 50.        ],4,"(2, 2)",[40.60343642 40.59458473 41.2362878  21.39629894 41.2362874 ],2,"(4, 2)",[40.4536359  40.96403607 42.62379193 43.28100316 42.78203144],3
2,100,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.39976928 45.54485    48.5       ],4,"(3, 1)",[45.54484998 44.08940138 44.08940146 -4.91059865 47.015     ],4,"(3, 3)",[48.5        47.01499997 47.01499997 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[45.29675855 41.87066623 43.47750024 44.08940147 46.93051352],4
2,100,0,1,1,"(2, 3)",[41.21396844 43.37356877 44.38286358 38.62481257 44.27798283],2,"(2, 2)",[38.66695004 38.91937814 38.21020365 39.0800896  39.12831854],4,"(2, 4)",[41.74647949 43.39336557 42.72265964 44.01477491 43.36119911],3,"(1, 3)",[39.50509958 -7.12769077 42.07302862 38.52024547 43.16429691],4,"(3, 3)",[44.19457717 43.77516924 50.         42.94887203 40.98980788],2
2,100,0,1,2,"(2, 3)",[41.64191303 43.63136576 44.59207064 39.26800475 44.50719073],2,"(2, 2)",[39.31482415 38.78014511 38.80732817 38.9629013  39.82745582],4,"(2, 4)",[42.24996479 43.46862164 42.72589595 44.43695971 43.48545983],3,"(1, 3)",[39.88862222 -6.98273732 42.40854337 38.33666437 43.21410091],4,"(3, 3)",[44.38286352 43.91685471 50.         42.9987467  40.80050512],2
2,100,0,1,original qtable,"(2, 3)",[47.01499771 45.54484526 48.5        45.54484134 45.5448131 ],2,"(2, 2)",[45.54478671 44.08855676 44.08930246 44.08902659 47.01499999],4,"(2, 4)",[45.54480818 44.08885408 47.01497031 47.01499568 44.08879619],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[48.49999982 47.01499959 50.         44.08932396 47.01499764],2
2,100,1,0,1,"(3, 2)",[38.8331804  35.40827197 41.56703203 42.73848185 43.40056781],4,"(3, 1)",[40.76942689 40.45599179 42.73529395 -6.78953214 43.17673166],4,"(3, 3)",[43.15651393 42.99402673 40.67427815 42.99402674 50.        ],4,"(2, 2)",[35.89280512 39.5390116  36.03822036 31.31363883 36.03822019],1,"(4, 2)",[37.78387465 39.71218355 41.37140237 42.41663535 41.12079696],3
2,100,1,0,2,"(3, 2)",[39.11180051 35.76093043 41.69065394 42.88553873 43.5006309 ],4,"(3, 1)",[41.25325544 40.42486318 42.93768073 -6.55721504 43.59470519],4,"(3, 3)",[43.22945993 43.04891859 40.46216497 43.0489186  50.        ],4,"(2, 2)",[36.2993006  39.1940482  36.46087309 30.26669323 36.4608729 ],1,"(4, 2)",[38.04270129 39.85193341 41.53538031 42.58361563 40.95829698],3
2,100,1,0,original qtable,"(3, 2)",[43.06282551 41.05338969 43.7835132  44.60991387 45.3697814 ],4,"(3, 1)",[42.76463137 41.92803355 43.52247856 -5.88572123 44.86127025],4,"(3, 3)",[44.38286358 43.91685483 43.02042123 43.91685484 50.        ],4,"(2, 2)",[39.96054012 40.82268874 40.53010636 23.48730805 40.530106  ],1,"(4, 2)",[40.01996761 40.77932776 42.46079415 43.20314613 42.9568583 ],3
2,100,1,1,1,"(2, 3)",[39.4096422  42.1646444  43.61181211 35.38590361 42.9086074 ],2,"(2, 2)",[34.21188936 37.1914642  34.01527502 37.22270862 34.30415217],3,"(2, 4)",[38.66398591 42.39050419 40.53015339 41.28260659 42.06283542],1,"(1, 3)",[36.49568416 -9.54536373 39.37365455 36.47591272 41.9542021 ],4,"(3, 3)",[43.87260751 43.53288709 50.         42.86358634 40.83930957],2
