k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,200,0,0,1,"(3, 2)",[38.33012322 35.01272442 41.73491926 41.81829093 43.22945993],4,"(3, 1)",[38.30001667 38.67872853 42.0536117  -7.96520578 40.94124153],2,"(3, 3)",[43.09086254 42.94462406 38.62774271 42.94462406 50.        ],4,"(2, 2)",[35.4319563  39.3906367  35.57716978 31.3707818  35.57716961],1,"(4, 2)",[38.26513111 39.79504731 41.32257002 41.85104335 40.07220259],3
2,200,0,0,2,"(3, 2)",[38.5729163  35.34103403 41.93638296 42.00526013 43.31051103],4,"(3, 1)",[38.65162207 38.51849654 42.24796641 -7.69678093 41.25298302],2,"(3, 3)",[43.15651393 42.99402673 38.31624507 42.99402674 50.        ],4,"(2, 2)",[35.80684724 39.00835565 35.96819555 30.39855574 35.96819536],1,"(4, 2)",[38.63661835 40.0031919  41.46781666 42.02289047 39.92120049],3
2,200,0,0,original qtable,"(3, 2)",[47.015      45.54485    45.39976928 45.54485    48.5       ],4,"(3, 1)",[45.54484998 44.08940138 44.08940146 -4.91059865 47.015     ],4,"(3, 3)",[48.5        47.01499997 47.01499997 47.015      50.        ],4,"(2, 2)",[45.54484998 44.08940121 47.015       0.         47.01499958],2,"(4, 2)",[45.29675855 41.87066623 43.47750024 44.08940147 46.93051352],4
2,200,0,1,1,"(2, 3)",[40.06626705 41.38654471 43.87260755 34.54220668 42.24235957],2,"(2, 2)",[32.77814104 36.83079302 32.53346147 36.38413695 32.79276423],1,"(2, 4)",[39.01531961 41.65775567 41.06742216 41.62646179 42.38125424],4,"(1, 3)",[36.95664386 -8.97324452 39.77065148 37.25825096 41.37754373],4,"(3, 3)",[43.50063087 43.25297469 50.         42.76505445 40.25162722],2
2,200,0,1,2,"(2, 3)",[40.42653411 41.60007813 44.0251195  35.08642981 42.4455922 ],2,"(2, 2)",[33.12635688 36.4675774  32.85449068 35.99086137 33.14260486],1,"(2, 4)",[39.4155478  41.85318235 40.90041018 41.98348356 42.54027984],4,"(1, 3)",[37.23352162 -8.74232111 40.02686342 36.94253067 41.54183575],4,"(3, 3)",[43.61181208 43.33663854 50.         42.79450494 39.99397136],2
2,200,0,1,original qtable,"(2, 3)",[47.01499771 45.54484526 48.5        45.54484134 45.5448131 ],2,"(2, 2)",[45.54478671 44.08855676 44.08930246 44.08902659 47.01499999],4,"(2, 4)",[45.54480818 44.08885408 47.01497031 47.01499568 44.08879619],3,"(1, 3)",[45.54483626 -4.91151127 47.01499994 44.08913154 44.0890987 ],2,"(3, 3)",[48.49999982 47.01499959 50.         44.08932396 47.01499764],2
2,200,1,0,1,"(3, 2)",[36.22123344 31.84725227 38.87535026 38.40840195 42.65018933],4,"(3, 1)",[ 32.99484021  35.66108223  38.34377328 -11.39167902  35.85142052],2,"(3, 3)",[42.56465158 42.54865032 36.68853181 42.54865032 50.        ],4,"(2, 2)",[31.21422597 38.15026831 31.19204461 35.18756808 31.1920446 ],1,"(4, 2)",[34.30970881 37.00703159 38.93038271 39.04679512 37.27114909],3
2,200,1,0,2,"(3, 2)",[36.29764458 31.96559141 39.04797146 38.61159318 42.66687703],4,"(3, 1)",[ 33.15208014  35.19844118  38.5049272  -11.26281436  35.99272493],2,"(3, 3)",[42.57183509 42.55405591 36.24209607 42.55405591 50.        ],4,"(2, 2)",[31.26222886 37.66547363 31.2375829  34.67231434 31.23758289],1,"(4, 2)",[34.53059207 37.19428405 39.06546366 39.28606258 36.8894486 ],3
2,200,1,0,original qtable,"(3, 2)",[38.33012322 35.01272442 41.73491926 41.81829093 43.22945993],4,"(3, 1)",[38.30001667 38.67872853 42.0536117  -7.96520578 40.94124153],2,"(3, 3)",[43.09086254 42.94462406 38.62774271 42.94462406 50.        ],4,"(2, 2)",[35.4319563  39.3906367  35.57716978 31.3707818  35.57716961],1,"(4, 2)",[38.26513111 39.79504731 41.32257002 41.85104335 40.07220259],3
2,200,1,1,1,"(2, 3)",[36.78835251 39.36056418 42.78260772 30.23193185 40.01062384],2,"(2, 2)",[29.22996535 35.61931642 29.15039709 35.53036744 29.18192225],1,"(2, 4)",[34.75610181 40.14463051 38.5687724  37.69125129 40.34263647],4,"(1, 3)",[ 34.2003462  -11.94919424  37.16205201  35.86507453  40.15596951],4,"(3, 3)",[42.84889841 42.76254604 50.         42.59241877 38.94113351],2
2,200,1,1,2,"(2, 3)",[36.91224633 39.49138587 42.81400858 30.43629179 40.1917421 ],2,"(2, 2)",[29.32299567 35.15020251 29.2345865  35.05367288 29.26961446],1,"(2, 4)",[34.90893985 40.18021049 38.13753983 37.83688371 40.40058893],4,"(1, 3)",[ 34.31336589 -11.82268777  37.2708168   35.42326709  40.19280938],4,"(3, 3)",[42.8876649  42.79171782 50.         42.60268752 38.55127439],2
