k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,10,0,0,0,"(3, 2)",[3.88230532 3.16189239 5.76133058 5.7128914  3.7726225 ],2,"(3, 1)",[45.15679   43.9072221 43.9072221 -5.0927779 46.579925 ],4,"(3, 3)",[47.645   46.44215 46.6464  46.44215 50.     ],4.0,"(2, 2)",[44.19679715 43.59569533 45.2685365  42.23319374 10.84477849],2,"(4, 2)",[45.54485 47.015    0.       0.       0.     ],1.0
1,10,0,0,1,"(3, 2)",[45.4364515  43.7276284  44.89811166 44.75597048 46.95245   ],4,"(3, 1)",[45.15679   43.9072221 43.9072221 -5.0927779 46.579925 ],4,"(3, 3)",[47.645   46.44215 46.6464  46.44215 50.     ],4.0,"(2, 2)",[44.19679715 43.59569533 45.2685365  42.23319374 10.84477849],2,"(4, 2)",[45.54485 47.015    0.       0.       0.     ],1.0
1,10,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485   44.0894015 44.0894015 -4.9105985 47.015    ],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4.0,"(2, 2)",[45.54485   44.0894015 47.015     42.2204007  0.       ],2,"(4, 2)",[45.54485 47.015    0.       0.       0.     ],1.0
1,10,0,1,0,"(2, 3)",[4.10824988 5.75233383 3.85       3.36308003 5.71818913],1,"(2, 2)",[45.10675804 43.90618437 46.4298997  43.90470776 46.42992449],4,"(2, 4)",[43.8055347  43.34218695 46.2205141  45.03480835 43.34280729],2.0,"(1, 3)",[45.15672216 -5.09310103 46.57992377 43.90665755 43.90681646],2,"(3, 3)",[47.2804998  46.19793338 50.         46.19792348 46.48923394],2.0
1,10,0,1,1,"(2, 3)",[47.01499768 45.54482145 48.5        45.54474406 45.54480577],2,"(2, 2)",[45.10675804 43.90618437 46.4298997  43.90470776 46.42992449],4,"(2, 4)",[43.8055347  43.34218695 46.2205141  45.03480835 43.34280729],2.0,"(1, 3)",[45.15672216 -5.09310103 46.57992377 43.90665755 43.90681646],2,"(3, 3)",[47.2804998  46.19793338 50.         46.19792348 46.48923394],2.0
1,10,0,1,original qtable,"(2, 3)",[47.01499768 45.54482145 48.5        45.54474406 45.54480577],2,"(2, 2)",[45.54481455 44.08825388 47.01497194 44.08664489 47.01499949],4,"(2, 4)",[45.54480884 44.08742686 47.01493862 47.01499431 44.0885765 ],3.0,"(1, 3)",[45.54477476 -4.91095394 47.01499876 44.08877963 44.08895234],2,"(3, 3)",[48.49999973 47.01499778 50.         47.0149842  47.01496448],2.0
1,10,1,0,0,"(4, 2)",[ 3.69773455  2.08737736 -1.00520275  3.54669351  3.831385  ],4,"(4, 1)",[43.34146839 45.10900496 -0.3705     -6.68657197  7.77982712],1,"(4, 3)",[45.89406    47.958      -0.52845    11.844955   47.06204171],1.0,"(3, 2)",[3.7414012  7.04621412 5.65458787 9.46669513 8.04536025],3,"(5, 2)",[-0.86487 -0.59387 -0.52845 -0.52845 -0.52845],2.0
1,10,1,0,1,"(4, 2)",[45.15679    42.76082641 -0.1         4.22676075  4.5075    ],0,"(4, 1)",[43.34146839 45.10900496 -0.3705     -6.68657197  7.77982712],1,"(4, 3)",[45.89406    47.958      -0.52845    11.844955   47.06204171],1.0,"(3, 2)",[3.7414012  7.04621412 5.65458787 9.46669513 8.04536025],3,"(5, 2)",[-0.86487 -0.59387 -0.52845 -0.52845 -0.52845],2.0
1,10,1,0,original qtable,"(4, 2)",[45.54485 47.015    0.       0.       0.     ],1,"(4, 1)",[44.0894015  45.54485     0.         -6.35149252  0.        ],1,"(4, 3)",[47.015      48.5         0.          0.         47.31933958],1.0,"(3, 2)",[3.88230532 3.16189239 5.76133058 5.7128914  3.7726225 ],2,,,
1,10,1,1,0,"(1, 3)",[  3.48955956 -45.02904638   1.35480685   5.50474521   5.49880943],3,"(1, 2)",[43.33976455 -6.69404541 45.08188839 42.31039588 44.69145911],2,"(1, 4)",[43.33783131 -6.68752981 45.04405952 44.69152565 42.31071482],2.0,"(0, 3)",[-6.84240374 -6.84247209 29.93992888 -2.19960762 -2.19922453],2,"(2, 3)",[4.10824988 5.75233383 3.85       3.36308003 5.71818913],1.0
