k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
1,20,0,0,0,"(3, 2)",[3.9330255  3.30372824 5.41994819 5.54445931 3.789025  ],3,"(3, 1)",[43.58365138 43.34335864 43.34335864 -5.65664136 44.86127025],4,"(3, 3)",[47.2805   46.197935 46.48926  46.197935 50.      ],4.0,"(2, 2)",[45.10679    43.9072221  46.429925   42.22512138  4.06084287],2,"(4, 2)",[42.39232103 43.59470519 -1.11058894 24.07278843 25.67169051],1.0
1,20,0,0,1,"(3, 2)",[45.82756    44.3577074  44.56902399 44.65277274 47.2805    ],4,"(3, 1)",[43.58365138 43.34335864 43.34335864 -5.65664136 44.86127025],4,"(3, 3)",[47.2805   46.197935 46.48926  46.197935 50.      ],4.0,"(2, 2)",[45.10679    43.9072221  46.429925   42.22512138  4.06084287],2,"(4, 2)",[42.39232103 43.59470519 -1.11058894 24.07278843 25.67169051],1.0
1,20,0,0,original qtable,"(3, 2)",[47.015   45.54485 45.54485 45.54485 48.5    ],4,"(3, 1)",[45.54485   44.0894015 44.0894015 -4.9105985 47.015    ],4,"(3, 3)",[48.5   47.015 47.015 47.015 50.   ],4.0,"(2, 2)",[45.54485   44.0894015 47.015     42.2204007  0.       ],2,"(4, 2)",[45.54485 47.015    0.       0.       0.     ],1.0
1,20,0,1,0,"(2, 3)",[3.98745741 5.77580051 3.80725    2.94987047 5.70639385],1,"(2, 2)",[40.95440312 42.90239595 41.4667957  42.90164912 41.44692174],1,"(2, 4)",[44.11388258 43.46158621 46.34779351 45.38206612 43.46229135],2.0,"(1, 3)",[45.54477476 -4.91095394 47.01499876 44.08877963 44.08895234],2,"(3, 3)",[46.95244982 45.97814004 50.         45.97813113 46.34781049],2.0
1,20,0,1,1,"(2, 3)",[46.22364812 45.18751265 47.645      43.98285717 45.06706941],2,"(2, 2)",[40.95440312 42.90239595 41.4667957  42.90164912 41.44692174],1,"(2, 4)",[44.11388258 43.46158621 46.34779351 45.38206612 43.46229135],2.0,"(1, 3)",[45.54477476 -4.91095394 47.01499876 44.08877963 44.08895234],2,"(3, 3)",[46.95244982 45.97814004 50.         45.97813113 46.34781049],2.0
1,20,0,1,original qtable,"(2, 3)",[47.01499768 45.54482145 48.5        45.54474406 45.54480577],2,"(2, 2)",[45.54481455 44.08825388 47.01497194 44.08664489 47.01499949],4,"(2, 4)",[45.54480884 44.08742686 47.01493862 47.01499431 44.0885765 ],3.0,"(1, 3)",[45.54477476 -4.91095394 47.01499876 44.08877963 44.08895234],2,"(3, 3)",[48.49999973 47.01499778 50.         47.0149842  47.01496448],2.0
1,20,1,0,0,"(3, 1)",[  3.33522756   5.36033087   5.3548635  -46.71134808   2.26363526],1,"(3, 0)",[-12.24611427 -50.          -7.17783195 -12.24611427  14.56797974],4,"(3, 2)",[ 4.38998996 14.09080208 14.90359908  6.63400415 15.36369922],4.0,"(2, 1)",[ 42.54792225  42.04201368  43.84674201 -17.195       14.82498865],2,"(4, 1)",[42.54792225 43.84674201 -0.670605   -6.95798632 13.89870816],1.0
1,20,1,0,1,"(3, 1)",[ 42.19871673  42.89780765  42.78846015 -11.90612305  35.08167659],1,"(3, 0)",[-12.24611427 -50.          -7.17783195 -12.24611427  14.56797974],4,"(3, 2)",[ 4.38998996 14.09080208 14.90359908  6.63400415 15.36369922],4.0,"(2, 1)",[ 42.54792225  42.04201368  43.84674201 -17.195       14.82498865],2,"(4, 1)",[42.54792225 43.84674201 -0.670605   -6.95798632 13.89870816],1.0
1,20,1,0,original qtable,"(3, 1)",[43.58365138 43.34335864 43.34335864 -5.65664136 44.86127025],4,"(3, 0)",[ -4.9105985  -50.          -6.35149252  -4.9105985   45.54485   ],4,"(3, 2)",[3.9330255  3.30372824 5.41994819 5.54445931 3.789025  ],3.0,"(2, 1)",[44.0894015  42.64850748 45.54485     0.          0.        ],2,"(4, 1)",[44.0894015  45.54485     0.         -6.35149252  0.        ],1.0
1,20,1,1,0,"(1, 3)",[  3.54562866 -45.0200599    2.3908847    5.26824308   5.47006306],4,"(1, 2)",[41.37723943 -7.27660938 42.52543029 41.72638702 42.5952399 ],4,"(1, 4)",[42.64982537 -6.95879088 44.68007382 43.90056096 42.03963373],2.0,"(0, 3)",[-6.84240374 -6.84247209 29.93992888 -2.19960762 -2.19922453],2,"(2, 3)",[ 4.56112705  6.13582918 15.37698525 12.92467741 15.82120056],4.0
1,20,1,1,1,"(1, 3)",[44.10778386 -7.28706293 36.75741296 43.43390578 43.50912087],0,"(1, 2)",[41.37723943 -7.27660938 42.52543029 41.72638702 42.5952399 ],4,"(1, 4)",[42.64982537 -6.95879088 44.68007382 43.90056096 42.03963373],2.0,"(0, 3)",[-6.84240374 -6.84247209 29.93992888 -2.19960762 -2.19922453],2,"(2, 3)",[ 4.56112705  6.13582918 15.37698525 12.92467741 15.82120056],4.0
1,20,1,1,original qtable,"(1, 3)",[45.54477476 -4.91095394 47.01499876 44.08877963 44.08895234],2,"(1, 2)",[44.08898011 -6.36035196 45.54479879 42.64491697 45.54476818],2,"(1, 4)",[44.08892673 -6.35263959 45.54476138 45.54483538 42.64538282],3.0,"(0, 3)",[-4.9110587  -4.91115246 45.54481595  0.          0.        ],2,"(2, 3)",[3.98745741 5.77580051 3.80725    2.94987047 5.70639385],1.0
1,20,2,0,0,"(2, 1)",[  3.1540015    5.23604238   1.84953336 -51.00898768   4.23367691],1,"(2, 0)",[-56.40518361 -50.         -21.21372686 -33.07070665 -33.07070665],2,"(2, 2)",[42.19005009 43.13896592 31.04506634 40.91885831 23.27839532],1.0,"(1, 1)",[41.89348557 -8.1021063  43.25060972 -9.5         8.03084542],2,"(3, 1)",[  3.43390029   5.26423397  12.06177637 -44.7066716    4.41669227],2.0
1,20,2,0,1,"(2, 1)",[ 41.14512068  41.54468907  33.07329211 -29.87367266  21.70950285],1,"(2, 0)",[-56.40518361 -50.         -21.21372686 -33.07070665 -33.07070665],2,"(2, 2)",[42.19005009 43.13896592 31.04506634 40.91885831 23.27839532],1.0,"(1, 1)",[41.89348557 -8.1021063  43.25060972 -9.5         8.03084542],2,"(3, 1)",[  3.43390029   5.26423397  12.06177637 -44.7066716    4.41669227],2.0
1,20,2,0,original qtable,"(2, 1)",[ 42.54792225  42.04201368  43.84674201 -17.195       14.82498865],2,"(2, 0)",[-50.        -50.         -4.9105985   0.          0.       ],3,"(2, 2)",[45.10679    43.9072221  46.429925   42.22512138  4.06084287],2.0,"(1, 1)",[42.64850748 -7.77797765 44.0894015   0.          0.        ],2,"(3, 1)",[  3.33522756   5.36033087   5.3548635  -46.71134808   2.26363526],1.0
1,20,2,1,0,"(1, 4)",[  3.40459598 -45.35853279   5.59079897   2.3288298    5.28450332],2,"(1, 3)",[  4.72881497 -36.95113684   6.39362478  17.02867214   7.26869114],3,"(1, 5)",[41.91032195 -8.10959936 43.74228845 43.25667233 40.87794371],2.0,"(0, 4)",[-8.26686197 -8.26662995 28.50607998 -5.84196531 -2.57094484],2,"(2, 4)",[42.32421852 42.53393028 45.68377287 29.02566935 42.8389393 ],2.0
1,20,2,1,1,"(1, 4)",[ 41.45997902 -11.33220768  44.01681087  33.22211891  41.57971826],2,"(1, 3)",[  4.72881497 -36.95113684   6.39362478  17.02867214   7.26869114],3,"(1, 5)",[41.91032195 -8.10959936 43.74228845 43.25667233 40.87794371],2.0,"(0, 4)",[-8.26686197 -8.26662995 28.50607998 -5.84196531 -2.57094484],2,"(2, 4)",[42.32421852 42.53393028 45.68377287 29.02566935 42.8389393 ],2.0
1,20,2,1,original qtable,"(1, 4)",[42.64982537 -6.95879088 44.68007382 43.90056096 42.03963373],2,"(1, 3)",[  3.54562866 -45.0200599    2.3908847    5.26824308   5.47006306],4,"(1, 5)",[42.6415794  -7.78653323 44.08823804 44.08839188 41.19919154],3.0,"(0, 4)",[-6.35375064 -6.35343237 44.08924244  0.          0.        ],2,"(2, 4)",[44.11388258 43.46158621 46.34779351 45.38206612 43.46229135],2.0
1,20,3,0,0,"(1, 1)",[  2.73327881 -45.68522287   1.96060889 -50.04343628   4.46830183],4,"(1, 0)",[-50.475     -50.        -53.8290777  -9.975      -9.975    ],3,"(1, 2)",[42.49869722 -6.95798632 43.63179195 13.76143931 15.01613557],2.0,"(0, 1)",[ -9.67405944  -9.67405945  27.08684818 -13.55        -2.19918358],2,"(2, 1)",[  4.26637892   5.97630595   4.81022149 -57.59262745  16.52753128],4.0
