k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
4,20,0,0,0,"(7, 4)",[40.8705013  38.38215752 47.77851991 47.8458141  38.38215755],3,"(7, 3)",[41.21394431 40.45710199 40.69190569 40.69190188 42.83435667],4,"(7, 5)",[44.32314263 45.2877088  43.12746121 43.33809202 42.90050805],1,"(6, 4)",[44.32314062 42.48894163 43.36822353 39.92034131 45.2877088 ],4,"(8, 4)",[40.72545074 42.1462853  -8.64718531 15.97591505 42.94232175],4
4,20,0,0,1,"(7, 4)",[42.9331701  44.53313909 41.88777705 41.97394468 44.53313912],4,"(7, 3)",[41.21394431 40.45710199 40.69190569 40.69190188 42.83435667],4,"(7, 5)",[44.32314263 45.2877088  43.12746121 43.33809202 42.90050805],1,"(6, 4)",[44.32314062 42.48894163 43.36822353 39.92034131 45.2877088 ],4,"(8, 4)",[40.72545074 42.1462853  -8.64718531 15.97591505 42.94232175],4
4,20,0,0,2,"(7, 4)",[43.52196838 44.87787946 42.1049403  42.18348529 44.8778795 ],4,"(7, 3)",[41.78348488 40.63437406 40.87163842 40.87163421 43.25060971],4,"(7, 5)",[44.64455007 45.71629025 43.29340296 43.55004939 43.04633242],1,"(6, 4)",[44.64454783 42.6506817  43.58352884 40.0379733  45.71629025],4,"(8, 4)",[41.25791107 42.50328279 -8.47091786 13.4094266  43.08769244],4
4,20,0,0,3,"(7, 4)",[43.80722209 45.21545784 42.32121604 42.37214957 45.21545787],4,"(7, 3)",[42.37214912 40.92516496 41.05142689 41.05142225 43.66895449],4,"(7, 5)",[44.95620295 46.14702537 43.55326051 43.74009108 43.30364176],1,"(6, 4)",[44.95620047 42.91328684 43.77729048 40.26249746 46.14702537],4,"(8, 4)",[41.8245169  42.87492992 -8.29501417 10.5378582  43.32469327],4
4,20,0,0,4,"(7, 4)",[44.08940149 45.54484996 42.64850722 42.64850714 45.54485   ],4,"(7, 3)",[42.64850664 41.22201201 41.22202078 41.22201565 44.08940149],4,"(7, 5)",[45.25678897 46.579925   43.80722196 43.90555356 43.52986855],1,"(6, 4)",[45.25678621 43.17854127 43.94688623 40.48571478 46.579925  ],4,"(8, 4)",[42.09661928 43.26374487 -8.13091295  7.31805556 43.55325836],4
4,20,0,0,original qtable,"(7, 4)",[44.08940149 45.54484996 42.64850722 42.64850714 45.54485   ],4,"(7, 3)",[42.64850664 41.22201201 41.22202078 41.22201565 44.08940149],4,"(7, 5)",[45.54484886 47.015      44.08940135 44.08940077 44.08929707],1,"(6, 4)",[45.54484579 44.08939925 44.08940136 41.22200616 47.015     ],4,"(8, 4)",[42.64850568 44.08940146 -7.77798489  0.         44.08939869],1
4,20,0,1,1,"(2, 3)",[44.87257776 44.05793108 46.76597757 43.87552583 47.33794466],4,"(2, 2)",[43.47552408 42.75010541 42.47416097 42.39420065 44.74009483],4,"(2, 4)",[47.11699999 46.02337667 50.         46.60441221 46.02337868],2,"(1, 3)",[44.07003854 -5.53505172 45.44179593 11.13508831 11.7494453 ],2,"(3, 3)",[45.97546675 46.21255315  0.30536543 13.58628975 49.81214489],4
4,20,0,1,2,"(2, 3)",[45.4073645  44.22241297 46.81756303 44.09418112 47.43104962],4,"(2, 2)",[44.09417918 42.90850755 42.65023783 42.51305826 45.16592445],4,"(2, 4)",[47.62999999 46.17836297 50.         46.72712468 46.1783652 ],2,"(1, 3)",[44.68031014 -5.31075802 45.87115169  7.78071077  8.09621701],2,"(3, 3)",[46.38366211 46.31375811 -0.46802602 10.55260313 49.7912721 ],4
4,20,0,1,3,"(2, 3)",[45.99065226 44.4707331  46.87732824 44.40306799 47.53449958],4,"(2, 2)",[44.40306584 43.15764575 42.9243852  43.02632358 45.59389392],4,"(2, 4)",[48.19999999 46.44373664 50.         46.86347187 46.44373912],2,"(1, 3)",[44.97950774 -5.09312489 46.30266501  4.12676044  4.13024112],2,"(3, 3)",[46.83966055 46.42865611 -0.77550042  7.26034665 49.76808012],4
4,20,0,1,4,"(2, 3)",[46.28155503 44.97951898 47.05756519 44.9795262  47.76055508],4,"(2, 2)",[44.97952381 43.36765035 43.47621048 43.5298028  46.30266612],4,"(2, 4)",[48.49999999 47.01499502 50.         47.01496874 47.01499778],2,"(1, 3)",[45.54482413 -4.91098273 47.01499888  0.          0.        ],2,"(3, 3)",[47.0157122  46.5590406  -0.63944492  3.84950097 49.74231124],4
