k,L,Step,Agent,Horizon,center_Position,center_Q,center_BestAction,up_Position,up_Q,up_BestAction,down_Position,down_Q,down_BestAction,left_Position,left_Q,left_BestAction,right_Position,right_Q,right_BestAction
2,50,0,0,0,"(7, 4)",[39.58903392 37.46371902 47.08398718 47.08368579 37.41477104],2,"(7, 3)",[39.92871995 40.05213659 40.45481257 40.19538557 42.00808396],4,"(7, 5)",[44.32314263 45.2877088  42.89533994 43.26795254 43.01594617],1,"(6, 4)",[44.32314062 42.93227474 43.36822353 40.28669264 45.2877088 ],4,"(8, 4)",[40.0385427  42.11790726 -8.66133349 16.15039816 42.75885754],4
2,50,0,0,1,"(7, 4)",[41.61703555 43.51265188 41.13543968 41.21435312 43.45826522],1,"(7, 3)",[39.92871995 40.05213659 40.45481257 40.19538557 42.00808396],4,"(7, 5)",[44.32314263 45.2877088  42.89533994 43.26795254 43.01594617],1,"(6, 4)",[44.32314062 42.93227474 43.36822353 40.28669264 45.2877088 ],4,"(8, 4)",[40.0385427  42.11790726 -8.66133349 16.15039816 42.75885754],4
2,50,0,0,2,"(7, 4)",[42.17928344 43.74400478 41.286921   41.42715062 43.68357517],1,"(7, 3)",[40.44311377 40.18267941 40.5777315  40.36230463 42.42018488],4,"(7, 5)",[44.64455007 45.71629025 43.06965537 43.47211663 43.18038629],1,"(6, 4)",[44.64454783 43.12371722 43.58352884 40.44329725 45.71629025],4,"(8, 4)",[40.51259102 42.48966275 -8.48161969 13.5728266  42.91800825],4
2,50,0,0,original qtable,"(7, 4)",[44.08940149 45.54484996 42.64850722 42.64850714 45.54485   ],4,"(7, 3)",[42.64850664 41.22201201 41.22202078 41.22201565 44.08940149],4,"(7, 5)",[45.54484886 47.015      44.08940135 44.08940077 44.08929707],1,"(6, 4)",[45.54484579 44.08939925 44.08940136 41.22200616 47.015     ],4,"(8, 4)",[42.64850568 44.08940146 -7.77798489  0.         44.08939869],1
2,50,0,2,1,"(1, 1)",[ 30.03483224 -21.1966868   32.13879767 -31.11092874  33.7845755 ],4,"(1, 0)",[-25.44018668 -65.81990942 -15.55314984 -25.44018668  -1.36128232],4,"(1, 2)",[ 34.36922571 -15.5267821   36.16514961  33.77591867  36.08442383],2,"(0, 1)",[-19.26069516 -19.26069516  13.76935198 -66.00848362 -15.71298949],2,"(2, 1)",[ 33.28684097  32.78579811  36.07375032 -15.39312969  35.98770382],2
2,50,0,2,2,"(1, 1)",[ 30.35776768 -19.98748387  32.00449398 -29.39815999  33.81938239],4,"(1, 0)",[-23.09733549 -65.72156098 -15.36756406 -23.09733549   3.6570027 ],4,"(1, 2)",[ 34.91343818 -15.28437858  36.28559316  33.9208748   36.22910473],2,"(0, 1)",[-17.83638205 -17.83638205  18.86367033 -65.93108787 -15.49127569],2,"(2, 1)",[ 33.72454208  32.83449446  36.15529572 -15.18976389  36.08843118],2
2,50,0,2,original qtable,"(1, 1)",[ 34.30073814 -16.04226924  35.65731125 -16.04226924  35.65731125],4,"(1, 0)",[-16.04226924 -65.88184655 -14.69926192 -16.04226924  34.30073814],4,"(1, 2)",[ 35.65731125 -14.69926186  37.02758712  34.30073814  37.02758712],2,"(0, 1)",[-16.04226924 -16.04226924  34.30073814 -65.88184655 -14.69926186],2,"(2, 1)",[ 35.65731125  34.30073814  37.02758712 -14.69926194  37.02758712],4
2,50,0,4,1,"(1, 6)",[ 37.40618342 -17.50770071  40.8942427   38.71679692  37.85631555],2,"(1, 5)",[ 38.20108301 -11.09406451  40.50108138  37.7397855   40.03344187],2,"(1, 7)",[ 37.2810941  -12.21598715  39.49722694  38.04555141  36.43025228],2,"(0, 6)",[-14.31748229 -14.31743823  15.45047876 -11.34985889 -11.61400095],2,"(2, 6)",[41.06580676 40.52348166 43.18987995 40.11407073 40.12761051],2
2,50,0,4,2,"(1, 6)",[ 37.79328293 -16.06695442  40.97082929  38.83778257  37.99942824],2,"(1, 5)",[ 38.70921156 -10.93737662  40.66097477  37.87513698  40.41183252],2,"(1, 7)",[ 37.80473774 -12.04672003  39.54558032  38.32080142  36.51076955],2,"(0, 6)",[-12.5222673  -12.52221833  20.55324499 -11.2215926  -11.37784648],2,"(2, 6)",[41.60590048 40.66998369 43.37364559 40.23096294 40.24600651],2
2,50,0,4,original qtable,"(1, 6)",[41.22202237 -9.1902044  42.64850748 39.80979791 39.80978078],2,"(1, 5)",[ 39.8097967  -10.5883829   41.22201509  38.41152504  41.22202219],4,"(1, 7)",[ 39.809785   -10.58843206  41.22187721  41.22202201  38.4116573 ],3,"(0, 6)",[ -9.19028135  -9.19020673  41.22202209 -10.58842689 -10.58847761],2,"(2, 6)",[42.6485073  41.22202233 44.0894015  41.22201941 41.22196273],2
2,50,0,5,1,"(5, 8)",[ 39.13877828  38.80819547  41.68619978  41.70601913 -14.77194231],3,"(5, 7)",[39.21853092 40.17588624 42.56130955 42.50597017 40.00808374],2,"(5, 9)",[-16.41789406 -11.72882357  -8.75027908  10.37322668 -18.22068084],3,"(4, 8)",[ 38.27129496  37.32821406  39.40519688  40.36496037 -11.52362351],3,"(6, 8)",[39.62222783 40.26981219 40.34999322 42.73993874 -8.7055323 ],3
2,50,0,5,2,"(5, 8)",[ 39.61525319  38.95386897  41.90492726  41.94789909 -12.48859759],3,"(5, 7)",[39.62846775 40.3132166  42.66220994 42.60072174 40.17241533],2,"(5, 9)",[-14.31743286 -11.54561555  -8.59490515  15.45047908 -16.32052928],3,"(4, 8)",[ 38.80175729  37.45603334  39.72831498  40.52329897 -11.3176155 ],3,"(6, 8)",[40.05606954 40.44227438 40.47801951 42.86068681 -8.54518651],3
2,50,0,5,original qtable,"(5, 8)",[41.22202241 39.80980218 42.64850746 42.64850748 -9.19019782],3,"(5, 7)",[42.64850748 41.22202241 44.0894015  44.0894015  41.22202241],3,"(5, 9)",[ -9.19019784 -10.58875932  -7.77797771  41.22202241  -9.19019782],3,"(4, 8)",[ 39.80980218  38.41170413  41.22202241  41.22202241 -10.58922224],2,"(6, 8)",[42.64850747 41.22202241 41.22202237 44.0894015  -7.77797777],3
2,50,0,6,0,"(6, 5)",[43.5088796  49.94535144 37.94210195 41.47147    44.93071995],1,"(6, 4)",[47.4683     50.         46.49399146 43.02885962 46.49399149],1,"(6, 6)",[37.71924331 40.22423819  0.4788276  35.57344278 12.3551305 ],1,"(5, 5)",[41.25325535 42.71242004 43.59470519 28.4766395  39.42510664],2,"(7, 5)",[17.0993829  44.86127025  1.75042033 16.97249565  1.30757244],1
